Date,Ticker,Name,Tier,Currency,Docclause,Tenor,Composite
31-Aug-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,30
03-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,30
04-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,30
05-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,30
06-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,29
07-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,30
10-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,29
11-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,28
12-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,28
13-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,27
14-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,26
17-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,24
18-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,22
19-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,20
20-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,20
21-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
24-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
25-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,18
26-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
27-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
28-Sep-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
01-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
02-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
03-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
04-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
05-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
08-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
09-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,17
10-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,17
11-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,17
12-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,17
15-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,18
16-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,19
17-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,20
18-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,20
19-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,23
22-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,24
23-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,24
24-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,25
25-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,26
26-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,26
29-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,26
30-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,28
31-Oct-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,28
01-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
02-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
05-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
06-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,44
07-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,53
08-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,55
09-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,53
12-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,53
13-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
14-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
15-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
16-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
19-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
20-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,63
21-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,65
22-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,65
23-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,62
26-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,61
27-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,57
28-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
29-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
30-Nov-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
03-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
04-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,40
05-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
06-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,36
07-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
10-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
11-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
12-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
13-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
14-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
17-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
18-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
19-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
20-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
21-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
24-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
25-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
26-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
27-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
28-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
31-Dec-2007,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
01-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
02-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,40
03-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
04-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
07-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,42
08-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,42
09-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,44
10-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
11-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
14-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
15-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
16-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
17-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,55
18-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
21-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
22-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,61
23-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,60
24-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,53
25-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,54
28-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,55
29-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,54
30-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,54
31-Jan-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,57
01-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
04-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
05-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,60
06-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,62
07-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,65
08-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,68
11-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,73
12-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,73
13-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,72
14-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,73
15-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
18-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
19-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
20-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,81
21-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,81
22-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,85
25-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,84
26-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
27-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,77
28-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,79
29-Feb-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,81
03-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,81
04-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,82
05-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,82
06-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,94
07-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,92
10-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,92
11-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
12-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
13-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,82
14-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
17-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,73
18-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
19-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
20-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,55
21-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,55
24-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
25-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
26-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,51
27-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,51
28-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,55
31-Mar-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,53
01-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
02-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,40
03-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
04-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
07-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
08-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
09-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
10-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
11-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,47
14-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,47
15-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,46
16-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
17-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
18-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,33
21-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,34
22-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
23-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,36
24-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
25-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
28-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
29-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
30-Apr-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,34
01-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
02-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,35
05-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
06-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
07-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
08-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
09-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
12-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
13-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
14-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
15-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
16-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
19-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,40
20-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,42
21-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
22-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
23-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
26-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
27-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
28-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
29-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
30-May-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
02-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
03-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
04-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,51
05-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
06-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
09-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
10-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,51
11-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
12-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,51
13-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,51
16-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
17-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
18-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,50
19-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,51
20-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,54
23-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,54
24-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,55
25-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,57
26-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,64
27-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,64
30-Jun-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,65
01-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,69
02-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,70
03-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,71
04-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,71
07-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
08-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,74
09-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,77
10-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,78
11-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,56
14-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,42
15-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
16-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,46
17-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
18-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
21-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
22-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
23-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,40
24-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
25-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
28-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,44
29-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,42
30-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,42
31-Jul-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
01-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,43
04-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,44
05-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,45
06-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,47
07-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
08-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
11-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,47
12-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,46
13-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
14-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
15-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
18-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,49
19-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,48
20-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,41
21-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
22-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,36
25-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,36
26-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,36
27-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
28-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
29-Aug-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
01-Sep-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
02-Sep-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
03-Sep-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,37
04-Sep-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,38
05-Sep-2008,FNMA,Fed Natl Mtg Assn,SNRFOR,USD,MR,5Y,39
14-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,9
15-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,9
16-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
17-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
18-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
21-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
22-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
23-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
24-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
25-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
28-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
29-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
30-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
31-May-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
01-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
04-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
05-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
06-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
07-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
08-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
11-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
12-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
13-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
14-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
15-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
18-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
19-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,7
20-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
21-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
22-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
