Date,Ticker,Name,Tier,Currency,Docclause,Tenor,Composite
25-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
26-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
27-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
28-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
29-Jun-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
02-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
03-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
04-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
05-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
06-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,8
09-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,9
10-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,10
11-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,11
12-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,10
13-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,10
16-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,10
17-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,10
18-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,12
19-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,13
20-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,16
23-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,17
24-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,17
25-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,18
26-Jul-2007,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,22
