Date,Ticker,Name,Tier,Currency,Docclause,Tenor,Composite Price (Basis Points)
19-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
20-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
21-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
24-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
25-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
26-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
27-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
28-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
31-Dec-07,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
1-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
2-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,40
3-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,40
4-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
7-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
8-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
9-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
10-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
11-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
14-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
15-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
16-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
17-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,57
18-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,56
21-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,56
22-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,61
23-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,60
24-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,52
25-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,53
28-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
29-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,53
30-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,53
31-Jan-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,57
1-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,56
4-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,56
5-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,60
6-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,62
7-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,65
8-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,69
11-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,73
12-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,73
13-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,72
14-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,74
15-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,77
18-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,78
19-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,78
20-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,81
21-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,81
22-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,86
25-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,84
26-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,78
27-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,77
28-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,79
29-Feb-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,82
3-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,82
4-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,83
5-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,85
6-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,97
7-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,96
10-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,96
11-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,77
12-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,78
13-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,81
14-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,78
17-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,74
18-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,56
19-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,56
20-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,55
21-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,55
24-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
25-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
26-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,51
27-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,51
28-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
31-Mar-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,52
1-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,46
2-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,40
3-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
4-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
7-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
8-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
9-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
10-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
11-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,46
14-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
15-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,46
16-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
17-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
18-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,34
21-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,34
22-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,35
23-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
24-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
25-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
28-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,35
29-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,35
30-Apr-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,35
1-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,35
2-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,35
5-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
6-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
7-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
8-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
9-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
12-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
13-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
14-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
15-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
16-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
19-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,40
20-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
21-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
22-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
23-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
26-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
27-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
28-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
29-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
30-May-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
2-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
3-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
4-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
5-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
6-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
9-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
10-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,51
11-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
12-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
13-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
16-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
17-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
18-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
19-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,52
20-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
23-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
24-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,54
25-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,57
26-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,63
27-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,65
30-Jun-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,65
1-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,69
2-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,70
3-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,70
4-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,70
7-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,78
8-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,75
9-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,80
10-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,79
11-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,57
14-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
15-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,48
16-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,46
17-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
18-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
21-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
22-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
23-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,40
24-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
25-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
28-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
29-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
30-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,42
31-Jul-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,43
1-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
4-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,44
5-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,45
6-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
7-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
8-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
11-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
12-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,47
13-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
14-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
15-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
18-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,50
19-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,49
20-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,41
21-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,39
22-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,36
25-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,36
26-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
27-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
28-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
29-Aug-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
1-Sep-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
2-Sep-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
3-Sep-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
4-Sep-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,37
5-Sep-08,FHLMC,Fed Home Ln Mtg Corp,SNRFOR,USD,MR,5Y,38
14-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
15-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
16-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
17-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
18-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
21-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
22-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
23-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
24-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
25-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
28-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
29-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
30-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
31-May-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
1-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
4-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
5-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
6-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
7-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
8-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
11-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
12-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
13-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
14-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
15-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
18-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
19-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
20-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
21-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
22-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
25-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
26-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
27-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
28-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
29-Jun-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
2-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
3-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,8
4-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
5-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
6-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
9-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
10-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,9
11-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
12-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
13-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
16-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
17-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,10
18-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
19-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
20-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
23-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
24-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
25-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
26-Jul-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,11
8-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,28
9-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,29
10-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
13-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
14-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
15-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
16-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
17-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
20-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
21-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
22-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
23-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
24-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
27-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,24
28-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
29-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
30-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
31-Aug-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
3-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
4-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
5-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
6-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
7-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
10-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
11-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
12-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
13-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
14-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
17-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
18-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,20
19-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,19
20-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,19
21-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,19
24-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,18
25-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
26-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
27-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
28-Sep-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
1-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
2-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
3-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
4-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
5-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
8-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
9-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,17
10-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
11-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
12-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
15-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
16-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
17-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
18-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
19-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
22-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
23-Oct-07,FHLB,Fed Home Ln Bk,SNRFOR,USD,MR,5Y,16
