AR,Fort Smith Transit(FST),6086,A,DR,DO,4.0,2,0.0,,10.0,Q,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,60.2,,
AR,Fort Smith Transit(FST),6086,A,MB,DO,7.0,1,0.0,,0.0,Q,0.0,,4.3,,0.0,,0.0,,0.0,,17.4,,0.0,,129.8,,
AR,Fort Smith Transit(FST),6086,A,MB,DO,7.0,2,0.0,,14.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,86.7,,
,,,,Total,,11,,0.0,,146.9,,0.0,,43.4,,0.0,,0.0,,0.0,,176.5,,0.0,,366.8,,
AR,Ozark Regional Transit(ORT),6072,A,DR,DO,6.0,1,0.0,,0.0,,0.0,,0.0,,0.7,,0.0,,0.0,,5.9,,0.0,,6.6,,
AR,Ozark Regional Transit(ORT),6072,A,MB,DO,8.0,1,0.0,,0.0,,18.5,,25.5,,138.2,,0.0,,0.0,,7.4,,0.0,,189.6,,
,,,,Total,,14,,0.0,,0.0,,18.5,,25.5,,138.8,,0.0,,0.0,,13.4,,0.0,,196.2,,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,DR,DO,4.0,1,0.0,,0.0,,0.0,,0.0,,88.1,,0.0,,0.0,,0.0,,0.0,,88.1,,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,MB,DO,14.0,1,0.0,,0.0,,0.0,,0.0,,647.5,,0.0,,0.0,,0.0,,0.0,,647.5,,
,,,,Total,,18,,0.0,,0.0,,0.0,,0.0,,735.6,,0.0,,0.0,,0.0,,0.0,,735.6,,
AZ,City of Glendale Transit,9034,B,DR,DO,14.0,1,0.0,,0.0,,89.1,,0.0,,332.9,,18.6,,0.0,,0.0,,0.0,,"3,084.0",,
AZ,City of Glendale Transit,9034,B,MB,DO,3.0,1,0.0,,0.0,,0.0,,0.0,,161.1,,18.1,,0.0,,0.0,,0.0,,"1,254.3",,
AZ,City of Glendale Transit,9034,B,MB,DO,3.0,2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"10,682.8",,"74,779.7",,
,,,,Total,,17,,0.0,,0.0,,623.6,,0.0,,"3,457.9",,256.7,,0.0,,0.0,,"74,779.7",,"79,117.9",,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,DR,DO,32.0,1,0.0,,0.0,,0.0,,0.0,,394.0,,0.0,,0.0,,0.0,,0.0,,394.0,,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,DR,PT,105.0,1,0.0,,0.0,,0.0,,0.0,,"2,470.2",,0.0,,0.0,,0.0,,0.0,,"2,470.2",,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,LR,PT,0.0,2,"4,614.2",,"4,320.0",,0.0,,0.0,,0.0,,0.0,,0.0,,198.5,,"2,718.3",,"11,851.1",,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,MB,PT,450.0,1,128.7,,400.4,,237.3,,"16,961.1",,"25,226.6",,459.5,,"4,753.6",,"1,093.6",,"12,475.9",,"61,736.6",,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,MB,PT,450.0,2,0.0,,8.3,,0.0,,0.0,,"11,719.1",,0.0,,0.0,,0.0,,0.0,,"11,727.4",,
,,,,Total,,587,,"4,742.9",,"4,728.7",,237.3,,"16,961.1",,"39,809.8",,459.5,,"4,753.6",,"1,292.1",,"15,194.3",,"88,179.3",,
AZ,City of Tempe Transportation Planning and Transit Division - dba Valley Metro(TIM - Tempe in Motion),9172,B,MB,PT,118.0,1,0.0,,720.6,,0.0,,0.0,,"1,140.6",,0.0,,0.0,,0.0,,0.0,,"1,861.2",,
AZ,City of Tempe Transportation Planning and Transit Division - dba Valley Metro(TIM - Tempe in Motion),9172,B,MB,PT,118.0,2,0.0,,0.0,,"13,560.3",,"2,428.9",,"1,612.4",,0.0,,0.0,,0.0,,0.0,,"17,601.6",,
,,,,Total,,118,,0.0,,720.6,,"13,560.3",,"2,428.9",,"2,753.1",,0.0,,0.0,,0.0,,0.0,,"19,462.9",,
AZ,City of Tucson(COT),9033,A,DR,DO,99.0,1,0.0,,0.0,,0.0,,0.0,,35.0,,0.0,,0.0,,0.0,,0.0,,35.0,,
AZ,City of Tucson(COT),9033,A,LR,DO,0.0,2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"1,362.4",,"1,362.4",,
AZ,City of Tucson(COT),9033,A,MB,DO,203.0,1,0.0,,507.2,,587.4,,12.5,,"6,601.1",,125.0,,0.0,,"1,399.1",,370.1,,"9,602.4",,
AZ,City of Tucson(COT),9033,A,MB,DO,203.0,2,0.0,,0.0,,0.0,,"1,728.8",,0.0,,0.0,,0.0,,0.0,,0.0,,"1,728.8",,
,,,,Total,,302,,0.0,,507.2,,587.4,,"1,741.3",,"6,636.0",,125.0,,0.0,,"1,399.1",,"1,732.5",,"12,728.5",,
AZ,Maricopa County Special Transportation Services(MCHSD),9132,A,DR,DO,35.0,1,0.0,,0.0,,0.0,,0.0,,802.0,,0.0,,0.0,,0.0,,0.0,,802.0,,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,DR,DO,8.0,1,0.0,,0.0,,0.0,,0.0,,131.2,,0.0,,0.0,,24.1,,0.0,,155.2,,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,DR,DO,8.0,2,0.0,,0.0,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,7.3,,19.8,,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,MB,DO,12.0,1,0.0,,0.0,,0.0,,0.0,,154.4,,0.0,,0.0,,30.2,,10.7,,195.3,,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,MB,DO,12.0,2,0.0,,0.0,,101.8,,0.0,,"1,160.7",,159.4,,0.0,,0.0,,320.0,,"1,741.9",,
,,,,Total,,20,,0.0,,0.0,,114.4,,0.0,,"1,446.3",,159.4,,0.0,,54.3,,337.9,,"2,112.3",,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,DR,PT,56.0,1,0.0,,0.0,,0.0,,0.0,,"1,501.9",,0.0,,0.0,,0.0,,0.0,,"1,501.9",,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,LR,PT,0.0,2,"219,027.6",,"6,103.6",,0.0,,"1,093.3",,"48,283.1",,0.0,,"2,195.9",,"10,646.5",,"91,232.8",,"378,582.8",,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,MB,PT,148.0,1,0.0,,0.0,,0.0,,0.0,,"11,489.5",,0.0,,0.0,,1.8,,0.0,,"11,491.3",,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,MB,PT,148.0,2,0.0,,"1,385.4",,0.0,,"26,367.7",,"22,456.6",,0.0,,"1,867.6",,0.0,,0.0,,"52,077.4",,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,VP,PT,0.0,1,0.0,,0.0,,0.0,,0.0,,"1,112.6",,0.0,,0.0,,0.0,,0.0,,"1,112.6",,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,VP,PT,0.0,2,0.0,,0.0,,0.0,,0.0,,960.7,,0.0,,0.0,,0.0,,0.0,,960.7,,
,,,,Total,,204,,"219,027.6",,"7,489.0",,0.0,,"27,461.0",,"85,804.3",,0.0,,"4,063.5",,"10,648.3",,"91,232.8",,"445,726.7",,
AZ,Yuma Metropolitan Planning Organization(YMPO),9192,B,DR,PT,11.0,1,0.0,,0.0,,0.0,,0.0,,50.2,,0.0,,13.7,,0.0,,265.1,,"11,842.3",,
AZ,Yuma Metropolitan Planning Organization(YMPO),9192,B,MB,PT,9.0,1,0.0,,0.0,,0.0,,30.1,,226.4,,0.0,,0.0,,0.2,,397.6,,"23,554.5",,
,,,,Total,,20,,0.0,,0.0,,0.0,,"1,082.8",,"9,957.8",,0.0,,494.5,,6.8,,"23,854.8",,"35,396.8",Q,
CA,Access Services Incorporated(ASI),9157,E,DR,PT,559.0,1,0.0,,0.0,,0.0,,0.0,,"6,246.5",,0.0,,0.0,,130.1,,124.8,,"6,501.4",,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,B,MB,DO,535.0,1,"2,314.0",,"2,106.4",,0.0,,650.8,,"6,723.4",,0.0,,0.0,,"1,448.7",,200.2,,"13,443.5",,
CA,Altamont Commuter Express(ACE),9182,B,CR,PT,18.0,1,"7,838.9",,477.8,,0.0,,590.9,,616.4,,54.3,,0.0,,0.0,,444.5,,"10,022.8",,
CA,Anaheim Transportation Network(ATN),9211,B,MB,PT,35.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,390.8,,0.0,,0.0,,390.8,,
CA,Antelope Valley Transit Authority(AVTA),9121,B,DR,PT,11.0,1,0.0,,0.0,,0.0,,1.8,,0.0,,1.0,,0.0,,12.1,,0.0,,148.7,,
CA,Antelope Valley Transit Authority(AVTA),9121,B,MB,PT,57.0,1,0.0,,0.0,,0.0,,14.6,,0.0,,8.3,,0.0,,101.2,,0.0,,"1,241.2",,
,,,,Total,,68,,0.0,,0.0,,0.0,,163.6,,0.0,,93.4,,0.0,,"1,132.9",,0.0,,"1,389.9",,
CA,Butte County Association of Governments(BCAG),9208,B,MB,PT,25.0,1,0.0,,0.0,,0.0,,0.0,,"3,007.9",,0.0,,614.1,,0.0,,0.0,,"3,622.0",,
CA,Central Contra Costa Transit Authority(County Connection),9078,B,MB,DO,106.0,1,0.0,,0.0,,419.3,,0.0,,0.0,,0.0,,0.0,,82.5,,79.5,,581.3,,
CA,City of Alameda Ferry Services,9150,B,FB,PT,3.0,1,0.0,,552.4,,0.0,,0.0,,"1,181.2",,0.0,,0.0,,0.0,,0.0,,"1,733.6",,
CA,City of Benicia(Benicia Breeze),9174,B,DR,PT,7.0,1,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,66.0,,
CA,City of Benicia(Benicia Breeze),9174,B,MB,PT,7.0,1,0.0,,0.7,,0.0,,0.0,,229.3,,0.0,,0.0,,0.0,,0.0,,"2,529.9",,
,,,,Total,,14,,0.0,,8.1,,0.0,,0.0,,"2,587.8",,0.0,,0.0,,0.0,,0.0,,"2,595.9",,
CA,City of Commerce Municipal Buslines(CBL),9043,A,MB,DO,6.0,1,0.0,,0.0,,0.0,,0.0,,77.1,,0.0,,0.0,,0.0,,0.0,,77.1,,
CA,City of Corona(CCTS),9052,B,DR,PT,9.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,25.9,,
CA,City of Corona(CCTS),9052,B,MB,PT,5.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.9,,57.8,,
,,,,Total,,14,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.9,,57.8,,83.7,,
CA,City of Fairfield - Fairfield and Suisun Transit(FAST),9092,B,DR,PT,10.0,1,0.0,,0.0,,0.0,,0.0,,114.6,,0.0,,0.0,,0.0,,0.0,,114.6,,
CA,City of Fairfield - Fairfield and Suisun Transit(FAST),9092,B,MB,PT,36.0,1,0.0,,14.5,,105.8,,125.3,,"2,486.5",,0.0,,0.0,,0.0,,495.0,,"3,227.2",,
,,,,Total,,46,,0.0,,14.5,,105.8,,125.3,,"2,601.2",,0.0,,0.0,,0.0,,495.0,,"3,341.8",,
CA,City of Gardena Transportation Department(GMBL),9042,B,MB,DO,41.0,1,0.0,,0.0,,"24,117.5",,0.0,,243.7,,0.0,,0.0,,0.0,,0.0,,"121,805.9",,
CA,City of Lodi - Transit Division(Grapeline),9175,B,DR,PT,16.0,1,0.0,,0.0,,0.0,,721.7,,0.0,,0.0,,0.0,,0.0,,0.0,,"3,608.6",,
CA,City of Lompoc - Lompoc Transit(COLT),9149,B,MB,PT,10.0,1,0.0,,29.4,,0.0,,19.1,,45.7,,0.0,,0.0,,0.0,,15.6,,109.7,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,B,DR,PT,158.0,1,0.0,,0.0,,0.0,,0.0,,242.3,,0.0,,0.0,,0.0,,0.0,,242.3,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,B,MB,PT,259.0,1,0.0,,0.0,,0.0,,0.0,,"1,196.2",,0.0,,0.0,,0.0,,0.0,,"1,196.2",,
,,,,Total,,417,,0.0,,0.0,,0.0,,0.0,,"1,438.5",,0.0,,0.0,,0.0,,0.0,,"1,438.5",,
CA,City of Petaluma(Petaluma Transit),9213,B,MB,PT,6.0,1,0.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,30.0,,
CA,City of Porterville(C.O.L.T.),9198,B,DR,PT,3.0,1,0.0,,0.0,,0.0,,0.0,,129.9,,0.0,,0.0,,0.0,,0.0,,129.9,,
CA,City of Porterville(C.O.L.T.),9198,B,MB,PT,6.0,1,0.0,,0.0,,0.0,,0.0,,"1,512.8",,0.0,,2.5,,0.0,,57.7,,"1,573.0",,
CA,City of Porterville(C.O.L.T.),9198,B,MB,PT,6.0,2,0.0,,282.7,,0.0,,83.0,,0.0,,0.0,,0.0,,0.0,,0.0,,365.6,,
,,,,Total,,9,,0.0,,282.7,,0.0,,83.0,,"1,642.7",,0.0,,2.5,,0.0,,57.7,,"2,068.5",,
CA,City of Riverside Special Transportation(City of Riverside),9086,A,DR,DO,21.0,1,0.0,,0.0,,10.6,,0.0,,563.6,,65.7,,0.0,,236.0,,5.1,,881.1,,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,B,MB,DO,30.0,1,0.0,,136.4,,0.0,,35.1,,969.0,,229.0,,36.4,,28.5,,81.3,,"1,515.6",,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,B,MB,DO,30.0,2,0.0,,0.3,,0.0,,0.0,,"1,705.2",,0.0,,0.0,,0.0,,0.0,,"1,705.4",,
,,,,Total,,30,,0.0,,136.6,,0.0,,35.1,,"2,674.1",,229.0,,36.4,,28.5,,81.3,,"3,221.0",,
CA,City of Turlock(BLAST and DART),9201,B,DR,PT,4.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.7,,0.0,,26.7,,
CA,City of Turlock(BLAST and DART),9201,B,MB,PT,5.0,1,0.0,,0.0,,0.0,,"1,019.7",,0.0,,0.0,,0.0,,0.0,,5.7,,"4,101.6",,
,,,,Total,,9,,0.0,,0.0,,0.0,,"4,078.8",,0.0,,0.0,,0.0,,26.7,,22.9,,"4,128.3",,
CA,City of Union City Transit Division(UCT),9161,B,DR,PT,4.0,1,0.0,,0.0,,0.0,,0.0,,29.9,,0.0,,0.0,,0.0,,0.0,,29.9,,
CA,City of Union City Transit Division(UCT),9161,B,MB,PT,11.0,1,0.0,,0.0,,0.0,,0.0,,40.8,,0.0,,7.6,,0.0,,0.0,,48.4,,
,,,,Total,,15,,0.0,,0.0,,0.0,,0.0,,70.7,,0.0,,7.6,,0.0,,0.0,,78.3,,
CA,"City of Vallejo Transportation Program(Vallejo Transit, Baylink)",9028,B,FB,PT,3.0,1,0.0,,"1,088.3",,0.0,,710.1,,451.6,,0.0,,0.0,,0.0,,136.3,,"2,386.3",,
CA,"City of Vallejo Transportation Program(Vallejo Transit, Baylink)",9028,B,MB,PT,45.0,1,0.0,,0.0,,0.0,,17.2,,0.0,,0.0,,0.0,,0.0,,0.0,,17.2,,
,,,,Total,,48,,0.0,,"1,088.3",,0.0,,727.3,,451.6,,0.0,,0.0,,0.0,,136.3,,"2,403.5",,
CA,City of Visalia - Visalia City Coach(VCC),9091,B,MB,PT,28.0,1,0.0,,42.9,,0.0,,95.8,,793.9,,0.0,,0.0,,0.0,,11.9,,"3,777.8",,
CA,County of Sacramento Municipal Services Agency Department of Transportation(SacDOT),9216,B,DR,PT,7.0,2,0.0,,0.0,,0.0,,0.0,,99.5,,0.0,,0.0,,0.0,,0.0,,597.2,,
CA,County of Sacramento Municipal Services Agency Department of Transportation(SacDOT),9216,B,MB,PT,7.0,2,0.0,,0.0,,0.0,,0.0,,214.5,,0.0,,0.0,,0.0,,0.0,,"1,286.8",,
,,,,Total,,14,,0.0,,0.0,,0.0,,0.0,,"1,884.0",,0.0,,0.0,,0.0,,0.0,,"1,884.0",,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,A,MB,DO,33.0,1,0.0,,0.0,,519.5,,"1,288.7",,77.0,,0.0,,"1,015.8",,"1,616.3",,0.0,,"4,517.3",,
CA,Foothill Transit,9146,B,MB,PT,256.0,1,0.0,,793.9,,928.8,,"2,270.5",,716.8,,418.7,,68.0,,"1,237.8",,171.2,,"6,605.8",,
CA,Fresno Area Express(FAX),9027,B,DR,PT,55.0,1,0.0,,0.0,,0.0,,0.0,,810.9,,0.0,,0.0,,0.0,,0.0,,810.9,,
CA,Fresno Area Express(FAX),9027,B,MB,DO,106.0,1,0.0,,0.0,,0.0,,25.8,,0.0,,224.2,,0.0,,0.0,,47.8,,297.8,,
,,,,Total,,161,,0.0,,0.0,,0.0,,25.8,,810.9,,224.2,,0.0,,0.0,,47.8,,"1,108.7",,
CA,Gold Coast Transit(GCT),9035,B,DR,PT,19.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,
CA,Gold Coast Transit(GCT),9035,B,MB,DO,39.0,1,0.0,,0.0,,48.7,,"1,271.0",,231.5,,18.5,,11.2,,103.1,,0.0,,"1,684.0",,
,,,,Total,,58,,0.0,,0.0,,48.7,,"1,271.0",,231.6,,18.5,,11.2,,103.1,,0.0,,"1,684.0",,
CA,Golden Empire Transit District(GET),9004,A,DR,DO,16.0,1,0.0,,0.0,,0.0,,0.0,,451.1,,0.0,,0.0,,0.0,,0.0,,451.1,,
CA,Golden Empire Transit District(GET),9004,A,MB,DO,68.0,1,0.0,,220.5,,26.4,,0.0,,111.6,,0.0,,0.0,,21.6,,"1,055.2",,"1,435.3",,
,,,,Total,,84,,0.0,,220.5,,26.4,,0.0,,562.7,,0.0,,0.0,,21.6,,"1,055.2",,"1,886.4",,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,FB,DO,5.0,1,0.0,,0.0,,621.6,,343.5,,"3,412.4",,0.0,,75.7,,155.5,,492.3,,"5,101.0",,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,MB,DO,164.0,1,0.0,,0.0,,36.3,,834.2,,936.7,,218.9,,"2,870.1",,428.1,,149.7,,"5,474.0",,
,,,,Total,,169,,0.0,,0.0,,657.9,,"1,177.6",,"4,349.1",,218.9,,"2,945.8",,583.6,,642.0,,"10,575.0",,
CA,Kings County Area Public Transit Agency(KART),9200,B,MB,PT,16.0,1,0.0,,"1,621.8",,0.0,,0.0,,"3,237.2",,0.0,,0.0,,0.0,,0.0,,"19,436.2",,
CA,LACMTA - Small Operators(LACMTA),9166,B,DR,PT,240.0,1,0.0,,0.0,,0.0,,0.0,,"1,528.4",,0.0,,0.0,,53.2,,293.8,,"1,875.4",,
CA,LACMTA - Small Operators(LACMTA),9166,B,DR,PT,240.0,2,0.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,0.0,,50.0,,
CA,LACMTA - Small Operators(LACMTA),9166,B,MB,PT,186.0,1,0.0,,0.0,,0.0,,39.2,,"1,452.8",,0.0,,0.0,,35.0,,51.0,,"1,578.0",,
,,,,Total,,426,,0.0,,0.0,,0.0,,39.2,,"3,031.2",,0.0,,0.0,,88.3,,344.8,,"3,503.4",,
CA,Laguna Beach Municipal Transit(CLB),9119,A,MB,DO,17.0,1,0.0,,0.0,,0.0,,596.4,,98.9,,0.0,,0.0,,1.9,,0.0,,697.2,,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,B,DR,PT,18.0,1,0.0,,0.0,,0.0,,0.0,,791.9,,0.0,,0.0,,0.0,,0.0,,791.9,,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,B,MB,PT,47.0,1,0.0,,52.7,,81.2,,"3,520.9",,56.2,,72.9,,0.0,,63.2,,0.0,,"3,847.1",,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,B,MB,PT,47.0,2,0.0,,665.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,665.2,,
,,,,Total,,65,,0.0,,717.9,,81.2,,"3,520.9",,848.1,,72.9,,0.0,,63.2,,0.0,,"5,304.3",,
CA,Long Beach Transit(LBT),9023,B,DR,PT,16.0,1,0.0,,0.0,,0.0,,0.0,,252.4,,0.0,,0.0,,0.0,,0.0,,252.4,,
CA,Long Beach Transit(LBT),9023,B,MB,DO,180.0,1,0.0,,0.0,,"1,427.2",,129.5,,"10,357.7",,107.7,,142.8,,656.4,,"1,452.4",,"14,273.6",,
,,,,Total,,196,,0.0,,0.0,,"1,427.2",,129.5,,"10,610.1",,107.7,,142.8,,656.4,,"1,452.4",,"14,526.0",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,HR,DO,70.0,1,"2,349.8",,"2,358.0",,0.0,,"3,846.7",,49.2,,0.0,,11.1,,"2,349.8",,0.0,,"10,964.6",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,LR,DO,102.0,1,606.8,,"1,796.5",,0.0,,"2,815.6",,147.3,,798.4,,0.0,,"4,338.5",,0.0,,"10,503.1",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,LR,DO,102.0,2,"214,094.6",,"33,588.3",,0.0,,0.0,,"8,078.5",,0.0,,"1,803.8",,0.0,,0.0,,"257,565.2",,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,MB,DO,"2,085.0",1,0.0,,29.7,,"2,875.2",,"43,253.3",,"112,559.0",,"5,340.0",,0.0,,"6,475.0",,0.0,,"170,532.2",,
