AK,Alaska Railroad Corporation(ARRC),0041,A,AR,DO,57.0,1,"5,034.1",,"1,077.1",,40.7,,87.9,,187.8,,149.3,,0.0,,776.2,,184.9,,"7,538.0",,
AK,Alaska Railroad Corporation(ARRC),0041,A,AR,DO,57.0,2,471.4,,0.0,,0.0,,0.0,,"1,090.8",,2.6,,0.0,,29.1,,41.5,,"1,635.4",,
,,,,Total,,57,,"5,505.4",,"1,077.1",,40.7,,87.9,,"1,278.6",,151.9,,0.0,,805.3,,226.4,,"9,173.4",,
AK,Fairbanks North Star Borough Transit(MACS),0045,A,MB,DO,8.0,1,0.0,,28.0,,0.0,,0.0,,"2,863.2",,21.1,,0.0,,0.0,,0.0,,"2,912.3",,
AK,Municipality of Anchorage - Public Transportation Department(People Mover),0012,B,DR,PT,37.0,1,0.0,,0.0,,0.0,,"3,184.5",,210.8,,0.0,,0.0,,0.0,,0.0,,"3,395.3",,
AK,Municipality of Anchorage - Public Transportation Department(People Mover),0012,B,MB,DO,46.0,1,0.0,,25.9,,0.0,,0.0,,"6,427.9",,0.0,,0.0,,558.3,,372.6,,"7,384.8",,
AK,Municipality of Anchorage - Public Transportation Department(People Mover),0012,B,VP,PT,0.0,2,0.0,,0.0,,0.0,,0.0,,248.7,,0.0,,0.0,,0.0,,0.0,,248.7,,
,,,,Total,,83,,0.0,,25.9,,0.0,,"3,184.5",,"6,887.4",,0.0,,0.0,,558.3,,372.6,,"11,028.7",,
AL, Lee-Russell Council of Governments(LRCOG),4073,A,DR,DO,10.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,105.0,,0.0,,"1,680.0",,
AL, Lee-Russell Council of Governments(LRCOG),4073,A,MB,DO,2.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,70.0,,0.0,,"1,120.0",,
,,,,Total,,12,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"2,799.9",,0.0,,"2,799.9",Q,
AL,Birmingham-Jefferson County Transit Authority(MAX),4042,A,DR,DO,26.0,1,0.0,,0.0,,0.0,,31.2,,0.0,,0.0,,0.0,,0.0,,0.0,,31.2,,
AL,Birmingham-Jefferson County Transit Authority(MAX),4042,A,MB,DO,71.0,1,0.0,,0.0,,0.0,,280.7,,0.0,,0.0,,88.8,,0.0,,240.4,,609.9,,
,,,,Total,,97,,0.0,,0.0,,0.0,,311.9,,0.0,,0.0,,88.8,,0.0,,240.4,,641.1,,
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,DR,DO,14.0,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,237.2,,0.0,,237.2,,
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,MB,DO,13.0,1,0.0,,0.0,,0.0,,0.0,,91.5,,0.0,,0.0,,246.9,,10.5,,348.9,,
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,MB,DO,13.0,2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"3,103.8",,"3,103.8",,
,,,,Total,,27,,0.0,,0.0,,0.0,,0.0,,91.5,,0.0,,0.0,,484.1,,"3,114.3",,"3,689.9",,
AL,Montgomery Area Transit System(MATS),4044,A,DR,DO,8.0,2,0.0,,0.0,,0.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,265.2,,
AL,Montgomery Area Transit System(MATS),4044,A,MB,DO,25.0,1,0.0,,398.1,,0.0,,0.0,,0.0,,114.0,,0.0,,341.0,,383.2,,"6,181.5",,
AL,Montgomery Area Transit System(MATS),4044,A,MB,DO,25.0,2,0.0,,0.0,,0.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,265.2,,
,,,,Total,,33,,0.0,,"1,990.4",,0.0,,0.0,,530.4,,570.2,,0.0,,"1,705.0",,"1,915.9",,"6,711.9",,
AL,Morgan County Area Transportation System(MCATS),4111,A,DR,DO,28.0,1,0.0,,0.0,,0.0,,0.0,,219.1,,0.0,,0.0,,0.0,,0.0,,"1,095.8",,
AL,Morgan County Area Transportation System(MCATS),4111,A,DR,DO,28.0,2,0.0,,0.0,,0.0,,0.0,,145.8,,0.0,,0.0,,0.0,,0.0,,728.8,,
,,,,Total,,28,,0.0,,0.0,,0.0,,0.0,,"1,824.6",,0.0,,0.0,,0.0,,0.0,,"1,824.6",,
AL,Northwest Alabama Council of Local Governments(NACOLG),4068,A,DR,DO,52.0,1,0.0,,0.0,,0.0,,0.0,,124.1,,0.0,,0.0,,0.0,,0.0,,248.3,,
AL,The Wave Transit System(WTS),4043,A,MB,DO,23.0,1,0.0,,16.8,,15.8,,4.8,,0.0,,0.0,,0.0,,24.3,,0.0,,61.7,,
AL,Tuscaloosa County Parking and Transit Authority(TMT),4045,A,MB,DO,6.0,1,0.0,,"1,508.7",,"2,083.5",,0.0,,208.5,,0.0,,0.0,,0.0,,0.0,,"3,800.7",,
AR,Central Arkansas Transit Authority(CATA),6033,A,DR,DO,17.0,1,0.0,,0.0,,0.0,,0.0,,22.5,,0.0,,0.0,,174.6,,0.0,,985.9,,
AR,Central Arkansas Transit Authority(CATA),6033,A,LR,DO,3.0,1,0.0,,0.0,,0.0,,61.7,,0.0,,0.0,,0.0,,0.5,,24.4,,433.4,,
AR,Central Arkansas Transit Authority(CATA),6033,A,MB,DO,46.0,1,0.0,,0.0,,13.0,,59.7,,"3,845.9",,0.0,,0.0,,77.7,,31.8,,"20,139.9",,
,,,,Total,,66,,0.0,,0.0,,64.8,,607.1,,"19,342.0",,0.0,,0.0,,"1,264.2",,281.1,,"21,559.2",,
AR,Fort Smith Transit(FST),6086,A,DR,DO,4.0,1,0.0,,0.0,Q,0.0,,3.0,,0.0,,0.0,,0.0,,12.1,,0.0,,90.2,,
