AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,DR,DO,4,"194,002",,"375,440",,"7,074",,27.4,,51.7,,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,MB,DO,14,"673,264",,"1,798,616",,"1,216,284",,0.6,,37.4,,
AZ,City of Glendale Transit,9034,B,DR,DO,14,"108,015",,"2,874,738",,"88,638",,1.2,,3.8,,
AZ,City of Glendale Transit,9034,B,DR,PT,2,0,,"86,429",,"4,855",,0.0,,0.0,,
AZ,City of Glendale Transit,9034,B,MB,DO,3,"28,701",,"1,088,741",,"103,864",,0.3,,2.6,,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,DR,DO,32,"78,650",,"3,944,315",,"166,231",,0.5,,2.0,,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,DR,PT,105,"608,980",,"17,852,170",,"391,420",,1.6,,3.4,,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,MB,PT,450,"30,290,455",,"143,078,210",,"52,588,089",,0.6,,21.2,,
AZ,City of Scottsdale - Scottsdale Trolley(COS),9131,B,MB,PT,13,0,,"2,179,385",,"297,587",,0.0,,0.0,,
AZ,City of Tempe Transportation Planning and Transit Division - dba Valley Metro(TIM - Tempe in Motion),9172,B,MB,PT,118,"3,278,179",,"34,153,612",,"7,330,181",,0.4,,9.6,,
AZ,City of Tucson(COT),9033,A,DR,DO,99,"448,451",,"13,406,814",,"450,487",,1.0,,3.3,,
AZ,City of Tucson(COT),9033,A,MB,DO,203,"9,356,143",,"46,062,170",,"18,407,317",,0.5,,20.3,,
AZ,Maricopa County Special Transportation Services(MCHSD),9132,A,DR,DO,35,0,,"3,355,500",,"87,134",,0.0,,0.0,,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,DR,DO,8,"34,997",,"875,993",,"22,604",,1.5,,4.0,,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,MB,DO,12,"507,919",,"4,828,464",,"992,860",,0.5,,10.5,,
AZ,Peoria Transit,9140,A,DR,DO,10,"39,566",,"1,239,982",,"40,122",,1.0,,3.2,,
AZ,"Phoenix - VPSI, Inc.",9169,D,VP,DO,398,"1,784,526",,"9,269,272",,"1,371,558",,1.3,,19.3,,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,DR,PT,56,"392,908",,"12,588,831",,"241,578",,1.6,,3.1,,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,MB,PT,148,"5,444,624",,"37,246,925",,"9,857,961",,0.6,,14.6,,
AZ,Surprise Dial-A-Ride Transit System,9137,A,DR,DO,7,"22,388",,"628,785",,"20,075",,1.1,,3.6,,
AZ,Yuma Metropolitan Planning Organization(YMPO),9192,B,DR,PT,11,"62,276",,"715,848",Q,"18,912",Q,3.3,Q,8.7,Q,
AZ,Yuma Metropolitan Planning Organization(YMPO),9192,B,MB,PT,9,"512,631",,"1,244,075",Q,"253,069",Q,2.0,Q,41.2,Q,
CA,Access Services Incorporated(ASI),9157,E,DR,PT,559,"3,939,255",,"78,233,040",,"2,561,346",,1.5,,5.0,,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,B,DR,PT,180,"1,950,775",,"26,136,202",,"662,063",,2.9,,7.5,,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,B,MB,DO,535,"50,327,706",,"283,791,098",,"65,194,287",,0.8,,17.7,,
CA,Altamont Commuter Express(ACE),9182,B,CR,PT,18,"4,349,494",,"11,500,835",,"805,232",,5.4,,37.8,,
CA,Anaheim Transportation Network(ATN),9211,B,MB,PT,35,"3,767,575",,"6,898,197",,"3,428,570",,1.1,,54.6,,
CA,Antelope Valley Transit Authority(AVTA),9121,B,DR,PT,11,"64,852",,"1,603,570",Q,"34,262",,1.9,,4.0,Q,
CA,Antelope Valley Transit Authority(AVTA),9121,B,MB,PT,57,"4,392,443",,"13,349,149",Q,"3,016,959",,1.5,,32.9,Q,
CA,Butte County Association of Governments(BCAG),9208,B,DR,PT,20,"221,455",,"2,238,686",,"108,987",,2.0,,9.9,,
CA,Butte County Association of Governments(BCAG),9208,B,MB,PT,25,"854,349",,"4,448,505",,"1,173,253",,0.7,,19.2,,
CA,Central Contra Costa Transit Authority(County Connection),9078,B,DR,PT,51,"485,489",,"4,924,832",,"166,887",,2.9,,9.9,,
CA,Central Contra Costa Transit Authority(County Connection),9078,B,MB,DO,106,"4,736,675",,"27,938,064",,"4,397,978",,1.1,,17.0,,
CA,Chula Vista Transit(CVT),9193,B,MB,PT,31,"1,660,821",,"7,037,390",,"3,411,300",,0.5,,23.6,,
CA,City of Alameda Ferry Services,9150,B,FB,PT,3,"2,730,373",,"5,525,996",,"603,683",,4.5,,49.4,,
CA,City of Arcadia Transit(Arcadia Transit),9044,B,DR,PT,16,"67,825",,"1,315,788",,"107,327",,0.6,,5.2,,
CA,City of Benicia(Benicia Breeze),9174,B,DR,PT,7,"14,694",,"427,352",,"6,094",,2.4,,3.4,,
CA,City of Benicia(Benicia Breeze),9174,B,MB,PT,7,"293,633",,"1,208,912",,"157,199",,1.9,,24.3,,
CA,City of Commerce Municipal Buslines(CBL),9043,A,DR,DO,5,0,,"461,308",,"7,762",,0.0,,0.0,,
CA,City of Commerce Municipal Buslines(CBL),9043,A,MB,DO,6,0,,"2,213,333",,"651,182",,0.0,,0.0,,
CA,City of Corona(CCTS),9052,B,DR,PT,9,"107,234",,"909,967",,"63,973",,1.7,,11.8,,
CA,City of Corona(CCTS),9052,B,MB,PT,5,"142,014",,"930,090",,"163,159",,0.9,,15.3,,
CA,City of Elk Grove(etran),9205,B,DR,PT,9,"64,395",,"1,443,604",,"26,998",,2.4,,4.5,,
CA,City of Elk Grove(etran),9205,B,MB,PT,43,"1,489,611",,"9,249,210",,"1,196,694",,1.2,,16.1,,
CA,City of Fairfield - Fairfield and Suisun Transit(FAST),9092,B,DR,PT,10,"101,334",,"1,583,008",,"31,156",,3.3,,6.4,,
CA,City of Fairfield - Fairfield and Suisun Transit(FAST),9092,B,MB,PT,36,"1,868,716",,"6,510,893",,"968,065",,1.9,,28.7,,
CA,City of Gardena Transportation Department(GMBL),9042,B,DR,PT,8,"15,388",,"797,981",,"32,167",,0.5,,1.9,,
CA,City of Gardena Transportation Department(GMBL),9042,B,MB,DO,41,"2,321,083",,"11,228,947",,"4,447,783",,0.5,,20.7,,
CA,City of Lodi - Transit Division(Grapeline),9175,B,DR,PT,16,"102,439",,"1,664,158",,"65,202",,1.6,,6.2,,
CA,City of Lodi - Transit Division(Grapeline),9175,B,MB,PT,9,"161,969",,"1,512,922",,"241,972",,0.7,,10.7,,
CA,City of Lompoc - Lompoc Transit(COLT),9149,B,DR,PT,3,"39,004",,"481,033",,"24,568",,1.6,,8.1,,
CA,City of Lompoc - Lompoc Transit(COLT),9149,B,MB,PT,10,"502,302",,"1,873,548",,"351,806",,1.4,,26.8,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,B,DR,PT,158,"695,596",,"15,719,645",,"1,001,808",,0.7,,4.4,,
CA,City of Los Angeles Department of Transportation(LADOT),9147,B,MB,PT,259,"8,029,926",,"54,932,220",,"29,890,361",,0.3,,14.6,,
CA,City of Petaluma(Petaluma Transit),9213,B,DR,PT,6,"44,130",,"623,287",,"21,126",,2.1,,7.1,,
CA,City of Petaluma(Petaluma Transit),9213,B,MB,PT,6,"126,363",,"1,534,447",,"159,738",,0.8,,8.2,,
CA,City of Porterville(C.O.L.T.),9198,B,DR,PT,3,"27,011",,"543,063",,"22,682",,1.2,,5.0,,
CA,City of Porterville(C.O.L.T.),9198,B,MB,PT,6,"284,857",,"1,112,201",,"492,699",,0.6,,25.6,,
CA,City of Redondo Beach - Beach Cities Transit(BCT),9214,B,DR,PT,7,"13,963",,"457,677",,"14,422",,1.0,,3.1,,
CA,City of Redondo Beach - Beach Cities Transit(BCT),9214,B,MB,PT,11,"264,870",,"1,993,740",,"351,279",,0.8,,13.3,,
CA,City of Riverside Special Transportation(City of Riverside),9086,A,DR,DO,21,"312,608",,"2,729,700",,"147,767",,2.1,,11.5,,
CA,City of San Luis Obispo(SLO Transit),9156,B,MB,PT,12,"516,397",,"3,380,541",,"1,003,695",,0.5,,15.3,,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,B,DR,PT,11,"76,735",,"999,696",,"48,049",,1.6,,7.7,,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,B,MB,DO,30,"1,602,176",,"9,419,418",,"2,832,197",,0.6,,17.0,,
CA,City of Turlock(BLAST and DART),9201,B,DR,PT,4,"58,029",,"404,485",,"15,801",,3.7,,14.3,,
CA,City of Turlock(BLAST and DART),9201,B,MB,PT,5,"123,983",,"667,682",,"114,865",,1.1,,18.6,,
CA,City of Union City Transit Division(UCT),9161,B,DR,PT,4,"35,105",,"569,254",,"16,818",,2.1,,6.2,,
CA,City of Union City Transit Division(UCT),9161,B,MB,PT,11,"349,408",,"2,638,182",,"438,017",,0.8,,13.2,,
CA,"City of Vallejo Transportation Program(Vallejo Transit, Baylink)",9028,B,DR,PT,10,"242,982",,"1,275,403",,"33,552",,7.2,,19.1,,
CA,"City of Vallejo Transportation Program(Vallejo Transit, Baylink)",9028,B,FB,PT,3,"7,666,046",,"11,408,116",,"734,684",,10.4,,67.2,,
CA,"City of Vallejo Transportation Program(Vallejo Transit, Baylink)",9028,B,MB,PT,45,"2,974,381",,"10,865,582",,"1,680,296",,1.8,,27.4,,
CA,City of Visalia - Visalia City Coach(VCC),9091,B,DR,PT,7,"91,974",,"692,321",,"33,932",,2.7,,13.3,,
CA,City of Visalia - Visalia City Coach(VCC),9091,B,MB,PT,28,"827,764",,"6,230,888",,"1,485,819",,0.6,,13.3,,
CA,County of Sacramento Municipal Services Agency Department of Transportation(SacDOT),9216,B,DR,PT,7,"58,665",,"522,240",,"27,499",,2.1,,11.2,,
CA,County of Sacramento Municipal Services Agency Department of Transportation(SacDOT),9216,B,MB,PT,7,"93,420",,"1,125,202",,"73,020",,1.3,,8.3,,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,A,MB,DO,33,"2,881,323",,"15,030,464",,"6,055,246",,0.5,,19.2,,
CA,Foothill Transit,9146,B,MB,PT,256,"16,503,879",,"68,965,927",,"14,561,590",,1.1,,23.9,,
CA,Fresno Area Express(FAX),9027,B,DR,PT,55,"145,253",,"5,652,481",,"222,428",,0.7,,2.6,,
CA,Fresno Area Express(FAX),9027,B,MB,DO,106,"8,850,097",,"36,717,970",,"16,925,826",,0.5,,24.1,,
CA,Gold Coast Transit(GCT),9035,B,DR,PT,19,"162,457",,"1,820,446",,"79,686",,2.0,,8.9,,
CA,Gold Coast Transit(GCT),9035,B,MB,DO,39,"2,681,149",,"12,623,472",,"3,495,875",,0.8,,21.2,,
CA,Golden Empire Transit District(GET),9004,A,DR,DO,16,"97,002",,"1,181,222",,"60,827",,1.6,,8.2,,
CA,Golden Empire Transit District(GET),9004,A,MB,DO,68,"4,413,165",,"19,493,075",,"6,968,593",,0.6,,22.6,,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,DR,PT,40,"274,465",,"4,367,978",,"107,861",,2.5,,6.3,,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,FB,DO,5,"9,863,284",,"21,851,125",,"1,979,843",,5.0,,45.1,,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,MB,DO,164,"11,602,365",,"61,442,738",,"7,373,405",,1.6,,18.9,,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,MB,PT,6,"344,321",,"508,269",,"48,016",,7.2,,67.7,,
CA,Imperial Valley Transit(IVT),9212,B,DR,PT,5,"72,860",,"726,873",,"36,408",,2.0,,10.0,,
CA,Imperial Valley Transit(IVT),9212,B,MB,PT,14,"406,619",,"3,399,562",,"478,120",,0.9,,12.0,,
CA,Kings County Area Public Transit Agency(KART),9200,B,DR,PT,8,"44,910",,"1,027,395",,"43,305",,1.0,,4.4,,
CA,Kings County Area Public Transit Agency(KART),9200,B,MB,PT,16,"507,167",,"2,777,742",,"793,972",,0.6,,18.3,,
CA,Kings County Area Public Transit Agency(KART),9200,B,VP,DO,172,"2,973,385",,"1,967,414",Q,"544,239",,5.5,,151.1,Q,
CA,LACMTA - Small Operators(LACMTA),9166,B,DR,PT,240,"750,104",,"24,181,776",,"1,245,443",,0.6,,3.1,,
CA,LACMTA - Small Operators(LACMTA),9166,B,MB,PT,186,"3,076,074",,"29,538,117",,"10,421,080",,0.3,,10.4,,
CA,Laguna Beach Municipal Transit(CLB),9119,A,MB,DO,17,"156,608",,"1,871,024",,"477,823",,0.3,,8.4,,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,B,DR,PT,18,"194,483",,"2,131,360",,"66,704",,2.9,,9.1,,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,B,MB,PT,47,"2,245,507",,"12,336,377",,"2,234,210",,1.0,,18.2,,
CA,Long Beach Transit(LBT),9023,B,DR,PT,16,"76,846",,"1,215,798",,"56,941",,1.3,,6.3,,
CA,Long Beach Transit(LBT),9023,B,MB,DO,180,"14,621,626",,"68,311,348",,"28,228,397",,0.5,,21.4,,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,HR,DO,70,"31,842,636",,"95,929,496",,"43,584,566",,0.7,,33.2,,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,LR,DO,102,"29,689,759",,"153,266,912",,"43,122,565",,0.7,,19.4,,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,MB,DO,2085,"267,093,459",,"882,288,123",,"374,023,861",,0.7,,30.3,,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,MB,PT,149,"8,333,754",,"34,133,283",,"13,496,512",,0.6,,24.4,,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,VP,PT,615,"6,358,249",,"5,463,900",,"1,804,235",,3.5,,116.4,,
CA,Merced County Transit(The Bus),9173,B,DR,PT,16,"444,051",,"3,397,257",,"138,896",,3.2,,13.1,,
CA,Merced County Transit(The Bus),9173,B,MB,PT,26,"721,584",,"5,542,893",,"1,275,610",,0.6,,13.0,,
CA,Modesto Area Express(MAX),9007,B,DR,PT,11,"197,762",,"2,338,362",,"108,255",,1.8,,8.5,,
CA,Modesto Area Express(MAX),9007,B,MB,PT,39,"2,280,762",,"10,648,998",,"3,699,846",,0.6,,21.4,,
CA,Montebello Bus Lines(MBL),9041,B,DR,PT,10,"16,310",,"278,111",,"33,762",,0.5,,5.9,,
CA,Montebello Bus Lines(MBL),9041,B,MB,DO,56,"5,584,797",,"25,167,849",,"9,714,764",,0.6,,22.2,,
CA,Montebello Bus Lines(MBL),9041,B,MB,PT,5,"77,183",,"334,476",,"102,911",,0.7,,23.1,,
CA,Monterey-Salinas Transit(MST),9062,B,DR,PT,22,"220,918",,"1,883,246",,"88,027",Q,2.5,Q,11.7,,
CA,Monterey-Salinas Transit(MST),9062,B,MB,DO,56,"6,009,172",,"20,217,733",,"4,211,758",Q,1.4,Q,29.7,,
CA,Monterey-Salinas Transit(MST),9062,B,MB,PT,19,"514,829",,"2,270,750",,"443,818",Q,1.2,Q,22.7,,
CA,Napa County Transportation Planning Agency(NCTPA),9088,B,DR,PT,14,"93,725",,"1,336,113",,"39,932",,2.3,,7.0,,
CA,Napa County Transportation Planning Agency(NCTPA),9088,B,MB,PT,26,"920,468",,"4,481,210",,"760,419",Q,1.2,Q,20.5,,
CA,North County Transit District(NCTD),9030,B,CR,PT,26,"6,997,396",,"17,823,532",,"1,686,015",,4.2,,39.3,,
CA,North County Transit District(NCTD),9030,B,DR,PT,39,"459,443",,"4,511,804",,"188,979",,2.4,,10.2,,
CA,North County Transit District(NCTD),9030,B,LR,PT,4,"668,047",,"7,219,770",,"717,960",,0.9,,9.3,,
CA,North County Transit District(NCTD),9030,B,MB,DO,138,"9,278,013",,"47,241,588",,"9,744,558",,1.0,,19.6,,
CA,Norwalk Transit System(NTS),9022,B,DR,DO,12,"4,546",,"1,567,663",,"72,670",,0.1,,0.3,,
CA,Norwalk Transit System(NTS),9022,B,DR,PT,2,"2,088",,"55,051",,"3,171",,0.7,,3.8,,
CA,Norwalk Transit System(NTS),9022,B,MB,DO,28,"1,144,128",,"10,939,801",,"2,730,431",,0.4,,10.5,,
CA,Omnitrans(OMNI),9029,B,DR,PT,90,"1,272,807",,"10,903,417",,"448,530",,2.8,,11.7,,
CA,Omnitrans(OMNI),9029,B,MB,DO,139,"12,238,729",,"56,392,881",,"14,377,971",,0.9,,21.7,,
CA,Orange County Transportation Authority(OCTA),9036,B,DR,PT,330,"4,577,827",,"35,346,236",,"1,416,657",,3.2,,13.0,,
CA,Orange County Transportation Authority(OCTA),9036,B,MB,DO,477,"45,553,383",,"210,604,214",,"63,985,278",,0.7,,21.6,,
CA,Orange County Transportation Authority(OCTA),9036,B,MB,PT,64,"935,673",,"6,939,099",,"1,218,333",,0.8,,13.5,,
CA,Orange County Transportation Authority(OCTA),9036,B,VP,PT,205,"1,719,023",,"1,732,289",,"411,046",,4.2,,99.2,,
CA,Peninsula Corridor Joint Powers Board(PCJPB),9134,B,CR,PT,96,"38,398,608",,"83,918,546",,"10,914,621",,3.5,,45.8,,
CA,Peninsula Corridor Joint Powers Board(PCJPB),9134,B,MB,PT,37,"1,120,732",,"4,023,894",,"1,426,469",,0.8,,27.9,,
CA,Placer County Department of Public Works(PCDPW),9196,B,DR,PT,6,"19,101",,"645,020",,"22,675",,0.8,,3.0,,
CA,Placer County Department of Public Works(PCDPW),9196,B,MB,DO,18,"663,603",,"5,702,156",,"753,680",,0.9,,11.6,,
CA,Placer County Department of Public Works(PCDPW),9196,B,MB,PT,4,"271,597",,"788,233",,"64,358",,4.2,,34.5,,
CA,Placer County Department of Public Works(PCDPW),9196,B,VP,PT,10,"78,611",,"224,928",,"33,049",,2.4,,34.9,,
CA,Redding Area Bus Authority(RABA),9093,B,DR,PT,16,"237,682",,"1,695,530",,"80,284",,3.0,,14.0,,
CA,Redding Area Bus Authority(RABA),9093,B,MB,PT,12,"607,650",,"3,151,759",,"712,143",,0.9,,19.3,,
CA,Riverside Transit Agency(RTA),9031,B,DR,PT,94,"810,111",,"8,278,322",,"302,102",,2.7,,9.8,,
CA,Riverside Transit Agency(RTA),9031,B,MB,DO,85,"6,170,337",,"32,290,694",,"5,988,797",,1.0,,19.1,,
CA,Riverside Transit Agency(RTA),9031,B,MB,PT,57,"1,308,220",,"8,692,160",,"1,112,783",,1.2,,15.1,,
CA,Roseville Transit,9168,B,DR,PT,6,"119,506",,"1,097,883",,"34,717",,3.4,,10.9,,
CA,Roseville Transit,9168,B,MB,PT,15,"620,843",,"3,342,891",,"371,322",,1.7,,18.6,,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,DR,PT,108,"1,103,311",,"12,752,456",,"330,616",,3.3,,8.7,,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,LR,DO,56,"14,032,316",,"51,829,516",,"15,484,670",,0.9,,27.1,,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,MB,DO,195,"15,833,494",,"86,858,529",,"17,465,817",,0.9,,18.2,,
CA,San Diego Association of Governments(SANDAG),9095,B,VP,PT,596,"7,468,639",,"10,326,896",,"1,881,670",,4.0,,72.3,,
CA,San Diego Metropolitan Transit System(MTS),9026,B,DR,PT,99,"1,754,338",,"9,332,837",,"589,753",,3.0,,18.8,,
CA,San Diego Metropolitan Transit System(MTS),9026,B,LR,DO,93,"31,120,170",,"55,949,227",,"37,620,944",,0.8,,55.6,,
CA,San Diego Metropolitan Transit System(MTS),9026,B,MB,DO,199,"23,680,180",,"80,031,464",,"28,094,257",,0.8,,29.6,,
CA,San Diego Metropolitan Transit System(MTS),9026,B,MB,PT,214,"19,383,938",,"49,560,094",,"20,870,530",,0.9,,39.1,,
CA,San Francisco Bay Area Rapid Transit District(BART),9003,A,HR,DO,540,"308,852,291",,"478,986,881",,"115,227,684",,2.7,,64.5,,
CA,San Francisco Municipal Railway(MUNI),9015,B,CC,DO,27,"24,248,137",,"51,337,023",,"7,425,205",,3.3,,47.2,,
CA,San Francisco Municipal Railway(MUNI),9015,B,DR,PT,1574,"1,644,745",,"19,430,797",,"1,167,955",,1.4,,8.5,,
CA,San Francisco Municipal Railway(MUNI),9015,B,LR,DO,139,"26,306,334",,"142,510,861",,"50,312,720",,0.5,,18.5,,
CA,San Francisco Municipal Railway(MUNI),9015,B,MB,DO,378,"56,915,526",,"235,329,004",,"89,913,251",,0.6,,24.2,,
CA,San Francisco Municipal Railway(MUNI),9015,B,TB,DO,243,"42,416,811",,"135,507,057",,"72,394,327",,0.6,,31.3,,
CA,San Joaquin Regional Transit District(RTD),9012,B,DR,DO,22,"161,935",,"4,724,353",,"92,417",,1.8,,3.4,,
CA,San Joaquin Regional Transit District(RTD),9012,B,DR,PT,2,"10,973",,"133,573",,"6,343",,1.7,,8.2,,
CA,San Joaquin Regional Transit District(RTD),9012,B,MB,DO,92,"4,591,642",,"29,861,967",,"4,671,344",,1.0,,15.4,,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,B,DR,PT,9,"79,503",,"1,094,147",,"29,839",,2.7,,7.3,,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,B,MB,PT,15,"524,221",,"3,309,425",,"452,946",,1.2,,15.8,,
CA,San Mateo County Transit District(SamTrans),9009,B,DR,PT,82,"424,035",,"13,392,164",,"323,975",,1.3,,3.2,,
CA,San Mateo County Transit District(SamTrans),9009,B,MB,DO,214,"12,371,472",,"78,854,470",,"12,063,337",,1.0,,15.7,,
CA,San Mateo County Transit District(SamTrans),9009,B,MB,PT,63,"5,422,928",,"18,190,527",,"3,143,323",,1.7,,29.8,,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,B,DR,PT,17,"97,460",,"535,273",,"50,970",,1.9,,18.2,,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,B,MB,DO,84,"7,336,528",,"19,554,082",,"8,104,611",,0.9,,37.5,,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,B,MB,PT,7,"603,452",,"781,117",,"128,394",,4.7,,77.3,,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,DR,PT,212,"2,867,398",,"32,995,643",,"1,055,426",,2.7,,8.7,,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,LR,DO,54,"8,597,620",,"55,544,365",,"10,451,136",,0.8,,15.5,,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,MB,DO,349,"27,232,556",,"199,074,243",,"33,103,913",,0.8,,13.7,,
CA,Santa Clara Valley Transportation Authority(VTA),9013,B,MB,PT,11,0,,"1,346,892",,"284,310",,0.0,,0.0,,
CA,Santa Clarita Transit(SCT),9171,B,DR,PT,14,"33,654",,"3,195,065",,"69,633",,0.5,,1.1,,
CA,Santa Clarita Transit(SCT),9171,B,MB,PT,63,"3,382,038",,"15,499,016",,"3,751,666",,0.9,,21.8,,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,A,DR,DO,28,"229,769",,"3,593,248",,"87,726",,2.6,,6.4,,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,A,MB,DO,82,"7,556,173",,"30,618,539",,"5,793,118",,1.3,,24.7,,
CA,Santa Maria Area Transit(SMAT),9087,B,DR,PT,6,"10,297",,"510,930",,"21,979",,0.5,,2.0,,
