Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,"299,418","352,467","480,779","608,843","619,075","950,397","1,335,958","1,626,433","1,682,823","1,714,516","1,685,751","1,632,812","1,661,625","1,750,684","1,831,398","1,892,683","1,139,834","1,145,480"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,DO,"177,851","186,140","182,816","437,495","296,908","467,183","482,426","429,520","436,688","447,141","374,298","367,276","403,590","398,580","374,327",,,"413,253"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"56,717,103","57,359,460","57,638,845","56,205,377","56,748,365","63,843,338","68,792,405","64,400,794","69,780,268","73,287,151","72,257,156","70,380,463","71,009,626","75,472,721","71,568,673","80,201,099","86,357,678","96,203,649"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,"632,147","632,047","603,670","601,499","718,306","405,518",,,,,,,,,0,0,"830,138","887,474"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,DO,"20,908,736","23,408,613","22,644,447","22,610,200","23,280,724","22,994,349","23,732,064","25,545,861","25,659,786","25,561,560","24,746,728","23,387,683","23,679,298","22,777,516","23,039,735","22,212,839","23,278,494","21,187,503"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"1,354,019","1,753,986","2,161,532","2,100,713","1,839,976","1,873,087","2,047,084","1,987,505","2,008,235","2,019,776","1,936,350","1,749,238","1,793,748","1,688,996","1,795,611","1,966,935","2,322,012","3,138,787"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,DO,"224,836","253,612","273,497","279,737","291,545","289,274","268,894","275,330","256,744","259,370","263,196","273,496","288,434","274,634","273,581","276,408","275,130","277,528"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,PT,"60,536","72,600","93,391","116,441","150,789","164,067","168,261","160,082","178,409","171,550","168,014","161,845","166,069","182,335","189,626","217,573","231,580","238,988"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",MB,DO,"7,272,314","7,040,072","7,510,779","7,485,275","7,467,089","7,831,964","8,171,745","7,944,416","8,099,072","8,512,225","8,370,460","7,522,394","7,504,713","7,740,360","7,688,002","8,408,678","9,436,662","11,110,476"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",VP,DO,"44,004","62,127","73,108","86,834","73,641","77,112","89,167","87,668","68,559","66,620","85,500","88,263","102,426","101,971","129,548","163,826","166,996","224,264"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"168,550","184,450","173,685","172,917","166,835","161,281","137,848","151,506","127,755","120,904","132,334","150,876","161,544","165,987","152,855","118,326","120,459","125,500"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,"195,778","186,564","254,696","305,286","363,391","240,525","200,524","342,600","314,885","341,166","263,718","274,630","268,288","262,691","262,766","287,284","302,724","326,186"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"9,207,935","9,417,617","9,508,146","11,810,763","11,472,818","11,901,316","13,192,726","13,007,411","13,531,889","13,556,966","13,483,704","12,978,585","13,265,299","13,992,713","12,245,514","12,409,416","13,307,473","14,985,277"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,"412,000","520,150","496,914","267,168",,,,,,,,,,,0,0,0,0
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"79,250","158,176","219,750","268,250","267,767","315,750","396,500","429,750","483,500","577,500","631,750","594,750","636,744","690,500","734,430","815,139","788,868","851,991"
2008,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"40,291","40,969","40,948","42,030","37,189","41,196","51,330","50,132","55,800","60,106","57,399","53,726","81,471","89,695","91,366","95,169","103,302","111,674"
2008,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"1,775,577","1,839,419","1,910,627","2,009,267","1,735,118","1,598,187","1,459,291","1,462,340","1,381,854","1,493,189","1,559,394","1,513,054","1,924,034","1,927,339","1,957,478","2,112,866","2,228,193","2,517,200"
2008,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",DR,PT,"61,531","61,531","74,006","89,752","100,295","76,188","86,365","81,771","71,646","66,716","72,228","58,852","73,302","76,546","80,963","74,314","82,831","102,529"
2008,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",MB,DO,"1,384,526","1,551,488","1,561,389","1,384,032","1,149,595","1,031,727","870,632","925,007","935,600","1,212,384","1,283,544","1,090,335","1,026,056","1,028,870","1,083,488","1,176,616","1,279,642","1,455,104"
2008,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",VP,DO,,,,,,,,,,,,"17,050","22,560","30,720","53,837","54,562","71,705","97,900"
2008,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",DR,PT,"43,569","81,889","79,239","89,943","94,282","101,898","102,850","102,829","96,303","101,437","110,168","110,358","116,197","121,171","114,614","133,033","140,930","155,440"
2008,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",MB,DO,"6,494,519","6,443,222","6,643,940","6,691,374","7,056,425","7,561,087","7,776,330","7,635,934","7,998,370","8,076,448","8,623,622","8,582,138","8,190,436","8,207,818","8,348,879","9,309,522","9,757,984","11,407,709"
2008,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",VP,PT,,,,,,,,,,,,,,,"3,328","14,452","14,544","24,561"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,"10,871","40,667","83,082","96,536","76,092",,,,,,,,,
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",DR,PT,"436,432","410,746","418,660","498,117","530,310","553,874","613,814","649,989","680,399","735,850","781,854","845,594","918,967","958,230","1,026,162","1,050,146","1,084,136","1,122,041"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",LR,DO,"6,981,929","7,702,542","7,770,651","8,482,255","7,779,507","10,047,947","10,432,414","11,846,048","22,723,534","24,362,806","24,976,610","28,253,547","31,149,038","31,516,208","34,755,147","34,591,510","36,123,810","38,931,646"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",MB,DO,"51,180,048","53,259,498","52,421,883","54,718,034","56,154,658","60,696,022","60,260,035","67,072,805","58,926,058","61,818,756","65,427,872","71,120,321","66,434,912","65,938,456","68,764,832","65,933,541","63,430,058","64,114,973"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",MB,PT,"66,040","56,867","62,756","74,630","62,316",,,,,,,,,,,,,
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",DR,DO,"7,567","9,315","12,390","18,803","20,219","23,186","24,708","25,223","27,031","25,949","28,784","31,062","33,911","35,614","34,561","35,479","36,637","45,327"
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",DR,PT,,,,,,,,,,,,,822,"2,851","3,401","2,832","2,388","1,921"
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",MB,DO,"801,194","773,782","847,002","1,051,002","1,319,983","1,193,164","1,175,543","1,148,227","1,094,641","1,069,068","1,107,392","1,128,674","1,114,896","990,625","960,341","928,729","934,624","1,052,886"
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",MB,PT,,,,,,,,,,,,,"41,765","82,511","110,367","123,710","125,706","192,351"
2008,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",DR,PT,"51,759","52,052","59,248","67,651","64,013","74,201","89,176","158,415","173,475","172,972","180,663","192,883","196,021","190,875","183,590","180,656","180,451","185,977"
2008,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",MB,DO,"3,166,303","3,050,659","3,058,469","3,029,483","3,019,765","3,052,690","3,156,596","3,220,524","3,316,060","3,356,982","3,339,940","3,120,567","3,339,451","3,536,059","3,975,074","3,948,228","3,989,137","4,220,677"
2008,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",VP,PT,,,,,,"37,191","44,625","42,143","48,122","61,050","73,298","68,588","83,579","88,075","90,560",0,0,0
1992,0015,Snohomish County Transportation Authority,Lynnwood,WA,"Seattle, WA",18,588,"1,744,086",MB,DO,,0,,,,,,,,,,,,,,,,
1992,0015,Snohomish County Transportation Authority,Lynnwood,WA,"Seattle, WA",18,588,"1,744,086",MB,PT,0,,,,,,,,,,,,,,,,,
2008,0016,Community Urban Bus Service,Longview,WA,"Longview, WA-OR",378,27,"60,443",DR,PT,"11,095","13,899","21,434","26,016",,,"36,979","38,312","38,720","36,930","39,193","41,444","41,127","42,282","43,033","46,044","44,174","46,895"
2008,0016,Community Urban Bus Service,Longview,WA,"Longview, WA-OR",378,27,"60,443",MB,DO,"342,565","342,602","351,841","369,105",,,"406,677","380,876","379,304","268,277","275,842","330,607","325,565","336,517","322,273","330,403","341,028","361,256"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",DR,DO,"111,322","100,332","141,300","142,544","160,114","157,304","191,350","198,072","198,186","198,084","278,519","293,573","318,690",,"374,419","418,704","427,330","434,894"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",DR,PT,"9,059","14,966","13,595","18,570","25,740","26,830","101,705","132,378","132,486","132,371","95,400","101,499","129,554",,"201,996","161,824","204,356","234,097"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",MB,DO,"2,608,090","2,439,729","2,974,228","2,969,452","3,272,813","3,647,220","3,832,365","3,806,833","3,806,811","3,806,811","2,855,209","2,747,574","2,832,341",,"3,066,920","3,146,208","3,286,960","3,084,422"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",MB,PT,"2,353","8,391","8,200","36,494","63,719","73,932",,,,,,,,,,,,
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",VP,DO,"236,507","229,728","315,853","352,768","466,650","564,224","550,545","508,160","508,002","508,215","539,580","528,384","507,518",,"733,445","695,500","859,028","1,140,777"
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",DR,DO,"41,741","82,836","107,250","145,051","159,564","158,404","166,374","161,646","148,474","113,816","116,978","113,323","109,587","113,281","117,621","135,704","134,948","133,847"
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",DR,PT,"36,580",,,,,,,,,,,,,,,,,
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",MB,DO,"3,055,487","3,513,970","3,238,111","4,002,683","3,764,719","3,445,877","3,704,308","3,376,800","3,376,669","2,782,800","2,508,952","2,416,856","2,586,011","2,755,305","2,869,758","3,264,358","3,638,433","4,318,859"
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",MB,PT,"2,830",,,,,,,,,,,,,,,,,
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",VP,DO,"43,426","93,270","94,860","108,864","139,608","120,204","137,504","160,584","189,274","230,100","252,720","254,996","263,924","298,684","381,958","467,104","532,644","688,966"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",DR,DO,,0,,,"172,337","237,843","284,173","277,403","291,760","200,357","268,990","324,956","413,326","463,067","443,271","435,624","438,843","428,557"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",DR,PT,"323,835","316,094","239,110","234,254","70,056","21,050",,,,,,,,,,,,
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",FB,PT,,"2,011","94,745","402,976","484,996","465,327","479,741","448,361","468,589","267,680","284,699","329,169","338,520","388,712","453,600","453,462","465,806","523,733"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",MB,DO,"2,781,381","2,865,755","2,777,350","3,214,184","3,796,916","4,329,485","4,448,993","4,332,639","4,572,658","3,270,802","3,470,802","3,854,406","4,078,056","4,086,731","4,127,338","3,913,840","3,875,175","4,110,470"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",OR,PT,0,,,,,,,,,,,,,,,,,
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",VP,DO,"92,424","117,716","119,258","185,599","203,264","373,803","282,898","282,014","285,310","127,530","132,226","179,976","219,363","232,422","289,877","303,981","300,035","312,804"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",DR,DO,,,,"127,024","134,197","145,044","159,060","157,081","166,230","157,699","154,285","149,930","144,870","184,142","155,438","159,984","168,476","181,865"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",DR,PT,"124,860","122,672","109,994","2,156","3,278","3,299","3,077","3,652","3,805","2,245","2,108","2,805","2,643","2,630","2,411","2,227","2,476","2,276"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",MB,DO,"2,151,821","2,135,032","1,987,360","2,549,998","2,447,341","2,740,785","2,822,461","2,777,406","2,897,976","2,918,916","2,916,689","3,032,042","3,025,646","3,370,289","3,382,349","3,493,303","3,918,969","4,945,912"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",VP,PT,,,,,0,,,,,,,,,,,,,
2008,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",DR,DO,"15,332","13,584","15,780","21,072","19,440","20,072","22,732","30,482","28,603","31,178","41,612","45,904","51,026","48,141","42,984","41,401","76,694","115,731"
2008,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",MB,DO,"173,533","182,993","207,251","206,700","292,164","305,766","344,268","363,162","412,043","403,616","391,308","404,064","438,718","442,117","431,111","413,560","409,200","401,900"
2008,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",MB,PT,,,,,,,,,,,,,,,,,,0
2008,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MO,PT,,,"2,118,988","2,119,317","2,290,934","2,537,633","2,537,826","2,659,599","2,429,568","2,463,597","2,524,826","2,048,793","2,102,333","764,893","1,506,240","239,726","1,589,065","1,559,792"
2008,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",OR,DO,"2,222,567","2,181,050",,,,,,,,,,,,,,,,
2008,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",OR,PT,0,,,,,,,,,,,,,,,,,
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,,,,,"92,697","162,130","175,029","180,867","199,524","200,088","196,478","211,818","230,409","245,684"
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",DR,PT,"78,641","75,915","84,850","99,052","115,841","142,495","172,531","189,074","95,572",,,,,,,,,
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",MB,DO,"3,348,586","3,637,600","4,255,417","4,806,285","5,153,190","5,985,456","6,658,550","7,208,587","7,750,095","6,564,961","5,954,946","6,215,424","6,669,074","6,804,572","5,614,951","5,436,022","5,506,506","6,984,933"
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",MB,PT,"297,330",,,,,,,,,,,,,,,,,
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",VP,DO,"21,281","12,471","20,503","18,712","16,913","18,458","32,886","49,352","68,096","66,555","51,255","35,911","36,442","26,318",988,,,
2008,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",DR,PT,,,,,,,,,,"50,941","54,448","62,262","219,349","230,779","234,911","293,028","341,171","430,040"
2008,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",MB,DO,"2,737,656","2,974,243","3,129,967","3,165,049","2,988,284","3,050,823","3,507,778","3,907,665","4,039,224","4,155,557","4,421,718","4,767,016","5,154,999","5,350,584","5,412,915","5,551,542","5,215,357","5,047,275"
2008,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",VP,PT,,,,,,,,,,,,,,,"5,779","22,358","25,163","23,444"
2008,0028,Pierce County Ferry Operations,University Place,WA,"Seattle, WA",14,954,"2,712,205",FB,DO,"115,175","125,647",,,,,,,,,,,,,,,,
2008,0028,Pierce County Ferry Operations,University Place,WA,"Seattle, WA",14,954,"2,712,205",FB,PT,,,"134,332","140,837","159,867","161,354","178,320","172,890","176,755","190,174","191,597","191,233","197,979","204,432","212,541","211,996","196,094","192,511"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"212,263","214,568"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"2,865,184","2,941,872","3,140,750","3,267,409","3,922,000","4,515,698","5,361,819","5,536,669","5,863,198","4,723,037","5,603,734","6,123,408","5,588,674","6,217,239","6,609,503","7,205,180","8,028,472","8,864,677"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,"1,834,165","1,798,767","1,876,373","1,989,473","2,003,140","2,140,931","2,153,209","2,187,440","2,610,533","2,689,969","2,608,689","2,677,559","2,913,598","1,610,282","1,760,378","1,894,227","1,984,681"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"123,674","169,167","230,253","206,450",,"378,426","562,123","647,316","658,108","729,810","776,934","652,005","594,713","581,470","647,506","712,485","740,451","854,850"
2006,0033,Senior Services of Snohomish County,Mukilteo,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"91,863","103,481","120,079","138,785","143,410","146,090","158,840","178,512","184,267","163,300","162,035","169,494","175,856","198,341","208,899","211,108",,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",DR,DO,,,,,,,,,,,,"5,628",0,"10,610",,,,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",DR,PT,,,"3,014","4,816","31,903","62,540","48,195","78,030","78,131","77,112","61,479","69,300","86,001",0,"132,993","92,335","52,170","51,922"
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",MB,DO,"1,350,912","727,023","699,312","848,724","935,791","951,621","493,881","593,640","593,640","574,812","787,729","847,919","987,872","1,145,460","1,182,925","1,316,379","948,690","974,188"
2008,0035,Washington State Ferries,Seattle,WA,"Seattle, WA",14,954,"2,712,205",FB,DO,"12,494,484","13,211,974","13,008,044","13,099,580","13,354,393","13,858,740","13,968,253","14,700,724","15,117,680","15,197,994","15,140,278","14,489,277","24,543,754","24,408,361","23,880,997","23,788,391","24,051,761","23,318,705"
1991,0036,"ATE Management & Service Company, Inc.",Mukilteo,WA,"Seattle, WA",18,588,"1,744,086",MB,DO,"1,894,159",,,,,,,,,,,,,,,,,
1998,0038,Community and Rural Transportation,Idaho Falls,ID,"Idaho Falls, ID",362,21,"56,356",DR,DO,,,0,"186,876","165,120","171,264","147,712","164,864",,,,,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",CR,PT,,,,,,,,,,"100,360","494,586","817,405","751,163","955,298","1,267,973","1,692,971","2,156,652","2,668,623"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,DO,,,,,,,,,,,,,"266,793","794,582","884,895","885,553","860,349","926,076"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,PT,,,,,,,,,,,,0,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,,,,,,,,,,,,,,,,,"9,219,501","10,502,086"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,,,,,,,,0,0,0,0,0,0,"8,815,793","9,819,143","2,175,128","2,526,400"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,PT,,,,,,,,,0,0,0,0,0,0,,,,
2008,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",AR,DO,,,,,,,,,,,"84,566","84,666","88,889","96,484","144,620","120,361","129,895","137,819"
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,DO,,,,,,,,,,,,,,,,"14,858",,
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,PT,,,,,,,,,,"85,463","58,500","57,599",,,,,,
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,DO,,,,,,,,,,,,"2,240",,,,"47,616",,
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,PT,,,,,,,,,,"66,040","55,120","8,701",,,,,,
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,DO,,,,,,,,,,,,,,"103,316","73,332","60,869","74,428","69,549"
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,PT,,,,,,,,,,,,,,"17,127","21,764","23,116","8,233","11,845"
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",MB,DO,,,,,,,,,,,,,,"596,862","710,952","807,560","817,495","945,760"
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",VP,DO,,,,,,,,,,,,,,,,,"7,650","3,060"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",DR,DO,,,,,,,,,,,,,,"43,204","46,641","48,753","56,046","58,118"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",MB,DO,,,,,,,,,,,,,,"234,015","269,053","372,486","422,258","501,664"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",VP,DO,,,,,,,,,,,,,,"21,121","39,102","74,299","82,796","107,454"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",DR,DO,,,,,,,,,,,,,,"21,587","21,106","22,241","24,640","29,095"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",MB,DO,,,,,,,,,,,,,,"371,863","399,056","376,494","294,718","292,183"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,,,,,,,,"21,205","25,654","27,366","27,832","26,026","20,028","18,542"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",MB,DO,,,,,,,,,,,,"190,799","201,420","226,677","247,726","279,783","265,369","275,357"
2008,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",VP,DO,,,,,,,,,,,,,,,,"105,490","146,593","181,180"
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",DR,PT,,,,,,,,,,,,,,,,,"70,504","70,504"
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",MB,PT,,,,,,,,,,,,,,,,,"229,110","229,110"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",CR,PT,,,,,,,,,,,,,0,,,,,
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",DR,DO,,,,,,,,,,,,"37,662","247,388","521,813","491,448","486,347","483,916","476,004"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",DR,PT,,,,,"14,883","22,782","35,126","551,724","668,451",0,0,0,"492,643","208,208","198,414","195,246","206,516","194,359"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",MB,DO,"16,255,089","14,371,351","14,442,057","14,432,662","14,903,166","14,691,908","15,600,628","13,923,624","15,084,468","15,931,860","14,220,775","14,092,820","16,265,825","16,439,168","18,612,675","19,382,981","20,621,005","21,061,741"
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",DR,DO,"6,251","5,987",,0,"8,636","9,410","9,488","7,976","7,168","6,004","6,860","6,540","14,780","21,574","11,146","10,311","11,688","12,132"
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",MB,DO,"588,856","581,129",,0,"443,496","475,666","515,820","490,132","432,632","438,353","379,943","378,387","380,585","383,025","412,386","443,986","456,166","475,311"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",CR,DO,,"19,949,255","21,595,853","23,280,075","25,495,214",,,"31,348,078","35,873,060","36,416,816","36,992,648","39,266,885","40,570,102","39,965,738","37,890,179","37,797,601","38,815,838",
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",CR,PT,0,,,,,"26,978,444","27,813,050",,,,,,,,,,,"39,207,383"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,PT,"405,796","459,120","398,203","606,149","807,255","933,368","1,056,592","1,168,052","1,129,674","1,055,815","1,050,635","1,097,108","1,178,119","1,309,436","1,335,706","1,458,824","1,584,382","1,764,113"
