"code","npias","name","city","state","ADO","service_level","district","id","airport_id","year","operations"
"ADK","02-0001","Adak","Adak Island","AK","AAL","GA",1,,"",,
"AKK","02-0002","Akhiok","Akhiok","AK","AAL","",,,"",,
"Z13","02-0345","Akiachak","Akiachak","AK","AAL","",,,"",,
"+076","02-0461","Akiachak (Proposed GA)","Akiachak","AK","AAL","",,,"",,
"AKI","02-0004","Akiak","Akiak","AK","AAL","",,,"",,
"KQA","02-0346","Akutan","Akutan","AK","AAL","GA",1,,"",,
"+01D","02-0005","Akutan (Proposed GA)","Akutan","AK","AAL","",1,,"",,
"AUK","02-0332","Alakanuk","Alakanuk","AK","AAL","",,,"",,
"+01F","02-0440","Alakanuk (Proposed CM)","Alakanuk","AK","AAL","",1,,"",,
"5A8","02-0359","Aleknagik /New/","Aleknagik","AK","AAL","",,,"",,
"6A8","02-0009","Allakaket","Allakaket","AK","AAL","CS",1,,"",,
"AFM","02-0354","Ambler","Ambler","AK","AAL","",,,"",,
"AKP","02-0012","Anaktuvuk Pass","Anaktuvuk Pass","AK","AAL","",,,"",,
"LHD","02-0013","Lake Hood","Anchorage","AK","AAL","P",1,,"",,
"MRI","02-0015","Merrill Field","Anchorage","AK","AAL","CS",1,8334,"MRI",2004,191516
"MRI","02-0015","Merrill Field","Anchorage","AK","AAL","CS",1,8825,"MRI",2005,190816
"MRI","02-0015","Merrill Field","Anchorage","AK","AAL","CS",1,9320,"MRI",2006,187798
"MRI","02-0015","Merrill Field","Anchorage","AK","AAL","CS",1,9818,"MRI",2007,174848
"MRI","02-0015","Merrill Field","Anchorage","AK","AAL","CS",1,10319,"MRI",2008,167780
"MRI","02-0015","Merrill Field","Anchorage","AK","AAL","CS",1,10824,"MRI",2009,86151
"ANC","02-0016","Ted Stevens Anchorage International","Anchorage","AK","AAL","P",1,8049,"ANC",2004,309460
"ANC","02-0016","Ted Stevens Anchorage International","Anchorage","AK","AAL","P",1,8537,"ANC",2005,316242
"ANC","02-0016","Ted Stevens Anchorage International","Anchorage","AK","AAL","P",1,9029,"ANC",2006,303108
"ANC","02-0016","Ted Stevens Anchorage International","Anchorage","AK","AAL","P",1,9523,"ANC",2007,299917
"ANC","02-0016","Ted Stevens Anchorage International","Anchorage","AK","AAL","P",1,10023,"ANC",2008,277870
"ANC","02-0016","Ted Stevens Anchorage International","Anchorage","AK","AAL","P",1,10526,"ANC",2009,116167
"AGN","02-0018","Angoon","Angoon","AK","AAL","",,,"",,
"+07E","02-0476","Angoon (Proposed GA)","Angoon","AK","AAL","",1,,"",,
"ANI","02-0019","Aniak","Aniak","AK","AAL","P",1,,"",,
"ANV","02-0021","Anvik","Anvik","AK","AAL","",,,"",,
"ARC","02-0022","Arctic Village","Arctic Village","AK","AAL","",,,"",,
"AKA","02-0394","Atka","Atka","AK","AAL","GA",1,,"",,
"4A2","02-0379","Atmautluak","Atmautluak","AK","AAL","",,,"",,
"ATK","02-0023","Atqasuk Edward Burnell Sr Memorial","Atqasuk","AK","AAL","",,,"",,
"BNF","02-0451","Warm Spring Bay","Baranof","AK","AAL","",,,"",,
"BRW","02-0026","Wiley Post-Will Rogers Memorial","Barrow","AK","AAL","P",1,,"",,
"BTI","02-0027","Barter Island LRRS","Barter Island Lrrs","AK","AAL","CS",1,,"",,
"WBQ","02-0028","Beaver","Beaver","AK","AAL","",,,"",,
"BET","02-0029","Bethel","Bethel","AK","AAL","P",1,8072,"BET",2004,101510
"BET","02-0029","Bethel","Bethel","AK","AAL","P",1,8560,"BET",2005,103824
"BET","02-0029","Bethel","Bethel","AK","AAL","P",1,9052,"BET",2006,98688
"BET","02-0029","Bethel","Bethel","AK","AAL","P",1,9546,"BET",2007,100375
"BET","02-0029","Bethel","Bethel","AK","AAL","P",1,10046,"BET",2008,98027
"BET","02-0029","Bethel","Bethel","AK","AAL","P",1,10549,"BET",2009,40113
"BTT","02-0030","Bettles","Bettles","AK","AAL","",,,"",,
"BGQ","02-0031","Big Lake","Big Lake","AK","AAL","",,,"",,
"Z91","02-0033","Birch Creek","Birch Creek","AK","AAL","",,,"",,
"BCV","02-0034","Birchwood","Birchwood","AK","AAL","GA",1,,"",,
"BYA","02-0036","Boundary","Boundary","AK","AAL","",,,"",,
"KTS","02-0294","Brevig Mission","Brevig Mission","AK","AAL","",,,"",,
"BVK","02-0399","Buckland","Buckland","AK","AAL","",,,"",,
"CEM","02-0045","Central","Central","AK","AAL","",,,"",,
"CIK","02-0046","Chalkyitsik","Chalkyitsik","AK","AAL","",,,"",,
"5CD","02-0431","Chandalar Shelf","Chandalar Camp","AK","AAL","",,,"",,
"WCR","02-0047","Chandalar Lake","Chandalar Lake","AK","AAL","",,,"",,
"CFK","02-0054","Chefornak","Chefornak","AK","AAL","",,,"",,
"+01G","02-0442","Chefornak (Proposed CM)","Chefornak","AK","AAL","",,,"",,
"C05","02-0419","Chenega Bay","Chenega","AK","AAL","",,,"",,
"+06W","02-0468","Chevak","Chevak","AK","AAL","",1,,"",,
"VAK","02-0052","Chevak","Chevak","AK","AAL","",,,"",,
"CKX","02-0053","Chicken","Chicken","AK","AAL","GA",1,,"",,
"AJC","02-0330","Chignik","Chignik","AK","AAL","",,,"",,
"KCL","02-0056","Chignik Lagoon","Chignik Flats","AK","AAL","",,,"",,
"A79","02-0331","Chignik Lake","Chignik Lake","AK","AAL","",,,"",,
"CZN","02-0057","Chisana","Chisana","AK","AAL","",,,"",,
"CXC","02-0059","Chitina","Chitina","AK","AAL","",,,"",,
"9A3","02-0460","Chuathbaluk","Chuathbaluk","AK","AAL","",,,"",,
"CRC","02-0407","Circle City /New/","Circle","AK","AAL","",,,"",,
"CHP","02-0061","Circle Hot Springs","Circle Hot Springs","AK","AAL","",,,"",,
"CLP","02-0438","Clarks Point","Clarks Point","AK","AAL","",,,"",,
"Z84","02-0420","Clear","Clear","AK","AAL","",,,"",,
"KCC","02-0064","Coffman Cove","Coffman Cove","AK","AAL","GA",1,,"",,
"CDB","02-0065","Cold Bay","Cold Bay","AK","AAL","CS",1,,"",,
"CXF","02-0425","Coldfoot","Coldfoot","AK","AAL","",,,"",,
"CKU","02-0068","Cordova Municipal","Cordova","AK","AAL","",,,"",,
"CDV","02-0067","Merle K (Mudhole) Smith","Cordova","AK","AAL","P",1,,"",,
"K29","02-0413","Council","Council","AK","AAL","",,,"",,
"CGA","02-0071","Craig","Craig","AK","AAL","",,,"",,
"CJX","02-0073","Crooked Creek","Crooked Creek","AK","AAL","",,,"",,
"DCK","02-0075","Dahl Creek","Dahl Creek","AK","AAL","",,,"",,
"SCC","02-0339","Deadhorse","Deadhorse","AK","AAL","P",1,,"",,
"DEE","02-0400","Deering","Deering","AK","AAL","",,,"",,
"DLG","02-0078","Dillingham","Dillingham","AK","AAL","P",1,,"",,
"DM2","02-0381","Diomede","Diomede","AK","AAL","",,,"",,
"EAA","02-0083","Eagle","Eagle","AK","AAL","",,,"",,
"+078","02-0466","Edna Bay SPB (Proposed GA)","Edna Bay","AK","AAL","",,,"",,
"EEK","02-0085","Eek","Eek","AK","AAL","",,,"",,
"EII","02-0422","Egegik","Egegik","AK","AAL","",,,"",,
"KEK","02-0088","Ekwok","Ekwok","AK","AAL","GA",1,,"",,
"ELV","02-0089","Elfin Cove","Elfin Cove","AK","AAL","",,,"",,
"ELI","02-0090","Elim","Elim","AK","AAL","CS",1,,"",,
"ENM","02-0397","Emmonak","Emmonak","AK","AAL","P",1,,"",,
"EXI","02-0095","Excursion Inlet","Excursion Inlet","AK","AAL","",,,"",,
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,8168,"FAI",2004,122195
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,8656,"FAI",2005,112760
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,9149,"FAI",2006,110516
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,9644,"FAI",2007,109286
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,10144,"FAI",2008,114181
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,10648,"FAI",2009,56476
"KFP","02-0097","False Pass","False Pass","AK","AAL","GA",1,,"",,
"FLT","02-0099","Flat","Flat","AK","AAL","",,,"",,
"FYU","02-0100","Fort Yukon","Fort Yukon","AK","AAL","CS",1,,"",,
"FNR","02-0101","Funter Bay","Funter Bay","AK","AAL","",,,"",,
"GBH","02-0428","Galbraith Lake","Galbraith Lake","AK","AAL","",,,"",,
"GAL","02-0102","Edward G. Pitka Sr","Galena","AK","AAL","CS",1,,"",,
"GAM","02-0103","Gambell","Gambell","AK","AAL","",,,"",,
"AQY","02-0104","Girdwood","Girdwood","AK","AAL","",,,"",,
"N93","02-0106","Golovin","Golovin","AK","AAL","",,,"",,
"GNU","02-0107","Goodnews","Goodnews","AK","AAL","GA",1,,"",,
"Z40","02-0409","Goose Bay","Goose Bay","AK","AAL","",,,"",,
"KGX","02-0109","Grayling","Grayling","AK","AAL","GA",1,,"",,
"GKN","02-0110","Gulkana","Gulkana","AK","AAL","",,,"",,
"GST","02-0111","Gustavus","Gustavus","AK","AAL","",,,"",,
"HNS","02-0112","Haines","Haines","AK","AAL","",,,"",,
"3Z9","02-0457","Haines","Haines","AK","AAL","",,,"",,
"HAY","02-0116","Haycock","Haycock","AK","AAL","",,,"",,
"HRR","02-0414","Healy River","Healy","AK","AAL","",,,"",,
"+079","02-0470","Clark Bay SPB (Prop GA Hollis replacement)","Hollis","AK","AAL","",,,"",,
"HYL","02-0452","Hollis","Hollis","AK","AAL","",,,"",,
"HCA","02-0120","Holy Cross","Holy Cross","AK","AAL","",,,"",,
"HOM","02-0122","Homer","Homer","AK","AAL","",,,"",,
"HNH","02-0125","Hoonah","Hoonah","AK","AAL","",,,"",,
"OOH","02-0453","Hoonah","Hoonah","AK","AAL","GA",1,,"",,
"HPB","02-0126","Hooper Bay","Hooper Bay","AK","AAL","CS",1,,"",,
"5HO","02-0449","Hope","Hope","AK","AAL","",,,"",,
"HUS","02-0127","Hughes","Hughes","AK","AAL","",,,"",,
"HLA","02-0128","Huslia","Huslia","AK","AAL","CS",1,,"",,
"HYG","02-0129","Hydaburg","Hydaburg","AK","AAL","",,,"",,
"4Z7","02-0382","Hyder","Hyder","AK","AAL","",,,"",,
"IGG","02-0131","Igiugig","Igiugig","AK","AAL","",,,"",,
"ILI","02-0132","Iliamna","Iliamna","AK","AAL","CS",1,,"",,
"KIB","02-0378","Ivanof Bay","Ivanof Bay","AK","AAL","",,,"",,
"5Z1","02-0403","Juneau Harbor","Juneau","AK","AAL","",,,"",,
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,8265,"JNU",2004,130512
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,8756,"JNU",2005,105168
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,9250,"JNU",2006,102509
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,9747,"JNU",2007,92732
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,10248,"JNU",2008,88242
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,10753,"JNU",2009,37108
"AFE","02-0398","Kake","Kake","AK","AAL","",,,"",,
"KAE","02-0458","Kake","Kake","AK","AAL","",,,"",,
"KLG","02-0136","Kalskag","Kalskag","AK","AAL","",,,"",,
"KAL","02-0137","Kaltag","Kaltag","AK","AAL","",,,"",,
"5Z5","02-0426","Kantishna","Kantishna","AK","AAL","",,,"",,
"KYK","02-0138","Karluk","Karluk","AK","AAL","",,,"",,
"KXA","02-0139","Kasaan","Kasaan","AK","AAL","",,,"",,
"Z09","02-0341","Kasigluk","Kasigluk","AK","AAL","",,,"",,
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,8158,"ENA",2004,53358
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,8646,"ENA",2005,53825
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,9139,"ENA",2006,51019
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,9633,"ENA",2007,43848
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,10133,"ENA",2008,45616
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,10637,"ENA",2009,19862
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,,"",,
"8K9","02-0408","Murphys Pullout","Ketchikan","AK","AAL","",,,"",,
"IAN","02-0146","Bob Baker Memorial","Kiana","AK","AAL","",,,"",,
"KVC","02-0147","King Cove","King Cove","AK","AAL","GA",1,,"",,
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,8043,"AKN",2004,28648
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,8531,"AKN",2005,38612
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,9023,"AKN",2006,38282
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,9517,"AKN",2007,36486
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,10017,"AKN",2008,8296
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,10520,"AKN",2009,11526
"IIK","02-0150","Kipnuk","Kipnuk","AK","AAL","",,,"",,
"KKB","02-0151","Kitoi Bay","Kitoi Bay","AK","AAL","",,,"",,
"KVL","02-0152","Kivalina","Kivalina","AK","AAL","",,,"",,
"AKW","02-0154","Klawock","Klawock","AK","AAL","",,,"",,
"AQC","02-0153","Klawock","Klawock","AK","AAL","",,,"",,
"OBU","02-0427","Kobuk","Kobuk","AK","AAL","",,,"",,
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,8036,"ADQ",2004,32955
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,8524,"ADQ",2005,33858
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,9016,"ADQ",2006,38389
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,9510,"ADQ",2007,35253
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,10010,"ADQ",2008,33348
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,10512,"ADQ",2009,17010
"KDK","02-0465","Kodiak Municipal","Kodiak","AK","AAL","",,,"",,
"T44","02-0450","Trident Basin","Kodiak","AK","AAL","GA",1,,"",,
"9K2","02-0406","Kokhanok","Kokhanok","AK","AAL","GA",1,,"",,
"JZZ","02-0424","Koliganek","Koliganek","AK","AAL","",,,"",,
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,,"",,
"2A9","02-0159","Kotlik","Kotlik","AK","AAL","",,,"",,
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,,"",,
"KKA","02-0161","Koyuk Alfred Adams","Koyuk","AK","AAL","",,,"",,
"KYU","02-0162","Koyukuk","Koyukuk","AK","AAL","",,,"",,
"KWT","02-0435","Kwethluk","Kwethluk","AK","AAL","",,,"",,
"GGV","02-0165","Kwigillingok","Kwigillingok","AK","AAL","",,,"",,
"Z55","02-0430","Lake Louise","Lake Louise","AK","AAL","GA",1,,"",,
"2A3","02-0166","Larsen Bay","Larsen Bay","AK","AAL","",,,"",,
"9Z8","02-0167","Levelock","Levelock","AK","AAL","",,,"",,
"2AK","02-0360","Lime Village","Lime Village","AK","AAL","",,,"",,
"+07C","02-0474","Lime Village (Proposed GA)","Lime Village","AK","AAL","",,,"",,
"MLY","02-0170","Manley Hot Springs","Manley Hot Springs","AK","AAL","",,,"",,
"MBA","02-0171","Manokotak","Manokotak","AK","AAL","",,,"",,
"+07B","02-0473","Manokotak (Proposed GA)","Manokotak","AK","AAL","",1,,"",,
"MDM","02-0363","Marshall Don Hunter Sr","Marshall","AK","AAL","",,,"",,
"MYK","02-0173","May Creek","May Creek","AK","AAL","",,,"",,
"15Z","02-0334","McCarthy","McCarthy","AK","AAL","",,,"",,
"MCG","02-0176","McGrath","McGrath","AK","AAL","CS",1,,"",,
"MYU","02-0178","Mekoryuk","Mekoryuk","AK","AAL","",,,"",,
"MTM","02-0369","Metlakatla","Metlakatla","AK","AAL","",,,"",,
"84K","02-0454","Meyers Chuck","Meyers Chuck","AK","AAL","",,,"",,
"MHM","02-0180","Minchumina","Minchumina","AK","AAL","",,,"",,
"51Z","02-0336","Minto","Minto","AK","AAL","GA",1,,"",,
"MOU","02-0184","Mountain Village","Mountain Village","AK","AAL","",,,"",,
"5NK","02-0185","Naknek","Naknek","AK","AAL","",,,"",,
"KEB","02-0094","Nanwalek","Nanwalek","AK","AAL","CS",1,,"",,
"WNA","02-0188","Napakiak","Napakiak","AK","AAL","",,,"",,
"PKA","02-0189","Napaskiak","Napaskiak","AK","AAL","",,,"",,
"+01I","02-0447","Naukati SPB (Proposed GA)","Naukati","AK","AAL","",,,"",,
"OUL","02-0190","Nelson Lagoon","Nelson Lagoon","AK","AAL","",,,"",,
"ENN","02-0191","Nenana Municipal","Nenana","AK","AAL","GA",1,,"",,
"KNW","02-0193","New Stuyahok","New Stuyahok","AK","AAL","",,,"",,
"EWU","02-0194","Newtok","Newtok","AK","AAL","GA",1,,"",,
"IGT","02-0195","Nightmute","Nightmute","AK","AAL","GA",1,,"",,
"FSP","02-0357","Nikolai","Nikolai","AK","AAL","",,,"",,
"+099","02-0485","New Replacement (Noatak)","Noatak","AK","AAL","",,,"",,
"WTK","02-0198","Noatak","Noatak","AK","AAL","",,,"",,
"OME","02-0199","Nome","Nome","AK","AAL","P",1,,"",,
"5NN","02-0432","Nondalton","Nondalton","AK","AAL","",,,"",,
"D76","02-0201","Robert /Bob/ Curtis Memorial","Noorvik","AK","AAL","",,,"",,
"96Z","02-0415","North Whale","North Whale Pass","AK","AAL","",,,"",,
"ORT","02-0203","Northway","Northway","AK","AAL","",,,"",,
"AQT","02-0366","Nuiqsut","Nuiqsut","AK","AAL","",,,"",,
"NUL","02-0204","Nulato","Nulato","AK","AAL","",,,"",,
"16A","02-0446","Nunapitchuk","Nunapitchuk","AK","AAL","CS",1,,"",,
"6R7","02-0421","Old Harbor","Old Harbor","AK","AAL","",,,"",,
"Z17","02-0209","Ophir","Ophir","AK","AAL","",,,"",,
"4K5","02-0210","Ouzinkie","Ouzinkie","AK","AAL","",,,"",,
"PAQ","02-0211","Palmer Municipal","Palmer","AK","AAL","GA",1,,"",,
"KPH","02-0368","Pauloff Harbor","Pauloff Harbor /Sanak Is/","AK","AAL","",,,"",,
"4K0","02-0215","Pedro Bay","Pedro Bay","AK","AAL","",,,"",,
"PEC","02-0216","Pelican","Pelican","AK","AAL","",,,"",,
"PEV","02-0218","Perryville","Perryville","AK","AAL","GA",1,,"",,
"63A","02-0340","Lloyd R. Roundtree Seaplane Facility","Petersburg","AK","AAL","",,,"",,
"PSG","02-0219","Petersburg James A Johnson","Petersburg","AK","AAL","P",1,,"",,
"PNP","02-0222","Pilot Point","Pilot Point","AK","AAL","",,,"",,
"+07L","02-0477","Pilot Station","Pilot Station","AK","AAL","",,,"",,
"0AK","02-0223","Pilot Station","Pilot Station","AK","AAL","",,,"",,
"PTU","02-0224","Platinum","Platinum","AK","AAL","GA",1,,"",,
"KPB","02-0423","Point Baker","Point Baker","AK","AAL","",,,"",,
"PHO","02-0226","Point Hope","Point Hope","AK","AAL","",,,"",,
"PIZ","02-0387","Point Lay LRRS","Point Lay","AK","AAL","GA",1,,"",,
"PCK","02-0227","Porcupine Creek","Porcupine Creek","AK","AAL","",,,"",,
"AHP","02-0228","Port Alexander","Port Alexander","AK","AAL","",,,"",,
"PGM","02-0233","Port Graham","Port Graham","AK","AAL","",,,"",,
"PTH","02-0234","Port Heiden","Port Heiden","AK","AAL","",,,"",,
"ORI","02-0235","Port Lions","Port Lions","AK","AAL","",,,"",,
"19P","02-0448","Port Protection","Port Protection","AK","AAL","",,,"",,
"A14","02-0348","Portage Creek","Portage Creek","AK","AAL","",,,"",,
"PPC","02-0429","Prospect Creek","Prospect Creek","AK","AAL","",,,"",,
"AQH","02-0242","Quinhagak","Quinhagak","AK","AAL","",,,"",,
"RMP","02-0244","Rampart","Rampart","AK","AAL","",,,"",,
"RDV","02-0246","Red Devil","Red Devil","AK","AAL","GA",1,,"",,
"RBY","02-0248","Ruby","Ruby","AK","AAL","",,,"",,
"RSH","02-0249","Russian Mission","Russian Mission","AK","AAL","",,,"",,
"SDP","02-0253","Sand Point","Sand Point","AK","AAL","CS",1,,"",,
"SVA","02-0254","Savoonga","Savoonga","AK","AAL","CS",1,,"",,
"SCM","02-0255","Scammon Bay","Scammon Bay","AK","AAL","",,,"",,
"WLK","02-0256","Selawik","Selawik","AK","AAL","",,,"",,
"SOV","02-0258","Seldovia","Seldovia","AK","AAL","CS",1,,"",,
"SWD","02-0259","Seward","Seward","AK","AAL","",,,"",,
"SHX","02-0370","Shageluk","Shageluk","AK","AAL","",,,"",,
"2C7","02-0401","Shaktoolik","Shaktoolik","AK","AAL","",,,"",,
"SXP","02-0262","Sheldon Point","Sheldon Point","AK","AAL","",,,"",,
"SHH","02-0404","Shishmaref","Shishmaref","AK","AAL","CS",1,,"",,
"SHG","02-0265","Shungnak","Shungnak","AK","AAL","",,,"",,
"A29","02-0267","Sitka","Sitka","AK","AAL","",,,"",,
"SIT","02-0268","Sitka Rocky Gutierrez","Sitka","AK","AAL","P",1,,"",,
"SGY","02-0270","Skagway","Skagway","AK","AAL","",,,"",,
"7K2","02-0455","Skagway","Skagway","AK","AAL","",,,"",,
"SKW","02-0411","Skwentna","Skwentna","AK","AAL","",,,"",,
"SLQ","02-0272","Sleetmute","Sleetmute","AK","AAL","",,,"",,
"SXQ","02-0274","Soldotna","Soldotna","AK","AAL","GA",1,,"",,
"WSN","02-0186","South Naknek Nr 2","South Naknek","AK","AAL","",,,"",,
"KSM","02-0017","St Mary's","St Mary'S","AK","AAL","",,,"",,
"SMK","02-0276","St Michael","St Michael","AK","AAL","",,,"",,
"SNP","02-0277","St Paul Island","St Paul Island","AK","AAL","",,,"",,
"PBV","02-0416","St George","St. George","AK","AAL","GA",1,,"",,
"WBB","02-0279","Stebbins","Stebbins","AK","AAL","",,,"",,
"+018","02-0444","Stevens Village","Stevens Village","AK","AAL","",,,"",,
"SVS","02-0280","Stevens Village","Stevens Village","AK","AAL","",,,"",,
"+077","02-0464","Stony River (Proposed GA)","Stony River","AK","AAL","",,,"",,
"SRV","02-0281","Stony River 2","Stony River","AK","AAL","",,,"",,
"TCT","02-0284","Takotna","Takotna","AK","AAL","",,,"",,
"+07A","02-0472","Takotna (Proposed GA)","Takotna","AK","AAL","",1,,"",,
"TKA","02-0287","Talkeetna","Talkeetna","AK","AAL","",,,"",,
"TAL","02-0290","Ralph M Calhoun Memorial","Tanana","AK","AAL","",,,"",,
"7KA","02-0342","Tatitlek","Tatitlek","AK","AAL","",,,"",,
"2K5","02-0358","Telida","Telida","AK","AAL","",,,"",,
"TER","02-0333","Teller","Teller","AK","AAL","",,,"",,
"TKE","02-0295","Tenakee","Tenakee Springs","AK","AAL","GA",1,,"",,
"3T4","02-0467","Tetlin","Tetlin","AK","AAL","",,,"",,
"KTB","02-0297","Thorne Bay","Thorne Bay","AK","AAL","",,,"",,
"TOG","02-0402","Togiak","Togiak Village","AK","AAL","",,,"",,
"6K8","02-0412","Tok Junction","Tok","AK","AAL","",,,"",,
"OOK","02-0441","Toksook Bay","Toksook Bay","AK","AAL","",,,"",,
"+098","02-0484","New Tuluksak (Replacement)","Tuluksak","AK","AAL","",,,"",,
"TLT","02-0302","Tuluksak","Tuluksak","AK","AAL","",,,"",,
"A61","02-0303","Tuntutuliak","Tuntutuliak","AK","AAL","CS",1,,"",,
"4KA","02-0304","Tununak","Tununak","AK","AAL","",,,"",,
"A63","02-0356","Twin Hills","Twin Hills","AK","AAL","",,,"",,
"9A8","02-0405","Ugashik/New","Ugashik","AK","AAL","",,,"",,
"UNK","02-0309","Unalakleet","Unalakleet","AK","AAL","P",1,,"",,
"DUT","02-0082","Unalaska","Unalaska","AK","AAL","P",1,,"",,
"VDZ","02-0311","Valdez Pioneer Field","Valdez","AK","AAL","P",1,,"",,
"VEE","02-0439","Venetie","Venetie","AK","AAL","",,,"",,
"AWI","02-0313","Wainwright","Wainwright","AK","AAL","",,,"",,
"IWK","02-0337","Wales","Wales","AK","AAL","",,,"",,
"IYS","02-0417","Wasilla","Wasilla","AK","AAL","GA",1,,"",,
"WMO","02-0319","White Mountain","White Mountain","AK","AAL","",,,"",,
"IEM","02-0385","Whittier","Whittier","AK","AAL","",,,"",,
"UUO","02-0320","Willow","Willow","AK","AAL","GA",1,,"",,
"WSM","02-0321","Wiseman","Wiseman","AK","AAL","",,,"",,
"WRG","02-0323","Wrangell","Wrangell","AK","AAL","P",1,,"",,
"68A","02-0324","Wrangell","Wrangell","AK","AAL","",,,"",,
"YAK","02-0327","Yakutat","Yakutat","AK","AAL","",,,"",,
"2Y3","02-0445","Yakutat","Yakutat","AK","AAL","",,,"",,
"0J0","01-0112","Abbeville Municipal","Abbeville","AL","JAN","GA",2,,"",,
"EET","01-0003","Shelby County","Alabaster","AL","JAN","GA",6,,"",,
"8A0","01-0004","Albertville Regional-Thomas J Brumlik Field","Albertville","AL","JAN","GA",4,,"",,
"ALX","01-0005","Thomas C Russell Field","Alexander City","AL","JAN","GA",3,,"",,
"AIV","01-0006","George Downer","Aliceville","AL","JAN","GA",7,,"",,
"79J","01-0007","South Alabama Regional at Bill Benton Field","Andalusia/Opp","AL","JAN","GA",2,,"",,
"ANB","01-0008","Anniston Metropolitan","Anniston","AL","JAN","GA",3,,"",,
"26A","01-0105","Ashland/Lineville","Ashland/Lineville","AL","JAN","GA",3,,"",,
"0R1","01-0113","Atmore Municipal","Atmore","AL","JAN","GA",1,,"",,
"AUO","01-0011","Auburn-Opelika Robert G. Pitts","Auburn","AL","JAN","GA",3,,"",,
"1R8","01-0012","Bay Minette Municipal","Bay Minette","AL","JAN","GA",1,,"",,
"EKY","01-0013","Bessemer","Bessemer","AL","JAN","R",6,,"",,
"BHM","01-0014","Birmingham International","Birmingham","AL","JAN","P",7,8078,"BHM",2004,151630
"BHM","01-0014","Birmingham International","Birmingham","AL","JAN","P",7,8566,"BHM",2005,148862
"BHM","01-0014","Birmingham International","Birmingham","AL","JAN","P",7,9058,"BHM",2006,140477
"BHM","01-0014","Birmingham International","Birmingham","AL","JAN","P",7,9552,"BHM",2007,138637
"BHM","01-0014","Birmingham International","Birmingham","AL","JAN","P",7,10052,"BHM",2008,126258
"BHM","01-0014","Birmingham International","Birmingham","AL","JAN","P",7,10555,"BHM",2009,53703
"12J","01-0080","Brewton Municipal","Brewton","AL","JAN","GA",1,,"",,
"09A","01-0015","Butler-Choctaw County","Butler","AL","JAN","GA",7,,"",,
"61A","01-0106","Camden Municipal","Camden","AL","JAN","GA",7,,"",,
"C22","01-0017","Centre Municipal","Centre","AL","JAN","",,,"",,
"0A8","01-0018","Bibb County","Centreville","AL","JAN","GA",6,,"",,
"02A","01-0020","Gragg-Wade Field","Clanton","AL","JAN","GA",6,,"",,
"11A","01-0111","Clayton Municipal","Clayton","AL","JAN","",,,"",,
"9A4","01-0108","Lawrence County","Courtland","AL","JAN","GA",5,,"",,
"3A1","01-0022","Folsom Field","Cullman","AL","JAN","GA",4,,"",,
"4R9","01-0023","Dauphin Island","Dauphin Island","AL","JAN","GA",1,,"",,
"DCU","01-0024","Pryor Field Regional","Decatur","AL","JAN","GA",5,,"",,
"7A2","01-0025","Demopolis Municipal","Demopolis","AL","JAN","",,,"",,
"DHN","01-0026","Dothan Regional","Dothan","AL","JAN","P",2,8143,"DHN",2004,90827
"DHN","01-0026","Dothan Regional","Dothan","AL","JAN","P",2,8631,"DHN",2005,87714
