"code","npias","name","city","state","ADO","service_level","district","id","airport_id","year","operations"
"MFE","48-0144","McAllen Miller International","McAllen","TX","TEX","P",28,8802,"MFE",2005,61067
"MFE","48-0144","McAllen Miller International","McAllen","TX","TEX","P",28,9297,"MFE",2006,63429
"MFE","48-0144","McAllen Miller International","McAllen","TX","TEX","P",28,9795,"MFE",2007,62463
"MFE","48-0144","McAllen Miller International","McAllen","TX","TEX","P",28,10296,"MFE",2008,56272
"MFE","48-0144","McAllen Miller International","McAllen","TX","TEX","P",28,10801,"MFE",2009,27278
"TKI","48-0284","Collin County Regional at McKinney","McKinney","TX","TEX","",,8481,"TKI",2004,116914
"TKI","48-0284","Collin County Regional at McKinney","McKinney","TX","TEX","",,8974,"TKI",2005,98026
"TKI","48-0284","Collin County Regional at McKinney","McKinney","TX","TEX","",,9468,"TKI",2006,106211
"TKI","48-0284","Collin County Regional at McKinney","McKinney","TX","TEX","",,9968,"TKI",2007,95920
"TKI","48-0284","Collin County Regional at McKinney","McKinney","TX","TEX","",,10469,"TKI",2008,115785
"TKI","48-0284","Collin County Regional at McKinney","McKinney","TX","TEX","",,10974,"TKI",2009,44756
"F21","48-0146","Memphis Municipal","Memphis","TX","TEX","",,,"",,
"HQZ","48-0307","Mesquite Metro","Mesquite","TX","TEX","",,,"",,
"LXY","48-0274","Mexia-Limestone County","Mexia","TX","TEX","",,,"",,
"MDD","48-0149","Midland Airpark","Midland","TX","TEX","",,,"",,
"MAF","48-0150","Midland International","Midland","TX","TEX","P",11,8300,"MAF",2004,86109
"MAF","48-0150","Midland International","Midland","TX","TEX","P",11,8791,"MAF",2005,86890
"MAF","48-0150","Midland International","Midland","TX","TEX","P",11,9286,"MAF",2006,89499
"MAF","48-0150","Midland International","Midland","TX","TEX","P",11,9783,"MAF",2007,84302
"MAF","48-0150","Midland International","Midland","TX","TEX","P",11,10284,"MAF",2008,84037
"MAF","48-0150","Midland International","Midland","TX","TEX","P",11,10789,"MAF",2009,28609
"JWY","48-0313","Mid-Way Regional","Midlothian/Waxahachie","TX","TEX","",,,"",,
"MWL","48-0151","Mineral Wells","Mineral Wells","TX","TEX","",,,"",,
"E01","48-0152","Roy Hurd Memorial","Monahans","TX","TEX","",,,"",,
"F85","48-0153","Cochran County","Morton","TX","TEX","",,,"",,
"OSA","48-0363","Mount Pleasant Regional","Mount Pleasant","TX","TEX","",,,"",,
"F53","48-0321","Franklin County","Mount Vernon","TX","TEX","",,,"",,
"2T1","48-0320","Muleshoe Municipal","Muleshoe","TX","TEX","",,,"",,
"OCH","48-0156","A L Mangham Jr. Regional","Nacogdoches","TX","TEX","",,,"",,
"BAZ","48-0158","New Braunfels Municipal","New Braunfels","TX","TEX","",,,"",,
"ODO","48-0160","Odessa-Schlemeyer Field","Odessa","TX","TEX","",,,"",,
"ONY","48-0161","Olney Municipal","Olney","TX","TEX","",,,"",,
"ORG","48-0163","Orange County","Orange","TX","TEX","",,,"",,
"OZA","48-0164","Ozona Municipal","Ozona","TX","TEX","",,,"",,
"PSX","48-0166","Palacios Municipal","Palacios","TX","TEX","",,,"",,
"PSN","48-0167","Palestine Municipal","Palestine","TX","TEX","",,,"",,
"PPA","48-0168","Perry Lefors Field","Pampa","TX","TEX","",,,"",,
"PRX","48-0169","Cox Field","Paris","TX","TEX","",,,"",,
"PEQ","48-0171","Pecos Municipal","Pecos","TX","TEX","",,,"",,
"PYX","48-0172","Perryton Ochiltree County","Perryton","TX","TEX","",,,"",,
"PVW","48-0175","Hale County","Plainview","TX","TEX","",,,"",,
"PEZ","48-0247","Pleasanton Municipal","Pleasanton","TX","TEX","",,,"",,
"PIL","48-0176","Port Isabel-Cameron County","Port Isabel","TX","TEX","",,,"",,
"PKV","48-0177","Calhoun County","Port Lavaca","TX","TEX","",,,"",,
"5F1","48-0179","Post-Garza County Municipal","Post","TX","TEX","",,,"",,
"F01","48-0180","Quanah Municipal","Quanah","TX","TEX","",,,"",,
"RFG","48-0183","Rooke Field","Refugio","TX","TEX","",,,"",,
"RBO","48-0184","Nueces County","Robstown","TX","TEX","",,,"",,
"RKP","48-0186","Aransas County","Rockport","TX","TEX","",,,"",,
"F46","48-0187","Rockwall Municipal","Rockwall","TX","TEX","",,,"",,
"SJT","48-0191","San Angelo Regional/Mathis Field","San Angelo","TX","TEX","P",11,8448,"SJT",2004,77963
"SJT","48-0191","San Angelo Regional/Mathis Field","San Angelo","TX","TEX","P",11,8941,"SJT",2005,72748
"SJT","48-0191","San Angelo Regional/Mathis Field","San Angelo","TX","TEX","P",11,9435,"SJT",2006,72774
"SJT","48-0191","San Angelo Regional/Mathis Field","San Angelo","TX","TEX","P",11,9935,"SJT",2007,88969
"SJT","48-0191","San Angelo Regional/Mathis Field","San Angelo","TX","TEX","P",11,10436,"SJT",2008,93990
"SJT","48-0191","San Angelo Regional/Mathis Field","San Angelo","TX","TEX","P",11,10941,"SJT",2009,57689
"SAT","48-0192","San Antonio International","San Antonio","TX","TEX","P",21,8426,"SAT",2004,222243
"SAT","48-0192","San Antonio International","San Antonio","TX","TEX","P",21,8919,"SAT",2005,215745
"SAT","48-0192","San Antonio International","San Antonio","TX","TEX","P",21,9413,"SAT",2006,215203
"SAT","48-0192","San Antonio International","San Antonio","TX","TEX","P",21,9913,"SAT",2007,218146
"SAT","48-0192","San Antonio International","San Antonio","TX","TEX","P",21,10414,"SAT",2008,215597
"SAT","48-0192","San Antonio International","San Antonio","TX","TEX","P",21,10919,"SAT",2009,95867
"SSF","48-0194","Stinson Municipal","San Antonio","TX","TEX","",,8462,"SSF",2004,123303
"SSF","48-0194","Stinson Municipal","San Antonio","TX","TEX","",,8955,"SSF",2005,116221
"SSF","48-0194","Stinson Municipal","San Antonio","TX","TEX","",,9449,"SSF",2006,124395
"SSF","48-0194","Stinson Municipal","San Antonio","TX","TEX","",,9949,"SSF",2007,157838
"SSF","48-0194","Stinson Municipal","San Antonio","TX","TEX","",,10450,"SSF",2008,165156
"SSF","48-0194","Stinson Municipal","San Antonio","TX","TEX","",,10955,"SSF",2009,79360
"HYI","48-0195","San Marcos Municipal","San Marcos","TX","TEX","",,,"",,
"GNC","48-0197","Gaines County","Seminole","TX","TEX","",,,"",,
"60F","48-0198","Seymour Municipal","Seymour","TX","TEX","",,,"",,
"GYI","48-0239","Grayson County","Sherman/Denison","TX","TEX","",,,"",,
"F49","48-0202","Slaton Municipal","Slaton","TX","TEX","",,,"",,
"84R","48-0285","Smithville Crawford Municipal","Smithville","TX","TEX","",,,"",,
"SNK","48-0203","Winston Field","Snyder","TX","TEX","",,,"",,
"E42","48-0204","Spearman Municipal","Spearman","TX","TEX","",,,"",,
"F56","48-0205","Arledge Field","Stamford","TX","TEX","",,,"",,
"SEP","48-0206","Clark Field Municipal","Stephenville","TX","TEX","",,,"",,
"SLR","48-0207","Sulphur Springs Municipal","Sulphur Springs","TX","TEX","",,,"",,
"SWW","48-0209","Avenger Field","Sweetwater","TX","TEX","",,,"",,
"T74","48-0210","Taylor Municipal","Taylor","TX","TEX","",,,"",,
"TPL","48-0212","Draughon-Miller Central Texas Regional","Temple","TX","TEX","",,,"",,
"TRL","48-0213","Terrell Municipal","Terrell","TX","TEX","",,,"",,
"I06","48-0214","City of Tulia/Swisher County Municipal","Tulia","TX","TEX","",,,"",,
"TYR","48-0215","Tyler Pounds Regional","Tyler","TX","TEX","P",1,8498,"TYR",2004,63451
"TYR","48-0215","Tyler Pounds Regional","Tyler","TX","TEX","P",1,8990,"TYR",2005,62138
"TYR","48-0215","Tyler Pounds Regional","Tyler","TX","TEX","P",1,9484,"TYR",2006,54163
"TYR","48-0215","Tyler Pounds Regional","Tyler","TX","TEX","P",1,9984,"TYR",2007,53209
"TYR","48-0215","Tyler Pounds Regional","Tyler","TX","TEX","P",1,10485,"TYR",2008,54959
"TYR","48-0215","Tyler Pounds Regional","Tyler","TX","TEX","P",1,10990,"TYR",2009,27317
"UVA","48-0216","Garner Field","Uvalde","TX","TEX","",,,"",,
"VHN","48-0217","Culberson County","Van Horn","TX","TEX","",,,"",,
"E52","48-0293","Oldham County","Vega","TX","TEX","",,,"",,
"F05","48-0218","Wilbarger County","Vernon","TX","TEX","",,,"",,
"VCT","48-0219","Victoria Regional","Victoria","TX","TEX","P",14,10490,"VCT",2008,10636
"VCT","48-0219","Victoria Regional","Victoria","TX","TEX","P",14,10995,"VCT",2009,29447
"PWG","48-0266","McGregor Executive","Waco","TX","TEX","",,,"",,
"CNW","48-0271","TSTC Waco","Waco","TX","TEX","",,8118,"CNW",2004,62798
"CNW","48-0271","TSTC Waco","Waco","TX","TEX","",,8606,"CNW",2005,64153
"CNW","48-0271","TSTC Waco","Waco","TX","TEX","",,9098,"CNW",2006,49273
"CNW","48-0271","TSTC Waco","Waco","TX","TEX","",,9593,"CNW",2007,41130
"CNW","48-0271","TSTC Waco","Waco","TX","TEX","",,10093,"CNW",2008,32913
"CNW","48-0271","TSTC Waco","Waco","TX","TEX","",,10596,"CNW",2009,17698
"ACT","48-0220","Waco Regional","Waco","TX","TEX","P",17,8033,"ACT",2004,45056
"ACT","48-0220","Waco Regional","Waco","TX","TEX","P",17,8521,"ACT",2005,39311
"ACT","48-0220","Waco Regional","Waco","TX","TEX","P",17,9013,"ACT",2006,36404
"ACT","48-0220","Waco Regional","Waco","TX","TEX","P",17,9507,"ACT",2007,35874
"ACT","48-0220","Waco Regional","Waco","TX","TEX","P",17,10007,"ACT",2008,31675
"ACT","48-0220","Waco Regional","Waco","TX","TEX","P",17,10509,"ACT",2009,15242
"+081","48-0368","Weatherford (New)","Weatherford","TX","TEX","",,,"",,
"F06","48-0222","Marian Airpark","Wellington","TX","TEX","",,,"",,
"T65","48-0223","Mid Valley","Weslaco","TX","TEX","",,,"",,
"ARM","48-0224","Wharton Regional","Wharton","TX","TEX","",,,"",,
"CWC","48-0346","Kickapoo Downtown","Wichita Falls","TX","TEX","GA",13,,"",,
"SPS","48-0227","Sheppard AFB/Wichita Falls Municipal","Wichita Falls","TX","TEX","P",13,,"",,
"INK","48-0228","Winkler County","Wink","TX","TEX","",,,"",,
"T90","48-0336","Chambers County-Winnie Stowell","Winnie/Stowell","TX","TEX","",,,"",,
"F51","48-0289","Winnsboro Municipal","Winnsboro","TX","TEX","",,,"",,
"U52","49-0001","Beaver Municipal","Beaver","UT","DEN","GA",3,,"",,
"BDG","49-0002","Blanding Municipal","Blanding","UT","DEN","GA",2,,"",,
"BMC","49-0003","Brigham City","Brigham City","UT","DEN","GA",1,,"",,
"BCE","49-0041","Bryce Canyon","Bryce Canyon","UT","DEN","CS",2,,"",,
"CDC","49-0005","Cedar City Regional","Cedar City","UT","DEN","CS",2,,"",,
"DTA","49-0006","Delta Municipal","Delta","UT","DEN","GA",3,,"",,
"U69","49-0045","Duchesne Municipal","Duchesne","UT","DEN","GA",2,,"",,
"1L7","49-0007","Escalante Municipal","Escalante","UT","DEN","GA",2,,"",,
"U34","49-0010","Green River Municipal","Green River","UT","DEN","GA",2,,"",,
"U96","49-0055","Cal Black Memorial","Halls Crossing","UT","DEN","GA",2,,"",,
"HVE","49-0052","Hanksville","Hanksville","UT","DEN","GA",2,,"",,
"36U","49-0011","Heber City Municipal - Russ McDonald Field","Heber","UT","DEN","GA",2,,"",,
"1L8","49-0012","General Dick Stout Field","Hurricane","UT","DEN","GA",2,,"",,
"KNB","49-0013","Kanab Municipal","Kanab","UT","DEN","GA",2,,"",,
"38U","49-0015","Wayne Wonderland","Loa","UT","DEN","GA",2,,"",,
"LGU","49-0016","Logan-Cache","Logan","UT","DEN","GA",1,,"",,
"40U","49-0017","Manila","Manila","UT","DEN","",,,"",,
"41U","49-0018","Manti-Ephraim","Manti","UT","DEN","GA",3,,"",,
"MLF","49-0019","Milford Municipal/Ben and Judy Briscoe Field","Milford","UT","DEN","GA",3,,"",,
"CNY","49-0020","Canyonlands Field","Moab","UT","DEN","CS",2,,"",,
"U43","49-0021","Monticello","Monticello","UT","DEN","",,,"",,
"U14","49-0023","Nephi Municipal","Nephi","UT","DEN","GA",3,,"",,
"OGD","49-0024","Ogden-Hinckley","Ogden","UT","DEN","R",1,8350,"OGD",2004,107938
"OGD","49-0024","Ogden-Hinckley","Ogden","UT","DEN","R",1,8841,"OGD",2005,116790
"OGD","49-0024","Ogden-Hinckley","Ogden","UT","DEN","R",1,9335,"OGD",2006,116116
"OGD","49-0024","Ogden-Hinckley","Ogden","UT","DEN","R",1,9834,"OGD",2007,107872
"OGD","49-0024","Ogden-Hinckley","Ogden","UT","DEN","R",1,10335,"OGD",2008,98565
"OGD","49-0024","Ogden-Hinckley","Ogden","UT","DEN","R",1,10840,"OGD",2009,40933
"U55","49-0025","Panguitch Municipal","Panguitch","UT","DEN","GA",2,,"",,
"1L9","49-0050","Parowan","Parowan","UT","DEN","GA",2,,"",,
"PUC","49-0026","Carbon County Regional/Buck Davis Field","Price","UT","DEN","GA",2,,"",,
"PVU","49-0027","Provo Municipal","Provo","UT","DEN","GA",3,8890,"PVU",2005,86072
"PVU","49-0027","Provo Municipal","Provo","UT","DEN","GA",3,9384,"PVU",2006,159793
"PVU","49-0027","Provo Municipal","Provo","UT","DEN","GA",3,9883,"PVU",2007,133208
"PVU","49-0027","Provo Municipal","Provo","UT","DEN","GA",3,10384,"PVU",2008,112961
"PVU","49-0027","Provo Municipal","Provo","UT","DEN","GA",3,10889,"PVU",2009,47092
"RIF","49-0028","Richfield Municipal","Richfield","UT","DEN","GA",3,,"",,
"74V","49-0047","Roosevelt Municipal","Roosevelt","UT","DEN","GA",2,,"",,
"SLC","49-0033","Salt Lake City International","Salt Lake City","UT","DEN","P",1,8450,"SLC",2004,413246
"SLC","49-0033","Salt Lake City International","Salt Lake City","UT","DEN","P",1,8943,"SLC",2005,455214
"SLC","49-0033","Salt Lake City International","Salt Lake City","UT","DEN","P",1,9437,"SLC",2006,419488
"SLC","49-0033","Salt Lake City International","Salt Lake City","UT","DEN","P",1,9937,"SLC",2007,420996
"SLC","49-0033","Salt Lake City International","Salt Lake City","UT","DEN","P",1,10438,"SLC",2008,389915
"SLC","49-0033","Salt Lake City International","Salt Lake City","UT","DEN","P",1,10943,"SLC",2009,184343
"U42","49-0032","Salt Lake City Municipal 2","Salt Lake City","UT","DEN","R",2,,"",,
"U77","49-0034","Spanish Fork-Springville","Spanish Fork","UT","DEN","GA",3,,"",,
"+06V","49-0060","New","St. George","UT","DEN","",2,,"",,
"SGU","49-0030","St George Municipal","St. George","UT","DEN","P",2,,"",,
"TVY","49-0048","Bolinder Field-Tooele Valley","Tooele","UT","DEN","GA",1,,"",,
"VEL","49-0037","Vernal Regional","Vernal","UT","DEN","CS",2,,"",,
"ENV","49-0046","Wendover","Wendover","UT","DEN","GA",1,,"",,
"VJI","51-0001","Virginia Highlands","Abingdon","VA","WAS","GA",9,,"",,
"BCB","51-0002","Virginia Tech/Montgomery Executive","Blacksburg","VA","WAS","GA",9,,"",,
"0V4","51-0062","Brookneal/Campbell County","Brookneal","VA","WAS","GA",5,,"",,
"CHO","51-0004","Charlottesville-Albemarle","Charlottesville","VA","WAS","P",5,8106,"CHO",2004,71909
"CHO","51-0004","Charlottesville-Albemarle","Charlottesville","VA","WAS","P",5,8594,"CHO",2005,68030
"CHO","51-0004","Charlottesville-Albemarle","Charlottesville","VA","WAS","P",5,9086,"CHO",2006,69817
"CHO","51-0004","Charlottesville-Albemarle","Charlottesville","VA","WAS","P",5,9581,"CHO",2007,75906
"CHO","51-0004","Charlottesville-Albemarle","Charlottesville","VA","WAS","P",5,10081,"CHO",2008,89926
"CHO","51-0004","Charlottesville-Albemarle","Charlottesville","VA","WAS","P",5,10584,"CHO",2009,41802
"CJR","51-0010","Culpeper Regional","Culpeper","VA","WAS","GA",7,,"",,
"DAN","51-0011","Danville Regional","Danville","VA","WAS","GA",5,,"",,
"PSK","51-0012","New River Valley","Dublin","VA","WAS","GA",9,,"",,
"EMV","51-0013","Emporia-Greensville Regional","Emporia","VA","WAS","GA",4,,"",,
"FVX","51-0015","Farmville Regional","Farmville","VA","WAS","GA",5,,"",,
"FKN","51-0017","Franklin Municipal-John Beverly Rose","Franklin","VA","WAS","GA",4,,"",,
"FRR","51-0019","Front Royal-Warren County","Front Royal","VA","WAS","GA",10,,"",,
"HLX","51-0020","Twin County","Galax Hillsville","VA","WAS","GA",9,,"",,
"GDY","51-0022","Grundy Municipal","Grundy","VA","WAS","",,,"",,
"HSP","51-0024","Ingalls Field","Hot Springs","VA","WAS","GA",6,,"",,
"0VG","51-0084","Lee County","Jonesville","VA","WAS","GA",9,,"",,
"JYO","51-0027","Leesburg Executive","Leesburg","VA","WAS","R",10,,"",,
"LKU","51-0078","Louisa County/Freeman Field","Louisa","VA","WAS","GA",7,,"",,
"W45","51-0067","Luray Caverns","Luray","VA","WAS","GA",7,,"",,
"LYH","51-0029","Lynchburg Regional/Preston Glenn Field","Lynchburg","VA","WAS","P",6,8298,"LYH",2004,59760
"LYH","51-0029","Lynchburg Regional/Preston Glenn Field","Lynchburg","VA","WAS","P",6,8789,"LYH",2005,57141
"LYH","51-0029","Lynchburg Regional/Preston Glenn Field","Lynchburg","VA","WAS","P",6,9284,"LYH",2006,67705
"LYH","51-0029","Lynchburg Regional/Preston Glenn Field","Lynchburg","VA","WAS","P",6,9781,"LYH",2007,57453
"LYH","51-0029","Lynchburg Regional/Preston Glenn Field","Lynchburg","VA","WAS","P",6,10282,"LYH",2008,65484
"LYH","51-0029","Lynchburg Regional/Preston Glenn Field","Lynchburg","VA","WAS","P",6,10787,"LYH",2009,39521
"HEF","51-0030","Manassas Regional/Harry P. Davis Field","Manassas","VA","WAS","R",10,8216,"HEF",2004,136110
"HEF","51-0030","Manassas Regional/Harry P. Davis Field","Manassas","VA","WAS","R",10,8707,"HEF",2005,125593
"HEF","51-0030","Manassas Regional/Harry P. Davis Field","Manassas","VA","WAS","R",10,9201,"HEF",2006,121462
"HEF","51-0030","Manassas Regional/Harry P. Davis Field","Manassas","VA","WAS","R",10,9697,"HEF",2007,106679
"HEF","51-0030","Manassas Regional/Harry P. Davis Field","Manassas","VA","WAS","R",10,10198,"HEF",2008,113645
"HEF","51-0030","Manassas Regional/Harry P. Davis Field","Manassas","VA","WAS","R",10,10703,"HEF",2009,57218
"MKJ","51-0031","Mountain Empire","Marion/Wytheville","VA","WAS","GA",9,,"",,
"MTV","51-0032","Blue Ridge","Martinsville","VA","WAS","GA",5,,"",,
"MFV","51-0033","Accomack County","Melfa","VA","WAS","GA",2,,"",,
"PHF","51-0035","Newport News/Williamsburg International","Newport News","VA","WAS","P",1,8378,"PHF",2004,227747
"PHF","51-0035","Newport News/Williamsburg International","Newport News","VA","WAS","P",1,8870,"PHF",2005,223871
"PHF","51-0035","Newport News/Williamsburg International","Newport News","VA","WAS","P",1,9364,"PHF",2006,231357
"PHF","51-0035","Newport News/Williamsburg International","Newport News","VA","WAS","P",1,9863,"PHF",2007,194587
"PHF","51-0035","Newport News/Williamsburg International","Newport News","VA","WAS","P",1,10364,"PHF",2008,113860
"PHF","51-0035","Newport News/Williamsburg International","Newport News","VA","WAS","P",1,10869,"PHF",2009,53107
"CPK","51-0006","Chesapeake Regional","Norfolk","VA","WAS","GA",4,,"",,
"PVG","51-0040","Hampton Roads Executive","Norfolk","VA","WAS","R",3,,"",,
"ORF","51-0036","Norfolk International","Norfolk","VA","WAS","P",2,8360,"ORF",2004,122962
"ORF","51-0036","Norfolk International","Norfolk","VA","WAS","P",2,8852,"ORF",2005,122023
"ORF","51-0036","Norfolk International","Norfolk","VA","WAS","P",2,9346,"ORF",2006,129393
"ORF","51-0036","Norfolk International","Norfolk","VA","WAS","P",2,9845,"ORF",2007,134389
"ORF","51-0036","Norfolk International","Norfolk","VA","WAS","P",2,10346,"ORF",2008,109871
"ORF","51-0036","Norfolk International","Norfolk","VA","WAS","P",2,10851,"ORF",2009,47714
"OMH","51-0037","Orange County","Orange","VA","WAS","GA",7,,"",,
"PTB","51-0039","Dinwiddie County","Petersburg","VA","WAS","GA",4,,"",,
"W96","51-0041","New Kent County","Quinton","VA","WAS","GA",3,,"",,
"6V3","51-0053","Tazewell County","Richlands","VA","WAS","",,,"",,
"FCI","51-0007","Chesterfield County","Richmond","VA","WAS","R",7,,"",,
"RIC","51-0043","Richmond International","Richmond","VA","WAS","P",3,8411,"RIC",2004,133264
"RIC","51-0043","Richmond International","Richmond","VA","WAS","P",3,8903,"RIC",2005,134414
"RIC","51-0043","Richmond International","Richmond","VA","WAS","P",3,9397,"RIC",2006,121259
"RIC","51-0043","Richmond International","Richmond","VA","WAS","P",3,9896,"RIC",2007,123092
"RIC","51-0043","Richmond International","Richmond","VA","WAS","P",3,10397,"RIC",2008,117466
"RIC","51-0043","Richmond International","Richmond","VA","WAS","P",3,10902,"RIC",2009,52782
"OFP","51-0023","Hanover County Municipal","Richmond/Ashland","VA","WAS","GA",7,,"",,
"ROA","51-0045","Roanoke Regional/Woodrum Field","Roanoke","VA","WAS","P",6,8415,"ROA",2004,83780
"ROA","51-0045","Roanoke Regional/Woodrum Field","Roanoke","VA","WAS","P",6,8907,"ROA",2005,85894
"ROA","51-0045","Roanoke Regional/Woodrum Field","Roanoke","VA","WAS","P",6,9401,"ROA",2006,80096
"ROA","51-0045","Roanoke Regional/Woodrum Field","Roanoke","VA","WAS","P",6,9901,"ROA",2007,79884
"ROA","51-0045","Roanoke Regional/Woodrum Field","Roanoke","VA","WAS","P",6,10402,"ROA",2008,63739
"ROA","51-0045","Roanoke Regional/Woodrum Field","Roanoke","VA","WAS","P",6,10907,"ROA",2009,26489
"+00D","51-0046","Rocky Mount","Rocky Mount","VA","WAS","",,,"",,
"W78","51-0047","William M Tuck","South Boston","VA","WAS","GA",5,,"",,
"AVC","51-0070","Mecklenburg-Brunswick Regional","South Hill","VA","WAS","GA",5,,"",,
"RMN","51-0069","Stafford Regional","Stafford","VA","WAS","R",1,,"",,
"SHD","51-0049","Shenandoah Valley Regional","Staunton/Waynesboro/Harrisonburg","VA","WAS","CS",6,,"",,
"SFQ","51-0050","Suffolk Executive","Suffolk","VA","WAS","GA",4,,"",,
"TGI","51-0051","Tangier Island","Tangier","VA","WAS","GA",2,,"",,
"XSA","51-0081","Tappahannock-Essex County","Tappahannock","VA","WAS","GA",1,,"",,
"HWY","51-0068","Warrenton-Fauquier","Warrenton","VA","WAS","R",1,,"",,
"DCA","51-0082","Ronald Reagan Washington National","Washington","VA","WAS","P",8,8138,"DCA",2004,271480
"DCA","51-0082","Ronald Reagan Washington National","Washington","VA","WAS","P",8,8626,"DCA",2005,278134
"DCA","51-0082","Ronald Reagan Washington National","Washington","VA","WAS","P",8,9118,"DCA",2006,278471
"DCA","51-0082","Ronald Reagan Washington National","Washington","VA","WAS","P",8,9613,"DCA",2007,279488
"DCA","51-0082","Ronald Reagan Washington National","Washington","VA","WAS","P",8,10113,"DCA",2008,277921
"DCA","51-0082","Ronald Reagan Washington National","Washington","VA","WAS","P",8,10617,"DCA",2009,136625
"IAD","51-0083","Washington Dulles International","Washington","VA","WAS","P",10,8241,"IAD",2004,502519
"IAD","51-0083","Washington Dulles International","Washington","VA","WAS","P",10,8732,"IAD",2005,553021
"IAD","51-0083","Washington Dulles International","Washington","VA","WAS","P",10,9226,"IAD",2006,424127
"IAD","51-0083","Washington Dulles International","Washington","VA","WAS","P",10,9723,"IAD",2007,419127
"IAD","51-0083","Washington Dulles International","Washington","VA","WAS","P",10,10224,"IAD",2008,391626
"IAD","51-0083","Washington Dulles International","Washington","VA","WAS","P",10,10729,"IAD",2009,183769
"FYJ","51-0057","Middle Peninsula Regional","West Point","VA","WAS","GA",1,,"",,
"+08X","51-0086","James City","Williamsburg","VA","WAS","",1,,"",,
"OKV","51-0059","Winchester Regional","Winchester","VA","WAS","GA",10,,"",,
"LNP","51-0060","Lonesome Pine","Wise","VA","WAS","GA",9,,"",,
"STT","78-0001","Cyril E King","Charlotte Amalie","VI","ORL","P",1,8468,"STT",2004,86065
"STT","78-0001","Cyril E King","Charlotte Amalie","VI","ORL","P",1,8961,"STT",2005,83034
"STT","78-0001","Cyril E King","Charlotte Amalie","VI","ORL","P",1,9455,"STT",2006,79410
"STT","78-0001","Cyril E King","Charlotte Amalie","VI","ORL","P",1,9955,"STT",2007,84332
"STT","78-0001","Cyril E King","Charlotte Amalie","VI","ORL","P",1,10456,"STT",2008,79544
"STT","78-0001","Cyril E King","Charlotte Amalie","VI","ORL","P",1,10961,"STT",2009,40548
"STX","78-0002","Henry E Rohlsen","Christiansted","VI","ORL","P",1,8469,"STX",2004,56141
"STX","78-0002","Henry E Rohlsen","Christiansted","VI","ORL","P",1,8962,"STX",2005,54095
"STX","78-0002","Henry E Rohlsen","Christiansted","VI","ORL","P",1,9456,"STX",2006,49693
"STX","78-0002","Henry E Rohlsen","Christiansted","VI","ORL","P",1,9956,"STX",2007,57110
"STX","78-0002","Henry E Rohlsen","Christiansted","VI","ORL","P",1,10457,"STX",2008,53144
"STX","78-0002","Henry E Rohlsen","Christiansted","VI","ORL","P",1,10962,"STX",2009,23668
"MPV","50-0001","Edward F Knapp State","Barre/Montpelier","VT","ANE","GA",1,,"",,
"DDH","50-0003","William H. Morse State","Bennington","VT","ANE","",,,"",,
"BTV","50-0005","Burlington International","Burlington","VT","ANE","P",1,8093,"BTV",2004,108832
"BTV","50-0005","Burlington International","Burlington","VT","ANE","P",1,8581,"BTV",2005,105343
"BTV","50-0005","Burlington International","Burlington","VT","ANE","P",1,9073,"BTV",2006,98318
"BTV","50-0005","Burlington International","Burlington","VT","ANE","P",1,9568,"BTV",2007,94048
"BTV","50-0005","Burlington International","Burlington","VT","ANE","P",1,10068,"BTV",2008,90774
"BTV","50-0005","Burlington International","Burlington","VT","ANE","P",1,10571,"BTV",2009,35659
"1B3","50-0006","Fair Haven Municipal","Fair Haven","VT","ANE","GA",,,"",,
"FSO","50-0007","Franklin County State","Highgate","VT","ANE","GA",1,,"",,
"6B8","50-0009","Caledonia County","Lyndonville","VT","ANE","",,,"",,
"6B0","50-0011","Middlebury State","Middlebury","VT","ANE","GA",1,,"",,
"MVL","50-0012","Morrisville-Stowe State","Morrisville","VT","ANE","GA",1,,"",,
"EFK","50-0013","Newport State","Newport","VT","ANE","GA",1,,"",,
"2B9","50-0019","Post Mills","Post Mills","VT","ANE","",,,"",,
"RUT","50-0015","Rutland - Southern Vermont Regional","Rutland","VT","ANE","GA",1,,"",,
"VSF","50-0016","Hartness State (Springfield)","Springfield","VT","ANE","GA",1,,"",,
"0B7","50-0017","Warren-Sugarbush","Warren","VT","ANE","",,,"",,
"74S","53-0001","Anacortes","Anacortes","WA","SEA","GA",2,,"",,
"AWO","53-0002","Arlington Municipal","Arlington","WA","SEA","GA",2,,"",,
"S50","53-0003","Auburn Municipal","Auburn","WA","SEA","R",9,,"",,
"BLI","53-0005","Bellingham International","Bellingham","WA","SEA","P",2,8083,"BLI",2004,81621
"BLI","53-0005","Bellingham International","Bellingham","WA","SEA","P",2,8571,"BLI",2005,82100
"BLI","53-0005","Bellingham International","Bellingham","WA","SEA","P",2,9063,"BLI",2006,74035
"BLI","53-0005","Bellingham International","Bellingham","WA","SEA","P",2,9557,"BLI",2007,74274
"BLI","53-0005","Bellingham International","Bellingham","WA","SEA","P",2,10057,"BLI",2008,64933
"BLI","53-0005","Bellingham International","Bellingham","WA","SEA","P",2,10560,"BLI",2009,32673
"4W6","53-0171","Blaine Municipal","Blaine","WA","SEA","",,,"",,
"PWT","53-0007","Bremerton National","Bremerton","WA","SEA","GA",6,,"",,
"S97","53-0009","Anderson Field","Brewster","WA","SEA","",,,"",,
"BVS","53-0010","Skagit Regional","Burlington/Mount Vernon","WA","SEA","GA",2,,"",,
