"state_name","year","sf1_fuel_revenue_for_highways","sf1_vehicle_revenue_for_highways","sf1_toll_revenue_for_highways","state_user","sf1_general_funds_for_highways","sf1_other_imposts_for_highways","sf1_miscellaneous_for_highways","state_non_user","sf1_bonds_original_for_highways","state_bonds","lgf1_fuel_vehicle_revenue_for_highways","lgf1_toll_revenue_for_highways","local_user","lgf1_general_funds_for_highways","lgf1_property_tax_funds_for_highways","lgf1_other_imposts_for_highways","lgf1_miscellanious_for_highways","local_non_user","lgf1_bonds_original_for_highways","local_bonds","sf1_fhwa_funds_for_highways","sf1_other_federal_funds_for_highways","lgf1_fhwa_funds_for_highways","lgf1_other_federal_funds_for_highways","federal"
"Missouri",2004,775064369.641602,271060084.047786,0,1046124453.68939,0,257110907.097681,17883474.0688686,274994381.166549,295063327.055516,295063327.055516,0,928153.759662684,928153.759662684,175740148.418833,104817557.273366,298440060.154603,67989222.2066058,646986988.053408,73355495.9943781,73355495.9943781,762104924.806746,13305403.2326072,0,2580692.90231904,777991020.941672
"Missouri",2005,757085601.665324,268593064.732742,0,1025678666.39807,7761661.29465485,233467134.300295,16873455.8152028,258102251.410153,0,0,0,0,0,230911295.729251,203407947.891485,402536551.168413,116286910.556003,953142705.345152,19000290.0886382,19000290.0886382,830966346.763363,9427396.18587161,0,3733728.17620199,844127471.125436
"Missouri",2006,724808364.856148,317549569.603922,0,1042357934.46007,0,215143664.30138,34574146.0456715,249717810.347052,382314557.60547,382314557.60547,0,0,0,235732346.793962,253887344.858728,394841660.430912,89672227.0674752,974133579.151077,20167309.7664817,20167309.7664817,779435741.710747,28377911.4952909,0,4220921.42949297,812034574.635531
"Missouri",2007,704183000,302893000,0,1007076000,7019000,304435000,1316698000,1628152000,1268050000,1268050000,0,0,0,148209000,153331000,368455000,77342000,747337000,26384000,26384000,807350000,65506000,0,6055000,878911000
"Montana",1995,213770107.110217,52790220.435021,0,266560327.545239,0,7427264.85103272,14404613.0506306,21831877.9016633,0,0,16642547.9802596,0,16642547.9802596,18519384.7559861,34321797.1120453,350905.867300311,2233566.80679949,55425654.5421312,4241447.26740998,4241447.26740998,200354145.859989,13500411.6249315,0,11675992.3231585,225530549.808079
"Montana",1996,233797847.686833,54323300.7117438,0,288121148.398576,0,0,3071587.54448399,3071587.54448399,0,0,17674030.9608541,0,17674030.9608541,18661985.0533808,35511067.2597865,344437.366548043,1723604.27046263,56241093.9501779,4160179.71530249,4160179.71530249,241086312.455516,11023413.1672598,0,7160895.37366548,259270620.996441
"Montana",1997,225840065.224854,56375926.1929283,0,282215991.417782,0,0,2473479.91761071,2473479.91761071,0,0,11771248.541023,0,11771248.541023,5089161.00240302,28317174.7339513,10118159.9725369,11142281.8400275,54666777.5489186,8530702.71198077,8530702.71198077,216400095.43426,11041100.2403021,0,15104772.0562993,242545967.730862
"Montana",1998,220893681.418919,53178432.4324324,0,274072113.851351,0,0,3851130.40540541,3851130.40540541,0,0,14030655.7432432,0,14030655.7432432,3608920.94594595,27650901.0135135,10261607.4324324,11117414.1891892,52638843.5810811,8807005.06756757,8807005.06756757,227967543.243243,10845601.3513514,0,16476971.2837838,255290115.878378
"Montana",1999,206666359.465258,64218397.4253177,0,270884756.890576,0,0,3948159.43224955,3948159.43224955,0,0,14894671.3979205,0,14894671.3979205,35772717.2800792,45879111.4045222,0,3700988.61198218,85352817.2965836,6893173.46096716,6893173.46096716,285583532.26605,7404606.70077571,0,9671215.71216372,302659354.67899
"Montana",2000,249474990.515994,49373577.8813696,0,298848568.397364,0,0,2888811.44510529,2888811.44510529,0,0,15673338.6915287,0,15673338.6915287,44857248.9953384,48278749.0757113,0,2904177.46343032,96040175.53448,6927513.26153352,6927513.26153352,307977263.783958,6810987.62256872,0,3536745.21781064,318324996.624337
"Montana",2001,215981204.792685,49761440.6432288,0,265742645.435914,0,0,3084423.14362289,3084423.14362289,0,0,17844693.9933785,0,17844693.9933785,18539191.5497399,34030380.2617058,5275920.85763834,6409973.82941826,64255466.4985023,33813114.2992275,33813114.2992275,314417756.266751,13506909.979505,0,12937999.6846918,340862665.930947
"Montana",2002,213923286.937902,86319858.6723769,0,300243145.610278,0,0,4074381.15631692,4074381.15631692,0,0,18167792.2912206,0,18167792.2912206,23238837.2591006,34652952.8907923,5062516.05995717,6502683.08351178,69456989.2933619,35702008.5653105,35702008.5653105,342996124.197002,13486640.2569593,0,10125032.1199143,366607796.573876
"Montana",2003,211491706.901703,83285993.7257245,0,294777700.627428,0,0,3340388.70630415,3340388.70630415,0,0,12975988.0489991,0,12975988.0489991,50302184.0454138,65848617.2691963,0,3524841.94801315,119675643.262623,21013389.3038542,21013389.3038542,365852889.752017,16484169.7042127,0,11860938.4523454,394197997.908575
"Montana",2004,186368572.593113,53806047.5052705,0,240174620.098384,0,0,2689294.72944483,2689294.72944483,0,0,12696337.3155306,0,12696337.3155306,92389925.509487,63191708.5031623,0,3383450.73787772,158965084.750527,19968181.3070977,19968181.3070977,347017545.467322,21860316.2333099,0,9263623.89318341,378141485.593816
"Montana",2005,129852432.984153,85467070.6419554,0,215319503.626108,0,7050220.25248456,2479880.20413645,9530100.45662101,139881077.08837,139881077.08837,30613361.5363954,0,30613361.5363954,8454915.12221327,66260302.1756648,5817769.00349181,5604871.60891754,86137857.9102874,4557502.01450443,4557502.01450443,321374501.208703,19034524.8455547,0,12933249.2613484,353342275.315606
"Montana",2006,198311365.501226,71551144.3684686,0,269862509.869694,0,4153090.69797446,8422315.83021546,12575406.5281899,0,0,31172332.0861824,0,31172332.0861824,7941334.27944781,68745418.6556573,5812888.14346536,4363777.06102438,86863418.1395949,4465523.15830215,4465523.15830215,284313538.898207,9428471.68107341,0,0,293742010.57928
"Montana",2007,191791000,111969000,0,303760000,3441000,6826000,5514000,15781000,0,0,27657000,0,27657000,36631000,119057000,10899000,24083000,190670000,16286000,16286000,293035000,11159000,0,8105000,312299000
"Nebraska",1995,340464597.696947,71490154.2679583,0,411954751.964906,32551251.3251691,135703015.902029,6428420.76402851,174682687.991226,0,0,12609314.5677207,1456040.94315482,14065355.5108755,21846438.3110949,203445320.782307,16330955.2184244,14331811.0034729,255954525.315299,44059798.9398647,44059798.9398647,215962904.770609,4317161.39645403,53713350.3929812,4090019.00932188,278083435.569366
"Nebraska",1996,352112791.814947,76951276.5124555,0,429064068.327402,55552219.2170819,143577936.654804,12318951.2455516,211449107.117438,0,0,12711581.4946619,1437281.85053381,14148863.3451957,25627274.0213523,212900563.345196,19418896.797153,14459282.2064057,272406016.370107,42024193.5943061,42024193.5943061,232668149.822064,4211207.47330961,67382154.4483986,4978041.28113879,309239553.024911
"Nebraska",1997,362561018.194301,74125093.0312393,0,436686111.225541,19242279.0937178,145112189.152077,10671924.133196,175026392.378991,0,0,16562334.0199107,1493112.2554068,18055446.2753175,83838526.6048747,196281364.915894,12304502.917954,19640168.8980433,312064563.336766,56833978.0295228,56833978.0295228,193520748.02609,4949694.47305184,65530126.3302437,3831227.60041195,267831796.429797
"Nebraska",1998,338945226.351351,89146537.1621622,0,428091763.513514,16119039.527027,152870500.337838,11440360.1351351,180429900,0,0,24187305.7432432,1711613.51351351,25898919.2567568,247684738.851351,149022061.148649,13318829.0540541,21115282.4324324,431140911.486486,24741696.2837838,24741696.2837838,219942336.486486,2716782.77027027,81075579.7297297,11845388.1756757,315580087.162162
"Nebraska",1999,338676613.302525,83420151.8402377,0,422096765.142763,20634819.2771084,145155008.417231,9948625.51576168,175738453.210101,0,0,23449674.203664,1907685.42663806,25357359.630302,54823276.7783463,141367247.070474,15010368.3776201,11251531.2757881,222452423.502228,78363667.932002,78363667.932002,217102752.929526,1981310.777356,67134487.2091104,12947543.8191121,299166094.735105
"Nebraska",2000,335619450.249156,80141468.5741842,0,415760918.82334,22027187.2689278,163610960.617264,8423139.04516959,194061286.931362,0,0,19558380.3247066,1882337.24481595,21440717.5695226,110007886.191931,168172107.056743,15786022.8259122,23703363.767883,317669379.842469,51342989.2300273,51342989.2300273,272283283.716444,2157645.07313937,0,13643743.7710979,288084672.560682
"Nebraska",2001,355460929.213306,82772052.3411635,0,438232981.55447,0,165041755.636134,4835109.56960429,169876865.205739,0,0,22763947.0282201,1922740.97430238,24686688.0025225,202344939.933785,178479592.621788,10648543.9066688,21864742.2355352,413337818.697777,0,0,217159213.306007,2565747.75342898,70376589.6263598,13997956.1721583,304099506.857954
"Nebraska",2002,348232873.66167,91163059.9571735,0,439395933.618844,41221430.4068523,183185102.783726,24631486.0813704,249038019.271949,0,0,22968349.0364026,1962867.23768737,24931216.2740899,218653175.588865,188741077.087794,10640421.8415418,21865683.0835118,439900357.601713,0,0,203970051.391863,2910794.43254818,0,9747.32334047109,206890593.147752
"Nebraska",2003,343816082.461906,81207027.188527,0,425023109.650433,40001363.0116522,161027680.011951,33297975.2016731,234327018.225276,0,0,21798803.1072602,1956394.38302958,23755197.4902898,187849561.398267,196422472.064535,10872031.0726023,23444602.0316702,418588666.567075,12458328.9512997,12458328.9512997,250031724.230654,1525606.81207051,0,9520.16731401255,251566851.210039
"Nebraska",2004,330866102.600141,70020188.3345046,0,400886290.934645,42652527.8988053,163427836.120871,1240523.96345748,207320887.983134,0,0,21328503.1623331,1867503.58397751,23196006.7463106,230674759.24104,197735937.034434,10842269.0091356,24213729.0231904,463466694.3078,11955157.8355587,11955157.8355587,258420846.661982,10124601.2649332,0,8956.85172171469,268554404.778637
"Nebraska",2005,322522435.401558,90257796.9379533,0,412780232.339511,30574847.4348644,155335930.163846,11260025.5170561,197170803.115767,0,0,20172830.5130271,1864724.41579371,22037554.9288208,259736961.052914,220120928.283642,10426623.1533709,24905785.6567284,515190298.146656,6942166.80096696,6942166.80096696,301894924.523234,3547576.68546871,0,11768.1976900349,305454269.406393
"Nebraska",2006,316881539.6723,70989999.2259063,0,387871538.898207,49100199.9741969,140422974.841956,20166282.0281254,209689456.844278,0,0,20153949.1678493,2043143.85240614,22197093.0202554,213311206.812024,216328646.626242,10616537.2210037,25143618.8878854,465400009.547155,7135587.40807638,7135587.40807638,262096918.849181,3839630.49929041,0,0,265936549.348471
"Nebraska",2007,330467000,78118000,0,408585000,50796000,136007000,19114000,205917000,0,0,18068000,1891000,19959000,711099000,44528000,8571000,22723000,786921000,0,0,233566000,13756000,0,1559000,248881000
"Nevada",1995,313852537.378907,103834647.779199,0,417687185.158106,1997688.17400841,0,21485340.1571925,23483028.3312009,0,0,126026167.793822,0,126026167.793822,0,3739113.14202157,0,250439.042222628,3989552.1842442,43614250.4112594,43614250.4112594,188468483.641016,3140680.31438494,0,198021.568269055,191807185.52367
"Nevada",1996,328407563.345196,95933602.4911032,0,424341165.836299,11729297.1530249,0,21306923.8434164,33036220.9964413,0,0,133991805.338078,0,133991805.338078,0,3712269.39501779,0,256556.227758007,3968825.6227758,36812275.088968,36812275.088968,175390908.896797,1978743.06049822,0,423813.879003559,177793465.836299
"Nevada",1997,346966745.966358,99212660.48747,0,446179406.453828,15140322.3480947,0,21416316.168898,36556638.5169928,0,0,122063294.198421,0,122063294.198421,0,3140731.54823206,0,248852.042567799,3389583.59079986,51021505.3209749,51021505.3209749,176248775.489186,1713250.60075524,0,265259.869550292,178227285.959492
"Nevada",1998,375588826.351351,121723709.459459,0,497312535.810811,1793695.60810811,0,24586951.3513514,26380646.9594595,0,0,135119238.175676,0,135119238.175676,0,3285975,0,212606.081081081,3498581.08108108,36179365.2027027,36179365.2027027,160693865.878378,1914800.33783784,0,222025.337837838,162830691.554054
"Nevada",1999,341605850.470375,102161747.81317,0,443767598.283545,0,0,27196678.6598449,27196678.6598449,0,0,131589537.54745,0,131589537.54745,0,3386766.13302525,0,219561.313748143,3606327.44677339,37283351.7082027,37283351.7082027,231781807.228916,1824856.90708038,0,180119.161577818,233786783.297574
"Nevada",2000,363712373.251889,94654672.8821733,0,458367046.134062,0,0,19275389.4872207,19275389.4872207,0,0,134022411.830895,0,134022411.830895,0,3563635.74987944,0,230490.274875422,3794126.02475486,36312462.3050957,36312462.3050957,205647264.748433,2212706.63880405,0,115245.137437711,207975216.524675
"Nevada",2001,465117446.634085,104232403.594514,0,569349850.228599,17420209.0493457,0,22147313.5740186,39567522.6233643,127380647.643071,127380647.643071,137731549.739871,0,137731549.739871,16507189.6578906,3711103.57874823,0,241127.542172474,20459420.7788113,37813068.5795365,37813068.5795365,182016129.906984,1911438.12076305,0,243639.287403437,184171207.315151
"Nevada",2002,466915064.239829,101957002.141328,0,568872066.381156,3828261.24197002,0,25812130.620985,29640391.862955,0,0,139344079.229122,0,139344079.229122,16655738.75803,0,0,242464.668094218,16898203.4261242,38153460.385439,38153460.385439,202481147.751606,3370137.04496788,0,238809.421841542,206090094.218415
"Nevada",2003,479089329.847625,216926532.41709,249904.391992829,696265766.656708,5013558.11174186,0,8302775.91873319,13316334.0304751,237388942.037646,237388942.037646,141523237.227368,0,141523237.227368,16918527.3379145,0,0,246334.329250075,17164861.6671646,37264314.9088736,37264314.9088736,242087144.607111,1145990.14042426,0,243954.287421572,243477089.034957
"Nevada",2004,487734164.441321,223885465.63598,283260.435699227,711902890.513001,13418483.4855938,0,10117883.626142,23536367.1117358,0,0,101636755.305692,0,101636755.305692,0,0,117732217.849614,352676.036542516,118084893.886156,223921293.042867,223921293.042867,241354685.31272,3382331.13141251,0,254150.667603654,244991167.111736
"Nevada",2005,377799799.623959,121411425.731937,556314.79989256,499767540.155788,39898469.5138329,0,26137167.0695676,66035636.5834005,203326640.343809,203326640.343809,101754256.244964,0,101754256.244964,0,0,173952149.073328,1620801.7727639,175572950.846092,288855761.482675,288855761.482675,215858701.047542,6078809.02497986,0,4579968.57373086,226517478.646253
"Nevada",2006,478397816.539801,136526818.733067,636170.042575152,615560805.315443,96752316.6043091,0,69741297.1229519,166493613.727261,205546643.529867,205546643.529867,101659767.255838,0,101659767.255838,0,0,179236541.607535,1665963.87562895,180902505.483163,241518513.740163,241518513.740163,228443626.370791,1658769.70713456,0,416234.034318153,230518630.112244
"Nevada",2007,502929000,235798000,1348000,740075000,21000,0,103217000,103238000,199999000,199999000,98888000,0,98888000,327411000,0,187693000,14253000,529357000,203000000,203000000,309462000,7167000,0,0,316629000
"New Hampshire",1995,155691545.969658,91210772.8020471,70050129.7751782,316952448.546884,0,0,37998300.4935112,37998300.4935112,1592908.79181137,1592908.79181137,106822443.794553,0,106822443.794553,10311681.9594224,96815074.3922501,0,0,107126756.351672,2419940.0475233,2419940.0475233,107553376.348017,1224530.4331932,0,330521.294096143,109108428.075306
"New Hampshire",1996,138589973.309609,85159658.3629893,70734394.6619217,294484026.33452,0,0,28215515.3024911,28215515.3024911,1006380.78291815,1006380.78291815,112142002.846975,0,112142002.846975,11012073.6654804,96136296.0854093,0,0,107148369.75089,2042527.75800712,2042527.75800712,119954919.572954,976614.590747331,0,250886.476868327,121182420.640569
"New Hampshire",1997,145582546.858908,85937361.1397185,71616062.8218332,303135970.82046,0,0,26387887.7445932,26387887.7445932,3585110.19567456,3585110.19567456,173936639.20357,0,173936639.20357,0,58682593.2028836,0,0,58682593.2028836,0,0,132750258.839684,1650353.93065568,0,300810.161345692,134701422.931686
"New Hampshire",1998,153124820.27027,89001211.4864865,73184933.7837838,315310965.540541,0,0,13404947.972973,13404947.972973,0,0,175576291.554054,0,175576291.554054,0,56629917.2297297,0,0,56629917.2297297,0,0,125241129.054054,1330806.41891892,0,368696.621621622,126940632.094595
"New Hampshire",1999,156609009.407493,84861105.1328602,74883555.3721736,316353669.912527,0,0,15360088.7935303,15360088.7935303,132862204.324146,132862204.324146,210560614.622875,0,210560614.622875,0,48995041.4259779,0,0,48995041.4259779,0,0,161363103.482423,1598721.90130385,0,364182.538372669,163326007.922099
"New Hampshire",2000,136311948.561325,81524410.2234368,77102838.4504099,294939197.235171,10799749.8794406,0,25475577.8813696,36275327.7608102,0,0,212577339.01302,0,212577339.01302,0,49479859.5081177,0,0,49479859.5081177,0,0,162272836.52146,3097533.19402025,0,0,165370369.71548
"New Hampshire",2001,154992262.96705,92619349.519155,75619857.7959956,323231470.282201,0,0,17427744.2850386,17427744.2850386,7638217.24735929,7638217.24735929,221365130.695255,0,221365130.695255,0,51795954.280309,0,0,51795954.280309,0,0,156638711.965947,1513326.50165537,0,276291.975405959,158428330.443008
"New Hampshire",2002,153884648.82227,99840614.5610278,77555796.5738758,331281059.957173,0,0,8008644.53961456,8008644.53961456,10078732.3340471,10078732.3340471,227647518.201285,0,227647518.201285,0,52763479.6573876,0,0,52763479.6573876,0,0,183679779.443255,1574192.71948608,0,134025.695931478,185387997.858672
"New Hampshire",2003,170132530.02689,107853975.500448,77421570.6602928,355408076.187631,12201284.4338213,0,11664585.0014939,23865869.4353152,4712482.82043621,4712482.82043621,225580364.505527,0,225580364.505527,0,55141999.1036749,0,0,55141999.1036749,0,0,170444315.506424,981767.254257544,0,142802.509710188,171568885.270391
"New Hampshire",2004,163939496.275474,103168376.950105,72759865.354884,339867738.580464,0,0,9908517.21714687,9908517.21714687,5912641.74279691,5912641.74279691,226578119.184821,0,226578119.184821,0,54366970.3443429,0,0,54366970.3443429,0,0,142625547.997189,1807044.83485594,0,265346.732255798,144697939.564301
"New Hampshire",2005,156651828.632823,98582192.0494225,69525442.1165726,324759462.798818,0,0,9468049.95970991,9468049.95970991,5649804.7273704,5649804.7273704,196603789.954338,0,196603789.954338,0,54155106.0972334,0,0,54155106.0972334,0,0,136285357.775987,1726715.55197421,0,253551.16841257,138265624.496374
"New Hampshire",2006,153245038.575668,88400914.7206812,86419435.1696555,328065388.466004,11940264.2239711,0,14523998.4518127,26464262.6757838,10343158.818217,10343158.818217,198095540.446394,0,198095540.446394,0,54105285.7695781,0,0,54105285.7695781,0,0,184023746.871371,2062670.88117662,0,0,186086417.752548
"New Hampshire",2007,151965000,127053000,85397000,364415000,0,0,141417000,141417000,17357000,17357000,188732000,0,188732000,13525000,44719000,0,0,58244000,0,0,155572000,9180000,0,0,164752000
"New Jersey",1995,415937023.944434,397384150.246756,794916816.669713,1608237990.8609,0,0,233955202.705173,233955202.705173,0,0,0,29189252.7874246,29189252.7874246,992594759.276184,0,0,3836667.88521294,996431427.161396,8609570.09687443,8609570.09687443,735902021.202705,6485206.36081155,0,0,742387227.563517
"New Jersey",1996,320357934.519573,264617196.085409,793468880.071174,1378444010.67616,182575900.711744,0,380604707.47331,563180608.185053,1178973669.75089,1178973669.75089,0,25393396.797153,25393396.797153,746126460.142349,0,0,4768260.49822064,750894720.640569,8178615.65836299,8178615.65836299,784809753.024911,8447928.82562278,0,0,793257681.850534
"New Jersey",1997,460869880.878819,309105685.204257,792150744.249914,1562126310.33299,0,0,187962596.635771,187962596.635771,764089258.153107,764089258.153107,0,23279971.8503261,23279971.8503261,1325987599.03879,0,0,3998040.50806728,1329985639.54686,8203913.49124614,8203913.49124614,709519560.247168,6963755.23515276,0,0,716483315.482321
"New Jersey",1998,350735444.594595,280002208.783784,776574660.135135,1407312313.51351,0,0,187268280.405405,187268280.405405,963794498.648649,963794498.648649,0,24476611.4864865,24476611.4864865,1407280018.91892,0,0,2115295.94594595,1409395314.86486,17371800.6756757,17371800.6756757,651242029.72973,4667914.52702703,209411607.432432,0,865321551.689189
"New Jersey",1999,533281562.634098,443611144.413269,829523679.154976,1806416386.20234,0,0,214917657.69929,214917657.69929,1342638469.38439,1342638469.38439,0,24864332.728173,24864332.728173,1881524761.84189,0,0,1939239.14837432,1883464000.99026,9999900.3135831,9999900.3135831,604253771.249381,3796964.51559663,143606246.575342,0,751656982.34032
"New Jersey",2000,665862074.586079,720110521.781064,870137922.199003,2256110518.56615,560848144.349783,0,238702131.168622,799550275.518405,2720702082.62337,2720702082.62337,0,38088517.9231635,38088517.9231635,1812128626.58737,0,0,3996445.2660344,1816125071.8534,9847056.74328886,9847056.74328886,732213822.215078,25001792.3163479,0,0,757215614.531426
"New Jersey",2001,663432291.34479,698039117.137001,853401862.525619,2214873271.00741,707838691.155605,0,290291187.450733,998129878.606338,1223442216.93205,1223442216.93205,0,39568778.4959798,39568778.4959798,1121553271.63803,0,0,2643611.85558884,1124196883.49362,107056861.106732,107056861.106732,756413332.177203,19708408.9547533,0,0,776121741.131956
"New Jersey",2002,429129565.310493,475914280.513919,895530458.244111,1800574304.06852,0,0,236920877.944326,236920877.944326,1422763177.73019,1422763177.73019,0,40825445.3961456,40825445.3961456,1297998657.38758,0,0,3053349.03640257,1301052006.42398,91510308.3511777,91510308.3511777,874788154.175589,4990629.5503212,0,0,879778783.72591
"New Jersey",2003,401108449.357634,393505405.73648,635411667.164625,1430025522.25874,0,0,159064145.503436,159064145.503436,1313872340.9023,1313872340.9023,0,34396364.5055273,34396364.5055273,1162508820.73499,0,0,1270942.33642068,1163779763.07141,13330614.2814461,13330614.2814461,874041801.015835,8114752.61428145,0,0,882156553.630117
"New Jersey",2004,262377535.910049,229968287.56149,988460242.304989,1480806065.77653,407269167.392832,0,111607970.484891,518877137.877723,1591273157.27337,1591273157.27337,0,34684288.6858749,34684288.6858749,1102910893.60506,0,0,2561659.5924104,1105472553.19747,14329843.1482783,14329843.1482783,851923114.265636,9789838.93183415,43898649.8945889,0,905611603.092059
"New Jersey",2005,271248398.066076,347920345.68896,948466451.517593,1567635195.27263,0,0,133510202.793446,133510202.793446,1679570012.35563,1679570012.35563,0,33497639.8066076,33497639.8066076,1225864267.79479,0,0,3441662.90625839,1229305930.70105,15232327.1555197,15232327.1555197,735249175.933387,7863295.72925061,53169786.9997314,0,796282258.662369
"New Jersey",2006,366009488.582118,493329827.119081,949778235.582506,1809117551.28371,0,0,178049503.805961,178049503.805961,2458322399.43233,2458322399.43233,0,32597805.1864276,32597805.1864276,1290738657.20552,0,0,4466550.8966585,1295205208.10218,38255504.8380854,38255504.8380854,634406443.55567,6469612.95316733,62131922.3326023,0,703007978.84144
"New Jersey",2007,360439000,471676000,945670000,1777785000,0,0,227258000,227258000,311264000,311264000,0,31671000,31671000,1355094000,0,0,3692000,1358786000,33452000,33452000,897752000,12465000,0,0,910217000
"New Mexico",1995,298367541.948455,187674941.326997,0,486042483.275452,0,10642203.2535186,19899711.5700969,30541914.8236154,0,0,4960731.49332846,0,4960731.49332846,38225442.8806434,7102567.72070919,0,5599933.46737342,50927944.068726,0,0,226188680.314385,2931010.41857065,0,2467989.39864741,231587680.131603
"New Mexico",1996,272252933.096085,205210963.701068,0,477463896.797153,0,992206.40569395,11657007.8291815,12649214.2348754,0,0,5017729.53736655,0,5017729.53736655,23709480.7829181,7053170.10676157,0,5723613.52313167,36486264.4128114,0,0,275367043.772242,4652030.60498221,0,2148835.58718861,282167909.964413
"New Mexico",1997,268568781.325094,243520866.117405,0,512089647.442499,10588517.6793683,0,29100648.4723653,39689166.1517336,135141699.622382,135141699.622382,4937388.60281497,0,4937388.60281497,24589863.3710951,6939143.49467903,0,5631986.61174047,37160993.4775146,0,0,217606070.717473,32725410.9165808,0,2190444.90216272,252521926.536217
"New Mexico",1998,278898810.135135,153889125.675676,0,432787935.810811,0,0,14550060.472973,14550060.472973,0,0,4868410.13513514,0,4868410.13513514,42272278.7162162,6842417.22972973,0,5551979.05405406,54666675,0,0,214624493.243243,33613290.5405405,0,1532647.63513514,249770431.418919
"New Mexico",1999,281522305.330913,255569369.202839,0,537091674.533751,0,11764279.2540023,7636000.66017495,19400279.9141773,413866502.723222,413866502.723222,119641.194916653,0,119641.194916653,73491247.4005611,28780938.4386862,21811510.1501898,19029523.6837762,143113219.673213,75389729.6583595,75389729.6583595,270993880.178247,36326222.1488694,0,16469728.0079221,323789830.335039
"New Mexico",2000,275369292.396721,299209669.828002,0,574578962.224723,25693263.1409741,15051014.9493651,31697534.8014789,72441812.8918181,393350861.597814,393350861.597814,0,0,0,40954280.3407812,34280306.3816107,37924613.7276965,24095197.2351712,137254397.68526,142239390.130204,142239390.130204,354830814.660023,24688069.4422119,0,11660246.9056422,391179131.007877
"New Mexico",2001,276162620.526565,273890746.965158,0,550053367.491723,0,8640403.59451364,42692133.6906826,51332537.2851963,288520407.062904,288520407.062904,0,0,0,192384614.2204,54138156.7081822,58788653.0033107,22041820.2743181,327353244.206212,22011679.3315466,22011679.3315466,379165524.830522,54406913.4478953,0,8965674.60192338,442538112.880341
"New Mexico",2002,292894882.226981,183034019.271949,0,475928901.498929,0,1986017.13062099,16538770.8779443,18524788.0085653,209363976.445396,209363976.445396,0,0,0,104983546.038544,47053985.0107066,57421481.7987152,17038321.1991435,226497334.047109,45395721.627409,45395721.627409,381041145.610278,32493920.7708779,0,15397115.6316917,428932182.012848
"New Mexico",2003,257167089.632507,181278265.90977,0,438445355.542277,0,2757278.45832088,19650815.3570362,22408093.815357,19872159.2470869,19872159.2470869,0,0,0,145888233.940843,53474779.8028085,68457143.1132357,20025671.9450254,287845828.801912,27446642.3662982,27446642.3662982,320422651.329549,36499131.4610099,0,11140975.7992232,368062758.589782
"New Mexico",2004,229069243.569923,268604787.069571,0,497674030.639494,0,3815618.83345046,10097730.7097681,13913349.5432186,913620148.137737,913620148.137737,0,0,0,136692753.338018,37364626.563598,59002141.1103303,13153136.753338,246212657.765285,63158120.3092059,63158120.3092059,292946151.229796,29896851.4406184,0,34615992.6914968,357458995.361911
"New Mexico",2005,260421656.191244,245862255.976363,0,506283912.167607,0,20571879.3983347,19605817.3515982,40177696.7499329,0,0,0,0,0,129872759.871072,48710709.9113618,71916525.919957,16476546.6022025,266976542.304593,56651033.8436745,56651033.8436745,257799487.778673,31460671.7700779,0,19496694.0639269,308756853.612678
"New Mexico",2006,154205973.938847,207785057.669978,0,361991031.608825,0,1078097.53580183,41082813.0563798,42160910.5921817,0,0,0,0,0,155790746.484325,49376661.5920526,75377414.2691266,30785902.4641982,311330724.809702,5702920.13933686,5702920.13933686,291999994.065282,35594690.2335183,0,20479742.2268094,348074426.52561
"New Mexico",2007,155911000,231766000,0,387677000,0,1049000,39974000,41023000,0,0,0,0,0,168041000,46691000,72541000,28648000,315921000,26321000,26321000,284119000,39762000,0,18499000,342380000
"New York",1995,1758498504.11259,825720818.863096,952255144.946079,3536474467.92177,438674559.31274,3902189.72765491,201922301.955767,644499050.996162,2285174721.98867,2285174721.98867,25386073.8439042,221718634.6189,247104708.462804,2633801885.21294,790027431.182599,34994488.0277828,510780618.899653,3969604423.32298,525917620.54469,525917620.54469,893043783.951746,17329799.3054286,0,35416739.9012977,945790323.158472
"New York",1996,1427563897.5089,768064143.772242,956709512.811388,3152337554.09253,662106421.708185,0,203891329.181495,865997750.88968,860619992.170818,860619992.170818,23502534.8754448,648949764.768683,672452299.644128,2662970015.30249,800367549.466192,34405465.8362989,511872197.508897,4009615228.11388,553335085.765125,553335085.765125,1055489330.24911,20883109.9644128,0,33297029.5373665,1109669469.75089
"New York",1997,1386941308.95984,859348999.656711,1009905852.72915,3256196161.34569,429617072.433917,0,353658404.737384,783275477.171301,1872141262.61586,1872141262.61586,27346378.3041538,606965172.33093,634311550.635084,2252305144.52454,816893747.339513,33296950.2231377,470562804.668726,3573058646.75592,863713481.634054,863713481.634054,1049880788.53416,9352461.3800206,0,60573595.2626159,1119806845.17679
"New York",1998,1461688337.16216,610955868.581081,1010336391.89189,3082980597.63514,0,1716995.94594595,413672227.027027,415389222.972973,1649496206.41892,1649496206.41892,23764784.7972973,276074378.716216,299839163.513513,1817253169.25676,833518104.054054,32827455.4054054,497472663.175676,3181071391.89189,910879805.405405,910879805.405405,1358757390.54054,12103744.9324324,0,58163910.472973,1429025045.94595
