"state_name","year","sf1_fuel_revenue_for_highways","sf1_vehicle_revenue_for_highways","sf1_toll_revenue_for_highways","state_user","sf1_general_funds_for_highways","sf1_other_imposts_for_highways","sf1_miscellaneous_for_highways","state_non_user","sf1_bonds_original_for_highways","state_bonds","lgf1_fuel_vehicle_revenue_for_highways","lgf1_toll_revenue_for_highways","local_user","lgf1_general_funds_for_highways","lgf1_property_tax_funds_for_highways","lgf1_other_imposts_for_highways","lgf1_miscellanious_for_highways","local_non_user","lgf1_bonds_original_for_highways","local_bonds","sf1_fhwa_funds_for_highways","sf1_other_federal_funds_for_highways","lgf1_fhwa_funds_for_highways","lgf1_other_federal_funds_for_highways","federal","cci_multiplier_for_conversion_to_2007_dollars"
"Florida",2005,1807525000,740004000,910573000,3458102000,234835000,106737000,137654000,479226000,1293931000,1293931000,655864000,69973000,725837000,489831000,254122000,1036462000,227071000,2007486000,276687000,276687000,1868942000,18679000,,111160000,1998781000,1.06983615363954
"Florida",2006,2127638000,997481000,998132000,4123251000,838872000,126360000,200136000,1165368000,345190000,345190000,677741000,70034000,747775000,571469000,319407000,1123453000,423785000,2438114000,384798000,384798000,1619692000,12019000,,88553000,1720264000,1.02773835634112
"Florida",2007,2193133000,1024594000,1124495000,4342222000,831179000,123827000,343508000,1298514000,1071728000,1071728000,674060000,72804000,746864000,878988000,417459000,1089071000,479873000,2865391000,466508000,466508000,2112390000,41257000,,64757000,2218404000,1
"Georgia",1995,376717000,3873000,14459000,395049000,,137613000,38426000,176039000,230257000,230257000,11504000,0,11504000,474844000,905000,328396000,32977000,837122000,54918000,54918000,551671000,3057000,0,2487000,557215000,1.45604094315482
"Georgia",1996,404725000,136573000,18171000,559469000,0,147841000,46640000,194481000,131797000,131797000,12406000,0,12406000,489528000,923000,352779000,34626000,877856000,47617000,47617000,550785000,3441000,0,3609000,557835000,1.41743772241993
"Georgia",1997,374373000,177789000,19138000,571300000,170236000,172819000,46681000,389736000,147471000,147471000,13303000,0,13303000,485683000,1714000,539320000,53759000,1080476000,2000000,2000000,437840000,3474000,0,550000,441864000,1.36731891520769
"Georgia",1998,415701000,181879000,20464000,618044000,102481000,135228000,52204000,289913000,179660000,179660000,14586000,,14586000,353074000,1818000,550106000,56977000,961975000,7075000,7075000,685067000,3476000,,325000,688868000,1.34560810810811
"Georgia",1999,401807000,219682000,21367000,642856000,154837000,134363000,56720000,345920000,155364000,155364000,,,0,316707000,1884000,643981000,60929000,1023501000,5855000,5855000,621171000,4651000,,460000,626282000,1.3147384056775
"Georgia",2000,389279000,227573000,21497000,638349000,238285000,172358000,79789000,490432000,3000000,3000000,,,0,328516000,1951000,664065000,62469000,1057001000,5807000,5807000,716843000,3546000,,338000,720727000,1.28050152708568
"Georgia",2001,288671000,147140000,21497000,457308000,,211524000,90382000,301906000,131920000,131920000,,,0,348660000,1965000,704508000,66178000,1121311000,6166000,6166000,719057000,6930000,,568000,726555000,1.25587261548163
"Georgia",2002,340341000,229602000,21465000,591408000,,162008000,92128000,254136000,207500000,207500000,20553000,,20553000,370267000,796000,479880000,82030000,932973000,385000,385000,869738000,6739000,,9382000,885859000,1.21841541755889
"Georgia",2003,373499000,281662000,21176000,676337000,203744000,217296000,90067000,511107000,,0,21581000,,21581000,476387000,860000,518270000,13091000,1008608000,393000,393000,792804000,11767000,,570000,805141000,1.19002091425157
"Georgia",2004,77456000,48794000,20719000,146969000,563557000,229001000,116810000,909368000,411296000,411296000,22444000,,22444000,479945000,894000,409366000,13746000,903951000,405000,405000,771693000,37529000,,,809222000,1.11960646521434
"Georgia",2005,422720000,191487000,14203000,628410000,,318711000,65286000,383997000,5661000,5661000,9105000,,9105000,506316000,100667000,234976000,77526000,919485000,7937000,7937000,746338000,13383000,,11208000,770929000,1.06983615363954
"Georgia",2006,334176000,267339000,16249000,617764000,,355269000,60036000,415305000,346067000,346067000,9470000,,9470000,552618000,106707000,251425000,83435000,994185000,8095000,8095000,883823000,10916000,,,894739000,1.02773835634112
"Georgia",2007,811041000,178324000,32632000,1021997000,159890000,,116282000,276172000,852284000,852284000,9857000,,9857000,692134000,9449000,135619000,7640000,844842000,87462000,87462000,1226966000,191849000,,6035000,1424850000,1
"Hawaii",1995,64239000,59430000,,123669000,,1672000,12321000,13993000,105496000,105496000,30179000,0,30179000,11811000,0,4356000,8669000,24836000,34192000,34192000,180514000,1175000,7805000,4864000,194358000,1.45604094315482
"Hawaii",1996,63697000,61885000,0,125582000,0,2519000,12031000,14550000,112331000,112331000,31274000,0,31274000,13654000,0,4761000,8386000,26801000,35717000,35717000,170833000,1039000,8603000,3406000,183881000,1.41743772241993
"Hawaii",1997,64395000,62316000,0,126711000,0,2775000,13319000,16094000,31805000,31805000,30570000,0,30570000,66654000,0,29403000,5373000,101430000,13701000,13701000,176119000,897000,14649000,871000,192536000,1.36731891520769
"Hawaii",1998,46706000,46316000,0,93022000,0,1708000,13028000,14736000,1149000,1149000,31556000,,31556000,15177000,,30703000,13573000,59453000,7947000,7947000,126479000,749000,17321000,4968000,149517000,1.34560810810811
"Hawaii",1999,50791000,51957000,,102748000,22122000,2040000,20329000,44491000,74599000,74599000,31367000,,31367000,39335000,,28042000,8368000,75745000,25000000,25000000,98281000,1145000,17390000,2112000,118928000,1.3147384056775
"Hawaii",2000,59845000,61111000,,120956000,2841000,,19673000,22514000,,0,33493000,,33493000,27988000,,30242000,4757000,62987000,25855000,25855000,81375000,1293000,11408000,2868000,96944000,1.28050152708568
"Hawaii",2001,65584000,68390000,,133974000,,2322000,19897000,22219000,50000000,50000000,34830000,,34830000,51090000,,33835000,4814000,89739000,53942000,53942000,148259000,996000,,2166000,151421000,1.25587261548163
"Hawaii",2002,61054000,66452000,,127506000,,2567000,13119000,15686000,70000000,70000000,38761000,,38761000,71282000,,35527000,4983000,111792000,35550000,35550000,135209000,1310000,,2231000,138750000,1.21841541755889
"Hawaii",2003,70460000,77019000,,147479000,14415000,2079000,15691000,32185000,,0,40875000,,40875000,34679000,,36259000,5232000,76170000,38007000,38007000,135085000,259000,,,135344000,1.19002091425157
"Hawaii",2004,72917000,99708000,,172625000,22128000,1756000,15829000,39713000,3900000,3900000,42595000,,42595000,37107000,,39160000,5650000,81917000,41229000,41229000,62237000,2382000,,,64619000,1.11960646521434
"Hawaii",2005,71118000,54219000,,125337000,10625000,43950000,14918000,69493000,55087000,55087000,116425000,,116425000,13215000,,30328000,21995000,65538000,108234000,108234000,158204000,2165000,26529000,1048000,187946000,1.06983615363954
"Hawaii",2006,76520000,95754000,,172274000,,,19405000,19405000,,0,123329000,,123329000,14143000,,31845000,20976000,66964000,253787000,253787000,120791000,733000,,,121524000,1.02773835634112
"Hawaii",2007,78175000,49319000,,127494000,,,22666000,22666000,,0,167166000,,167166000,73419000,,54760000,16956000,145135000,38000000,38000000,117932000,1369000,,130000,119431000,1
"Idaho",1995,147350000,83345000,,230695000,,,,0,,0,0,0,0,16702000,34167000,0,16604000,67473000,2031000,2031000,109615000,11578000,0,10192000,131385000,1.45604094315482
"Idaho",1996,174845000,84465000,0,259310000,0,0,0,0,0,0,1043000,0,1043000,7927000,46201000,0,20865000,74993000,5092000,5092000,119840000,10069000,0,15207000,145116000,1.41743772241993
"Idaho",1997,192045000,94091000,0,286136000,0,0,0,0,0,0,1009000,0,1009000,7828000,48465000,6774000,14698000,77765000,4120000,4120000,136143000,13043000,0,18548000,167734000,1.36731891520769
"Idaho",1998,192798000,97269000,0,290067000,0,0,0,0,0,0,755000,,755000,31000,49618000,6687000,16644000,72980000,2491000,2491000,107945000,10341000,,13576000,131862000,1.34560810810811
"Idaho",1999,204303000,103541000,,307844000,,,,0,,0,2890000,,2890000,10402000,52768000,7080000,16377000,86627000,2269000,2269000,156179000,6557000,,10644000,173380000,1.3147384056775
"Idaho",2000,195900000,118216000,,314116000,,,,0,,0,3556000,,3556000,7550000,56785000,9890000,19747000,93972000,1992000,1992000,181473000,5379000,,7108000,193960000,1.28050152708568
"Idaho",2001,158957000,90421000,,249378000,,,155000,155000,,0,3360000,,3360000,6349000,60296000,12380000,19961000,98986000,2605000,2605000,174028000,15418000,,15863000,205309000,1.25587261548163
"Idaho",2002,198257000,113706000,,311963000,,,147000,147000,,0,3554000,,3554000,19006000,60656000,5545000,23434000,108641000,1633000,1633000,198054000,15514000,,15633000,229201000,1.21841541755889
"Idaho",2003,199898000,129432000,,329330000,,,,0,,0,3507000,,3507000,10877000,72787000,7459000,24371000,115494000,1582000,1582000,207684000,16257000,,13895000,237836000,1.19002091425157
"Idaho",2004,189999000,123551000,,313550000,,,3376000,3376000,,0,3784000,,3784000,9370000,66304000,11834000,25292000,112800000,663000,663000,233435000,17572000,,16442000,267449000,1.11960646521434
"Idaho",2005,203695000,118552000,,322247000,,,3862000,3862000,,0,4123000,,4123000,10768000,69407000,15523000,35219000,130917000,24000,24000,254435000,16457000,36994000,15968000,323854000,1.06983615363954
"Idaho",2006,211718000,133156000,,344874000,,,3216000,3216000,199996000,199996000,4186000,,4186000,32919000,74867000,14233000,35640000,157659000,1769000,1769000,269944000,1774000,,16832000,288550000,1.02773835634112
"Idaho",2007,227747000,144482000,,372229000,,,81453000,81453000,,0,4378000,,4378000,17206000,84152000,14066000,36939000,152363000,336000,336000,325700000,8739000,,17911000,352350000,1
"Illinois",1995,1041545000,587911000,297554000,1927010000,,75343000,59610000,134953000,202911000,202911000,227051000,29665000,256716000,101860000,256600000,0,123512000,481972000,17500000,17500000,815283000,10055000,0,65000,825403000,1.45604094315482
"Illinois",1996,1068216000,587505000,308100000,1963821000,0,78155000,65745000,143900000,110671000,110671000,233996000,32389000,266385000,125523000,261739000,0,128646000,515908000,65171000,65171000,633173000,8305000,5502000,435000,647415000,1.41743772241993
"Illinois",1997,1093235000,634056000,317662000,2044953000,2306000,108291000,65234000,175831000,1559000,1559000,239991000,11696000,251687000,118274000,271800000,0,129458000,519532000,9000000,9000000,616139000,11924000,0,3202000,631265000,1.36731891520769
"Illinois",1998,1138063000,690763000,323409000,2152235000,26330000,84951000,66308000,177589000,31635000,31635000,241424000,25830000,267254000,153578000,271586000,,131154000,556318000,8750000,8750000,646718000,11915000,,8826000,667459000,1.34560810810811
"Illinois",1999,1136251000,669491000,334274000,2140016000,12266000,90263000,60282000,162811000,65853000,65853000,25776000,14865000,40641000,,464174000,,39665000,503839000,3455000,3455000,628531000,9687000,,16372000,654590000,1.3147384056775
"Illinois",2000,1182692000,954742000,345356000,2482790000,184052000,72874000,62318000,319244000,177328000,177328000,24498000,44574000,69072000,199640000,477172000,,39216000,716028000,156299000,156299000,841273000,12139000,,2083000,855495000,1.28050152708568
"Illinois",2001,1123747000,1020947000,345356000,2490050000,,,82288000,82288000,207162000,207162000,27845000,49447000,77292000,172620000,575702000,320525000,141829000,1210676000,217989000,217989000,891782000,11558000,,14404000,917744000,1.25587261548163
"Illinois",2002,1170205000,1207196000,361388000,2738789000,,,58913000,58913000,306806000,306806000,28958000,47580000,76538000,223555000,601609000,330141000,164558000,1319863000,222349000,222349000,871721000,16974000,,2068000,890763000,1.21841541755889
"Illinois",2003,1108047000,1016620000,387014000,2511681000,54048000,,31665000,85713000,429160000,429160000,27366000,43523000,70889000,268780000,812283000,242663000,169819000,1493545000,3380000,3380000,836519000,14406000,,14523000,865448000,1.19002091425157
"Illinois",2004,1147190000,1078564000,402152000,2627906000,11482000,10000,20693000,32185000,399424000,399424000,28461000,41692000,70153000,199531000,828528000,247516000,181093000,1456668000,3825000,3825000,869289000,17944000,,7870000,895103000,1.11960646521434
"Illinois",2005,1206866000,1177899000,604881000,2989646000,,52000,91922000,91974000,1147006000,1147006000,28985000,360000,29345000,,800351000,427280000,187795000,1415426000,300471000,300471000,847669000,14601000,,13297000,875567000,1.06983615363954
"Illinois",2006,1280110000,1207337000,596000000,3083447000,1900000,228000,129326000,131454000,1233102000,1233102000,30434000,352000,30786000,,801279000,435826000,191550000,1428655000,303476000,303476000,1006465000,15118000,,,1021583000,1.02773835634112
"Illinois",2007,1306940000,1564532000,604987000,3476459000,490334000,377000,106142000,596853000,732879000,732879000,31652000,256000,31908000,,833330000,443709000,194190000,1471229000,295375000,295375000,993786000,33171000,,,1026957000,1
"Indiana",1995,648806000,175488000,69294000,893588000,6279000,,39540000,45819000,10163000,10163000,31389000,0,31389000,2376000,53308000,0,64758000,120442000,38995000,38995000,377257000,7325000,0,1432000,386014000,1.45604094315482
"Indiana",1996,651489000,186085000,69967000,907541000,0,0,27824000,27824000,0,0,33818000,0,33818000,2333000,54375000,0,67996000,124704000,33811000,33811000,449681000,9602000,0,4663000,463946000,1.41743772241993
"Indiana",1997,680662000,180275000,75345000,936282000,0,1458000,26587000,28045000,7700000,7700000,36222000,0,36222000,2825000,54821000,0,67558000,125204000,25000000,25000000,423362000,4991000,0,13000,428366000,1.36731891520769
"Indiana",1998,709839000,222066000,79161000,1011066000,54289000,0,149577000,203866000,181876000,181876000,26099000,,26099000,22024000,57677000,,70699000,150400000,24597000,24597000,444325000,5315000,,69000,449709000,1.34560810810811
"Indiana",1999,734557000,272458000,82113000,1089128000,,,17325000,17325000,,0,215845000,,215845000,121837000,,,,121837000,26000000,26000000,515059000,9097000,,,524156000,1.3147384056775
"Indiana",2000,739531000,218694000,85325000,1043550000,,,18037000,18037000,245731000,245731000,224525000,,224525000,131637000,,,,131637000,26043000,26043000,624482000,4869000,,1000,629352000,1.28050152708568
"Indiana",2001,761370000,230074000,85325000,1076769000,3246000,,17973000,21219000,1394568000,1394568000,225278000,,225278000,139766000,,,,139766000,26089000,26089000,700705000,9255000,,61000,710021000,1.25587261548163
"Indiana",2002,731941000,231864000,84886000,1048691000,316375000,,12636000,329011000,,0,243300000,,243300000,175014000,,,,175014000,32669000,32669000,554349000,10549000,,4381000,569279000,1.21841541755889
"Indiana",2003,1073868000,222331000,83420000,1379619000,2669000,,9876000,12545000,445000000,445000000,248166000,,248166000,176885000,,,,176885000,32884000,32884000,597252000,18112000,,62000,615426000,1.19002091425157
"Indiana",2004,714869000,190105000,85753000,990727000,5153000,,9375000,14528000,354455000,354455000,372607000,,372607000,654865000,,,,654865000,33050000,33050000,599536000,13164000,,63000,612763000,1.11960646521434
"Indiana",2005,879038000,131678000,89023000,1099739000,71374000,,147772000,219146000,,0,376190000,,376190000,271462000,,,,271462000,23813000,23813000,578482000,19927000,,64000,598473000,1.06983615363954
"Indiana",2006,879038000,139878000,100060000,1118976000,71374000,,165992000,237366000,5135000,5135000,394999000,,394999000,282260000,,,,282260000,24290000,24290000,578482000,19927000,,64000,598473000,1.02773835634112
"Indiana",2007,879268000,320823000,98840000,1298931000,,113141000,864387000,977528000,768306000,768306000,410799000,,410799000,862800000,,,,862800000,25261000,25261000,646383000,837000,,,647220000,1
"Iowa",1995,342704000,284554000,,627258000,,131027000,14735000,145762000,,0,0,0,0,12562000,226191000,4934000,15829000,259516000,68177000,68177000,295157000,1735000,30082000,13238000,340212000,1.45604094315482
"Iowa",1996,385100000,287392000,0,672492000,16402000,147083000,11028000,174513000,0,0,0,0,0,20445000,228031000,4421000,26796000,279693000,101435000,101435000,272515000,7461000,23184000,14326000,317486000,1.41743772241993
"Iowa",1997,404725000,306819000,0,711544000,37884000,167595000,12625000,218104000,0,0,0,0,0,23279000,233803000,26643000,17933000,301658000,108921000,108921000,229847000,2419000,24377000,19939000,276582000,1.36731891520769
"Iowa",1998,352823000,321617000,0,674440000,31923000,178538000,13500000,223961000,0,0,,,0,25441000,248546000,29621000,22473000,326081000,110720000,110720000,215610000,1925000,27028000,9801000,254364000,1.34560810810811
"Iowa",1999,398087000,338265000,,736352000,47380000,201489000,12971000,261840000,,0,,,0,32302000,259199000,36704000,26545000,354750000,107125000,107125000,273591000,2571000,24626000,8341000,309129000,1.3147384056775
"Iowa",2000,391679000,349497000,,741176000,56584000,247237000,13883000,317704000,,0,,,0,31435000,259054000,44370000,23085000,357944000,87611000,87611000,349395000,1935000,25892000,13930000,391152000,1.28050152708568
"Iowa",2001,392418000,337265000,,729683000,87054000,246859000,12627000,346540000,,0,,,0,36006000,268371000,45279000,22229000,371885000,106250000,106250000,297954000,3300000,61236000,9970000,372460000,1.25587261548163
"Iowa",2002,399634000,342486000,,742120000,38897000,257945000,12555000,309397000,,0,,,0,16481000,265119000,53355000,23716000,358671000,180581000,180581000,349178000,4469000,80490000,7905000,442042000,1.21841541755889
"Iowa",2003,394917000,358586000,,753503000,60077000,245731000,7441000,313249000,,0,,,0,33130000,285598000,45560000,23561000,387849000,160992000,160992000,343791000,5893000,,9076000,358760000,1.19002091425157
"Iowa",2004,417065000,385074000,,802139000,76411000,253778000,5376000,335565000,,0,105000,,105000,29505000,233757000,54978000,20381000,338621000,192214000,192214000,351477000,3202000,108213000,20109000,483001000,1.11960646521434
"Iowa",2005,418344000,362342000,,780686000,40338000,289054000,7411000,336803000,,0,92000,,92000,16348000,274652000,55745000,30329000,377074000,155519000,155519000,319452000,8870000,49793000,17201000,395316000,1.06983615363954
"Iowa",2006,419587000,393748000,,813335000,43830000,289295000,13064000,346189000,,0,121000,,121000,16086000,281951000,68842000,41364000,408243000,181715000,181715000,214700000,76754000,45311000,22896000,359661000,1.02773835634112
"Iowa",2007,432302000,399705000,,832007000,46219000,275955000,14479000,336653000,,0,688000,,688000,31667000,47763000,84400000,37065000,200895000,183627000,183627000,317270000,76473000,,20773000,414516000,1
"Kansas",1995,284401000,104490000,52313000,441204000,19764000,163561000,57329000,240654000,,0,0,0,0,271919000,102600000,12670000,8400000,395589000,37692000,37692000,197413000,2457000,0,45000,199915000,1.45604094315482
"Kansas",1996,292954000,105920000,54967000,453841000,19311000,167852000,70445000,257608000,42279000,42279000,0,0,0,330104000,104655000,12796000,8820000,456375000,38438000,38438000,185567000,2547000,0,43000,188157000,1.41743772241993
"Kansas",1997,310996000,106262000,56566000,473824000,17644000,174471000,60542000,252657000,0,0,0,0,0,233940000,92794000,15506000,11779000,354019000,117003000,117003000,212355000,3077000,0,1000,215433000,1.36731891520769
"Kansas",1998,316425000,111925000,60107000,488457000,19828000,182139000,63221000,265188000,1617000,1617000,,,0,177616000,92324000,15775000,12293000,298008000,127800000,127800000,226892000,3411000,,1000,230304000,1.34560810810811
"Kansas",1999,326696000,112777000,61534000,501007000,21754000,186712000,46699000,255165000,342083000,342083000,,,0,385784000,90673000,16326000,9536000,502319000,35682000,35682000,315717000,2426000,,6000,318149000,1.3147384056775
"Kansas",2000,357870000,124946000,61198000,544014000,16133000,144001000,61747000,221881000,356229000,356229000,,,0,441224000,90216000,16506000,9603000,557549000,36616000,36616000,298792000,3559000,,5000,302356000,1.28050152708568
"Kansas",2001,351246000,120183000,61198000,532627000,18844000,187997000,73172000,280013000,,0,,,0,,90408000,37546000,6273000,134227000,322453000,322453000,257649000,3449000,,333000,261431000,1.25587261548163
"Kansas",2002,391750000,136904000,67057000,595711000,15439000,137152000,62988000,215579000,107976000,107976000,,,0,267274000,113208000,47015000,6218000,433715000,53219000,53219000,373622000,5868000,,,379490000,1.21841541755889
"Kansas",2003,383753000,128989000,67971000,580713000,11206000,89854000,44915000,145975000,33950000,33950000,31210000,,31210000,208294000,120081000,,10936000,339311000,116082000,116082000,330931000,3676000,,,334607000,1.19002091425157
"Kansas",2004,395382000,120027000,71814000,587223000,27372000,96267000,34036000,157675000,657782000,657782000,32458000,,32458000,248412000,126085000,,11373000,385870000,118404000,118404000,365759000,6537000,,,372296000,1.11960646521434
"Kansas",2005,405290000,120860000,73784000,599934000,,106235000,27209000,133444000,,0,14560000,,14560000,265589000,112128000,124000,22350000,400191000,85031000,85031000,381588000,10178000,,,391766000,1.06983615363954
"Kansas",2006,417677000,135308000,75850000,628835000,207107000,140327000,57207000,404641000,12690000,12690000,15142000,,15142000,292320000,117734000,129000,23914000,434097000,86732000,86732000,328268000,6781000,,,335049000,1.02773835634112
"Kansas",2007,427015000,169185000,78275000,674475000,29929000,227888000,44133000,301950000,,0,26408000,,26408000,285585000,141551000,,27133000,454269000,107586000,107586000,455055000,23042000,,3273000,481370000,1
"Kentucky",1995,375597000,467858000,10799000,854254000,103439000,,59768000,163207000,189063000,189063000,3872000,0,3872000,75755000,2191000,0,0,77946000,6334000,6334000,243691000,4136000,0,492000,248319000,1.45604094315482
"Kentucky",1996,399717000,497718000,11911000,909346000,0,0,98635000,98635000,0,0,3662000,0,3662000,84763000,2074000,0,0,86837000,15618000,15618000,261644000,4397000,0,497000,266538000,1.41743772241993
"Kentucky",1997,405174000,510399000,12654000,928227000,0,0,70759000,70759000,0,0,3613000,0,3613000,88566000,1996000,0,0,90562000,15618000,15618000,286999000,3058000,0,575000,290632000,1.36731891520769
"Kentucky",1998,412397000,576286000,13087000,1001770000,21013000,0,94834000,115847000,0,0,3512000,,3512000,78094000,1916000,,,80010000,15444000,15444000,319528000,7115000,,663000,327306000,1.34560810810811
"Kentucky",1999,443693000,550927000,13434000,1008054000,396000,,75713000,76109000,,0,69256000,,69256000,6979000,,1763000,18189000,26931000,,0,365319000,3032000,,475000,368826000,1.3147384056775
"Kentucky",2000,439250000,620381000,13572000,1073203000,2370000,,62404000,64774000,,0,76437000,,76437000,117540000,,1905000,14662000,134107000,,0,530304000,2147000,,442000,532893000,1.28050152708568
"Kentucky",2001,447290000,563895000,13572000,1024757000,27433000,,92345000,119778000,,0,13335000,,13335000,174557000,,6760000,19940000,201257000,,0,488253000,2802000,,190000,491245000,1.25587261548163
"Kentucky",2002,443294000,640803000,13283000,1097380000,96127000,,78976000,175103000,,0,13602000,,13602000,186190000,,7165000,20937000,214292000,,0,563684000,3681000,,182000,567547000,1.21841541755889
"Kentucky",2003,453169000,601480000,,1054649000,192527000,,56585000,249112000,,0,17410000,,17410000,59614000,,,28887000,88501000,,0,513357000,10450000,,289000,524096000,1.19002091425157
"Kentucky",2004,435913000,623316000,,1059229000,7872000,,58580000,66452000,,0,18106000,,18106000,63787000,,,29491000,93278000,,0,490302000,19674000,,,509976000,1.11960646521434
"Kentucky",2005,488956000,577351000,,1066307000,298794000,,48723000,347517000,361508000,361508000,17772000,,17772000,95271000,,,29328000,124599000,,0,457181000,16371000,,324000,473876000,1.06983615363954
"Kentucky",2006,527283000,619274000,,1146557000,134022000,,57369000,191391000,242716000,242716000,18483000,,18483000,239640000,,,30795000,270435000,,0,549834000,4190000,,,554024000,1.02773835634112
"Kentucky",2007,563168000,605712000,,1168880000,8569000,,264128000,272697000,,0,14640000,,14640000,291482000,,17657000,22121000,331260000,,0,595268000,29527000,,,624795000,1
"Louisiana",1995,490148000,136636000,34180000,660964000,252168000,28643000,31864000,312675000,35910000,35910000,0,0,0,95160000,80501000,141885000,18358000,335904000,75398000,75398000,221348000,5709000,0,3479000,230536000,1.45604094315482
"Louisiana",1996,526499000,142945000,36352000,705796000,431546000,28500000,5612000,465658000,0,0,0,0,0,102178000,82113000,150807000,18559000,353657000,65374000,65374000,195395000,4454000,0,3458000,203307000,1.41743772241993
"Louisiana",1997,498778000,139462000,37053000,675293000,400373000,33420000,6332000,440125000,0,0,188000,0,188000,55867000,87307000,160408000,22695000,326277000,130971000,130971000,232050000,4423000,0,4037000,240510000,1.36731891520769
"Louisiana",1998,528005000,148932000,36839000,713776000,379579000,25057000,29160000,433796000,0,0,195000,,195000,52583000,89401000,170423000,22901000,335308000,138378000,138378000,275422000,5145000,,3689000,284256000,1.34560810810811
"Louisiana",1999,533939000,148951000,35644000,718534000,42917000,15934000,26533000,85384000,77130000,77130000,195000,,195000,67413000,94292000,185747000,26154000,373606000,145949000,145949000,322180000,5707000,,1085000,328972000,1.3147384056775
"Louisiana",2000,543656000,87434000,30966000,662056000,122723000,27039000,30059000,179821000,,0,203000,,203000,70401000,94600000,200688000,26315000,392004000,146626000,146626000,408725000,11389000,,467000,420581000,1.28050152708568
"Louisiana",2001,544985000,128858000,30966000,704809000,94880000,44876000,31194000,170950000,,0,204000,,204000,74748000,100443000,201984000,26426000,403601000,147094000,147094000,387885000,10650000,,1554000,400089000,1.25587261548163
"Louisiana",2002,552218000,154224000,31348000,737790000,91710000,,18619000,110329000,,0,214000,,214000,77071000,105355000,212049000,27721000,422196000,154254000,154254000,424548000,8696000,,1500000,434744000,1.21841541755889
"Louisiana",2003,572462000,129789000,35582000,737833000,101176000,36012000,25334000,162522000,278734000,278734000,222000,,222000,152498000,108515000,216290000,28692000,505995000,154681000,154681000,483710000,7875000,,1518000,493103000,1.19002091425157
"Louisiana",2004,557778000,139584000,36565000,733927000,130248000,44425000,36227000,210900000,,0,231000,,231000,153702000,113941000,226023000,29839000,523505000,159322000,159322000,501168000,7831000,,1518000,510517000,1.11960646521434
"Louisiana",2005,577102000,42763000,34834000,654699000,154651000,,39973000,194624000,,0,240000,,240000,237546000,116220000,235064000,31033000,619863000,170474000,170474000,474887000,8024000,,,482911000,1.06983615363954
"Louisiana",2006,605823000,206834000,35507000,848164000,224173000,42546000,36672000,303391000,,0,250000,,250000,249846000,120869000,246817000,32274000,649806000,178998000,178998000,569285000,57038000,,,626323000,1.02773835634112
"Louisiana",2007,637880000,201080000,40470000,879430000,548955000,54400000,95450000,698805000,1157393000,1157393000,,,0,287842000,63094000,194592000,41917000,587445000,,0,650190000,45090000,,12197000,707477000,1
"Maine",1995,129095000,54450000,40741000,224286000,1440000,,7529000,8969000,10000000,10000000,0,1784000,1784000,142037000,0,0,801000,142838000,4039000,4039000,135388000,976000,0,704000,137068000,1.45604094315482
"Maine",1996,144345000,65145000,42733000,252223000,1978000,0,5146000,7124000,61184000,61184000,0,1938000,1938000,145257000,0,0,536000,145793000,6340000,6340000,134578000,1870000,0,1286000,137734000,1.41743772241993
"Maine",1997,149536000,61568000,43861000,254965000,1511000,0,3527000,5038000,55000000,55000000,0,2082000,2082000,158341000,0,0,571000,158912000,3148000,3148000,134830000,2188000,0,1559000,138577000,1.36731891520769
"Maine",1998,151832000,62714000,44953000,259499000,2156000,0,5050000,7206000,33265000,33265000,,2030000,2030000,173859000,,,861000,174720000,4151000,4151000,123463000,1229000,,80000,124772000,1.34560810810811
"Maine",1999,154073000,56362000,56215000,266650000,1099000,,3274000,4373000,16900000,16900000,,2304000,2304000,176087000,,,755000,176842000,3731000,3731000,124294000,1501000,,1407000,127202000,1.3147384056775
"Maine",2000,173209000,59292000,56156000,288657000,312380000,,3273000,315653000,,0,,2340000,2340000,190251000,,,778000,191029000,3649000,3649000,146278000,983000,,1408000,148669000,1.28050152708568
"Maine",2001,152835000,59206000,56156000,268197000,2153000,,3269000,5422000,19225000,19225000,,2501000,2501000,202000000,,,776000,202776000,3665000,3665000,137180000,667000,,1406000,139253000,1.25587261548163
"Maine",2002,161980000,73467000,62209000,297656000,228326000,,10439000,238765000,,0,,2576000,2576000,206040000,,,950000,206990000,11332000,11332000,150655000,5984000,,110000,156749000,1.21841541755889
"Maine",2003,199294000,50184000,64203000,313681000,2541000,,16952000,19493000,51000000,51000000,,2494000,2494000,100963000,113903000,,851000,215717000,,0,171126000,1944000,,311000,173381000,1.19002091425157
"Maine",2004,210567000,54308000,67064000,331939000,81745000,,6862000,88607000,53470000,53470000,,2610000,2610000,116049000,123016000,,890000,239955000,,0,190589000,2473000,,1346000,194408000,1.11960646521434
"Maine",2005,208152000,52708000,84580000,345440000,,,11531000,11531000,3840000,3840000,,2790000,2790000,121779000,130397000,,1887000,254063000,350000,350000,178342000,1008000,,249000,179599000,1.06983615363954
"Maine",2006,226655000,57866000,86020000,370541000,,,16484000,16484000,,0,,2831000,2831000,114042000,119599000,,806000,234447000,55000,55000,189473000,2456000,,679000,192608000,1.02773835634112
"Maine",2007,238796000,62075000,87710000,388581000,,,8955000,8955000,77000000,77000000,,3174000,3174000,104000000,96022000,,828000,200850000,,0,156635000,12706000,,1140000,170481000,1
