"state_name","year","sf1_fuel_revenue_for_highways","sf1_vehicle_revenue_for_highways","sf1_toll_revenue_for_highways","state_user","sf1_general_funds_for_highways","sf1_other_imposts_for_highways","sf1_miscellaneous_for_highways","state_non_user","sf1_bonds_original_for_highways","state_bonds","lgf1_fuel_vehicle_revenue_for_highways","lgf1_toll_revenue_for_highways","local_user","lgf1_general_funds_for_highways","lgf1_property_tax_funds_for_highways","lgf1_other_imposts_for_highways","lgf1_miscellanious_for_highways","local_non_user","lgf1_bonds_original_for_highways","local_bonds","sf1_fhwa_funds_for_highways","sf1_other_federal_funds_for_highways","lgf1_fhwa_funds_for_highways","lgf1_other_federal_funds_for_highways","federal","cci_multiplier_for_conversion_to_2007_dollars"
"New Jersey",1998,260652000,208086000,577118000,1045856000,0,0,139170000,139170000,716252000,716252000,,18190000,18190000,1045832000,,,1572000,1047404000,12910000,12910000,483976000,3469000,155626000,,643071000,1.34560810810811
"New Jersey",1999,405618000,337414000,630942000,1373974000,,,163468000,163468000,1021221000,1021221000,,18912000,18912000,1431102000,,,1475000,1432577000,7606000,7606000,459600000,2888000,109228000,,571716000,1.3147384056775
"New Jersey",2000,520001000,562366000,679529000,1761896000,437991000,,186413000,624404000,2124716000,2124716000,,29745000,29745000,1415171000,,,3121000,1418292000,7690000,7690000,571818000,19525000,,,591343000,1.28050152708568
"New Jersey",2001,528264000,555820000,679529000,1763613000,563623000,,231147000,794770000,974177000,974177000,,31507000,31507000,893047000,,,2105000,895152000,85245000,85245000,602301000,15693000,,,617994000,1.25587261548163
"New Jersey",2002,352203000,390601000,734996000,1477800000,,,194450000,194450000,1167716000,1167716000,,33507000,33507000,1065317000,,,2506000,1067823000,75106000,75106000,717972000,4096000,,,722068000,1.21841541755889
"New Jersey",2003,337060000,330671000,533950000,1201681000,,,133665000,133665000,1104075000,1104075000,,28904000,28904000,976881000,,,1068000,977949000,11202000,11202000,734476000,6819000,,,741295000,1.19002091425157
"New Jersey",2004,234348000,205401000,882864000,1322613000,363761000,,99685000,463446000,1421279000,1421279000,,30979000,30979000,985088000,,,2288000,987376000,12799000,12799000,760913000,8744000,39209000,,808866000,1.11960646521434
"New Jersey",2005,253542000,325209000,886553000,1465304000,,,124795000,124795000,1569932000,1569932000,,31311000,31311000,1145843000,,,3217000,1149060000,14238000,14238000,687254000,7350000,49699000,,744303000,1.06983615363954
"New Jersey",2006,356131000,480015000,924144000,1760290000,,,173244000,173244000,2391973000,2391973000,,31718000,31718000,1255902000,,,4346000,1260248000,37223000,37223000,617284000,6295000,60455000,,684034000,1.02773835634112
"New Jersey",2007,360439000,471676000,945670000,1777785000,,,227258000,227258000,311264000,311264000,,31671000,31671000,1355094000,,,3692000,1358786000,33452000,33452000,897752000,12465000,,,910217000,1
"New Mexico",1995,204917000,128894000,,333811000,,7309000,13667000,20976000,,0,3407000,0,3407000,26253000,4878000,0,3846000,34977000,0,0,155345000,2013000,0,1695000,159053000,1.45604094315482
"New Mexico",1996,192074000,144776000,0,336850000,0,700000,8224000,8924000,0,0,3540000,0,3540000,16727000,4976000,0,4038000,25741000,0,0,194271000,3282000,0,1516000,199069000,1.41743772241993
"New Mexico",1997,196420000,178101000,0,374521000,7744000,0,21283000,29027000,98837000,98837000,3611000,0,3611000,17984000,5075000,0,4119000,27178000,0,0,159148000,23934000,0,1602000,184684000,1.36731891520769
"New Mexico",1998,207266000,114364000,0,321630000,0,0,10813000,10813000,0,0,3618000,,3618000,31415000,5085000,,4126000,40626000,,0,159500000,24980000,,1139000,185619000,1.34560810810811
"New Mexico",1999,214128000,194388000,,408516000,,8948000,5808000,14756000,314790000,314790000,91000,,91000,55898000,21891000,16590000,14474000,108853000,57342000,57342000,206120000,27630000,,12527000,246277000,1.3147384056775
"New Mexico",2000,215048000,233666000,,448714000,20065000,11754000,24754000,56573000,307185000,307185000,,,0,31983000,26771000,29617000,18817000,107188000,111081000,111081000,277103000,19280000,,9106000,305489000,1.28050152708568
"New Mexico",2001,219897000,218088000,,437985000,,6880000,33994000,40874000,229737000,229737000,,,0,153188000,43108000,46811000,17551000,260658000,17527000,17527000,301914000,43322000,,7139000,352375000,1.25587261548163
"New Mexico",2002,240390000,150223000,,390613000,,1630000,13574000,15204000,171833000,171833000,,,0,86164000,38619000,47128000,13984000,185895000,37258000,37258000,312735000,26669000,,12637000,352041000,1.21841541755889
"New Mexico",2003,216103000,152332000,,368435000,,2317000,16513000,18830000,16699000,16699000,,,0,122593000,44936000,57526000,16828000,241883000,23064000,23064000,269258000,30671000,,9362000,309291000,1.19002091425157
"New Mexico",2004,204598000,239910000,,444508000,,3408000,9019000,12427000,816019000,816019000,,,0,122090000,33373000,52699000,11748000,219910000,56411000,56411000,261651000,26703000,,30918000,319272000,1.11960646521434
"New Mexico",2005,243422000,229813000,,473235000,,19229000,18326000,37555000,,0,,,0,121395000,45531000,67222000,15401000,249549000,52953000,52953000,240971000,29407000,,18224000,288602000,1.06983615363954
"New Mexico",2006,150044000,202177000,,352221000,,1049000,39974000,41023000,,0,,,0,151586000,48044000,73343000,29955000,302928000,5549000,5549000,284119000,34634000,,19927000,338680000,1.02773835634112
"New Mexico",2007,155911000,231766000,,387677000,,1049000,39974000,41023000,,0,,,0,168041000,46691000,72541000,28648000,315921000,26321000,26321000,284119000,39762000,,18499000,342380000,1
"New York",1995,1207726000,567100000,654003000,2428829000,301279000,2680000,138679000,442638000,1569444000,1569444000,17435000,152275000,169710000,1808879000,542586000,24034000,350801000,2726300000,361197000,361197000,613337000,11902000,0,24324000,649563000,1.45604094315482
"New York",1996,1007144000,541868000,674957000,2223969000,467115000,0,143845000,610960000,607166000,607166000,16581000,457833000,474414000,1878721000,564658000,24273000,361125000,2828777000,390377000,390377000,744646000,14733000,0,23491000,782870000,1.41743772241993
"New York",1997,1014351000,628492000,738603000,2381446000,314204000,0,258651000,572855000,1369206000,1369206000,20000000,443909000,463909000,1647242000,597442000,24352000,344150000,2613186000,631684000,631684000,767839000,6840000,0,44301000,818980000,1.36731891520769
"New York",1998,1086266000,454037000,750840000,2291143000,0,1276000,307424000,308700000,1225837000,1225837000,17661000,205167000,222828000,1350507000,619436000,24396000,369701000,2364040000,676928000,676928000,1009772000,8995000,,43225000,1061992000,1.34560810810811
"New York",1999,1331824000,545599000,762279000,2639702000,,,105172000,105172000,1290039000,1290039000,67576000,299558000,367134000,2046216000,624703000,150667000,307887000,3129473000,439587000,439587000,1084282000,8266000,251755000,52301000,1396604000,1.3147384056775
"New York",2000,957153000,540767000,883108000,2381028000,79086000,,92171000,171257000,1403742000,1403742000,70292000,358246000,428538000,2275962000,674950000,169424000,290680000,3411016000,254110000,254110000,1133791000,9525000,,3000,1143319000,1.28050152708568
"New York",2001,1338343000,618765000,883108000,2840216000,219395000,,90297000,309692000,1174452000,1174452000,83545000,446320000,529865000,2156410000,691905000,153888000,290038000,3292241000,245817000,245817000,1223920000,13806000,,130442000,1368168000,1.25587261548163
"New York",2002,783538000,511340000,1011804000,2306682000,190644000,,77839000,268483000,1549964000,1549964000,86936000,380694000,467630000,2331058000,726500000,156965000,277855000,3492378000,453697000,453697000,1336950000,11569000,,130442000,1478961000,1.21841541755889
"New York",2003,949062000,609998000,964839000,2523899000,304687000,,88674000,393361000,1492319000,1492319000,82443000,75162000,157605000,2217138000,730952000,181391000,310771000,3440252000,754137000,754137000,1316564000,20903000,,141080000,1478547000,1.19002091425157
"New York",2004,991890000,667432000,1049296000,2708618000,368163000,27025000,89660000,484848000,1160079000,1160079000,85984000,424382000,510366000,2445831000,804047000,194089000,334844000,3778811000,771349000,771349000,1630305000,12982000,,6000,1643293000,1.11960646521434
"New York",2005,1344055000,722317000,1088029000,3154401000,277736000,,119661000,397397000,1780165000,1780165000,101187000,378110000,479297000,1633597000,836792000,206204000,382091000,3058684000,1535455000,1535455000,1706169000,19031000,,126321000,1851521000,1.06983615363954
"New York",2006,976897000,781535000,1101465000,2859897000,703882000,63250000,347767000,1114899000,16118000,16118000,108244000,461643000,569887000,2061453000,912103000,216514000,349237000,3539307000,1696035000,1696035000,1466541000,15757000,,,1482298000,1.02773835634112
"New York",2007,1579122000,201083000,1036864000,2817069000,532604000,1633357000,30251000,2196212000,668905000,668905000,122138000,473534000,595672000,2390824000,921911000,241696000,379317000,3933748000,676097000,676097000,1649140000,55870000,,172298000,1877308000,1
"North Carolina",1995,882422000,308224000,1519000,1192165000,,184149000,58357000,242506000,,0,10287000,0,10287000,231343000,3142000,10909000,16694000,262088000,49766000,49766000,508392000,4695000,0,1228000,514315000,1.45604094315482
"North Carolina",1996,896889000,329337000,1467000,1227693000,5088000,216143000,70878000,292109000,0,0,10554000,0,10554000,227198000,3205000,11290000,16814000,258507000,43150000,43150000,385899000,6736000,0,1335000,393970000,1.41743772241993
"North Carolina",1997,942729000,340137000,1410000,1284276000,14683000,237577000,55602000,307862000,0,0,11046000,0,11046000,277113000,2948000,9135000,16203000,305399000,21698000,21698000,430075000,18024000,0,7001000,455100000,1.36731891520769
"North Carolina",1998,991775000,364886000,1674000,1358335000,1356000,283391000,52953000,337700000,250000000,250000000,12850000,,12850000,316767000,6229000,11315000,18439000,352750000,31792000,31792000,555956000,3638000,,5052000,564646000,1.34560810810811
"North Carolina",1999,964155000,167088000,1709000,1132952000,,502913000,101037000,603950000,,0,15718000,,15718000,333724000,6374000,6708000,20169000,366975000,95354000,95354000,691979000,4736000,,5834000,702549000,1.3147384056775
"North Carolina",2000,1006456000,236716000,1590000,1244762000,500515000,54400000,82202000,637117000,,0,16018000,,16018000,339059000,6607000,6581000,20338000,372585000,101366000,101366000,729184000,8109000,,6039000,743332000,1.28050152708568
"North Carolina",2001,1149557000,367857000,1590000,1519004000,135994000,375167000,86858000,598019000,,0,12079000,,12079000,436502000,4639000,10928000,40262000,492331000,20282000,20282000,835049000,10279000,,3343000,848671000,1.25587261548163
"North Carolina",2002,1147468000,421221000,1784000,1570473000,17436000,303621000,44840000,365897000,,0,12387000,,12387000,419433000,3686000,9829000,31621000,464569000,84878000,84878000,929622000,10003000,,2625000,942250000,1.21841541755889
"North Carolina",2003,982013000,375423000,2425000,1359861000,,383485000,81721000,465206000,,0,12323000,,12323000,421713000,2819000,10433000,25534000,460499000,213697000,213697000,791500000,13078000,,2394000,806972000,1.19002091425157
"North Carolina",2004,1161965000,343225000,2526000,1507716000,,408346000,285107000,693453000,416254000,416254000,11860000,,11860000,494911000,2883000,11696000,22452000,531942000,52316000,52316000,923160000,22054000,,4594000,949808000,1.11960646521434
"North Carolina",2005,1237025000,440996000,2298000,1680319000,,420103000,62496000,482599000,324601000,324601000,13343000,,13343000,433948000,4057000,11219000,33713000,482937000,30118000,30118000,1085537000,38333000,,1935000,1125805000,1.06983615363954
"North Carolina",2006,1249944000,513193000,2232000,1765369000,,590039000,38110000,628149000,,0,14336000,,14336000,451149000,9884000,11400000,41870000,514303000,119054000,119054000,941772000,36755000,,8458000,986985000,1.02773835634112
"North Carolina",2007,1458933000,585163000,4884000,2048980000,23300000,622481000,47651000,693432000,,0,13849000,,13849000,478668000,3664000,11372000,46851000,540555000,117614000,117614000,730964000,67846000,,1509000,800319000,1
"North Dakota",1995,77456000,45384000,,122840000,,4266000,3897000,8163000,,0,0,0,0,1881000,53313000,2068000,2553000,59815000,9827000,9827000,112195000,11468000,0,3632000,127295000,1.45604094315482
"North Dakota",1996,88788000,44579000,0,133367000,0,5044000,1277000,6321000,0,0,0,0,0,12103000,53528000,2089000,2640000,70360000,8520000,8520000,107953000,14099000,0,89000,122141000,1.41743772241993
"North Dakota",1997,92854000,,0,92854000,73000,5630000,2816000,8519000,0,0,0,0,0,8720000,53790000,2159000,2746000,67415000,6139000,6139000,146381000,9687000,0,3479000,159547000,1.36731891520769
"North Dakota",1998,92660000,48720000,0,141380000,186000,4943000,688000,5817000,0,0,,,0,8959000,48781000,1556000,2788000,62084000,13011000,13011000,140760000,7997000,,3406000,152163000,1.34560810810811
"North Dakota",1999,95370000,48550000,,143920000,74694000,3918000,1276000,79888000,,0,,,0,18967000,55887000,1641000,2941000,79436000,10723000,10723000,169583000,1744000,,78000,171405000,1.3147384056775
"North Dakota",2000,98031000,59061000,,157092000,52811000,5659000,1697000,60167000,,0,,,0,15422000,58123000,1707000,2981000,78233000,11152000,11152000,159200000,1669000,,,160869000,1.28050152708568
"North Dakota",2001,98333000,57049000,,155382000,20597000,6312000,1459000,28368000,,0,,,0,16375000,61712000,1812000,3165000,83064000,11841000,11841000,161505000,1130000,,58000,162693000,1.25587261548163
"North Dakota",2002,99897000,50317000,,150214000,9891000,5398000,609000,15898000,,0,,,0,16763000,63176000,1855000,3241000,85035000,12122000,12122000,206419000,3564000,,444000,210427000,1.21841541755889
"North Dakota",2003,103880000,50185000,,154065000,11875000,5711000,382000,17968000,,0,,,0,17344000,64979000,1908000,3333000,87564000,12468000,12468000,198301000,3959000,,,202260000,1.19002091425157
"North Dakota",2004,91166000,50472000,,141638000,17020000,6572000,266000,23858000,,0,,,0,27742000,70178000,2003000,3566000,103489000,13091000,13091000,200476000,7919000,,,208395000,1.11960646521434
"North Dakota",2005,113418000,49177000,,162595000,,6284000,262000,6546000,,0,,,0,34133000,75792000,2143000,3816000,115884000,13615000,13615000,215364000,9453000,,82000,224899000,1.06983615363954
"North Dakota",2006,125389000,73893000,,199282000,59385000,,850000,60235000,,0,,,0,28932000,80339000,2229000,4007000,115507000,13887000,13887000,260545000,9217000,,,269762000,1.02773835634112
"North Dakota",2007,120166000,69319000,,189485000,2512000,,1216000,3728000,,0,,,0,35699000,83553000,2318000,4167000,125737000,14443000,14443000,248340000,7896000,,,256236000,1
"Ohio",1995,1288210000,469379000,105084000,1862673000,36709000,,36224000,72933000,,0,0,0,0,2425000,172353000,44037000,68899000,287714000,37220000,37220000,748912000,4886000,0,4470000,758268000,1.45604094315482
"Ohio",1996,1317289000,484043000,118369000,1919701000,30136000,0,62314000,92450000,455293000,455293000,0,0,0,2415000,175805000,44476000,72344000,295040000,37647000,37647000,664508000,6853000,0,3849000,675210000,1.41743772241993
"Ohio",1997,1355763000,490634000,140516000,1986913000,32345000,0,73974000,106319000,275000000,275000000,0,0,0,2406000,188119000,46189000,73849000,310563000,38060000,38060000,747758000,6308000,0,3926000,757992000,1.36731891520769
"Ohio",1998,1343380000,463244000,159435000,1966059000,57228000,0,124518000,181746000,332052000,332052000,,,0,167123000,172810000,27173000,89608000,456714000,14620000,14620000,668843000,8471000,,18047000,695361000,1.34560810810811
"Ohio",1999,1419952000,573137000,178893000,2171982000,,,80740000,80740000,403808000,403808000,,,0,214414000,182265000,28660000,94510000,519849000,15420000,15420000,678355000,6456000,,20069000,704880000,1.3147384056775
"Ohio",2000,1369687000,531984000,177310000,2078981000,6766000,,101263000,108029000,249431000,249431000,,,0,219470000,196925000,30965000,94941000,542301000,15490000,15490000,651561000,7169000,,,658730000,1.28050152708568
"Ohio",2001,1425771000,548111000,177310000,2151192000,17875000,,137512000,155387000,210649000,210649000,,,0,392885000,95900000,131129000,25130000,645044000,59127000,59127000,862257000,12873000,,20000,875150000,1.25587261548163
"Ohio",2002,1396815000,557149000,183375000,2137339000,7963000,,99645000,107608000,92817000,92817000,,,0,402053000,99736000,135063000,26387000,663239000,44345000,44345000,934328000,31000,,31000,934390000,1.21841541755889
"Ohio",2003,1360444000,562959000,182317000,2105720000,39033000,,85232000,124265000,291168000,291168000,,,0,428847000,107569000,146430000,27053000,709899000,43421000,43421000,888290000,14170000,,,902460000,1.19002091425157
"Ohio",2004,1582663000,675508000,191694000,2449865000,579000,,53139000,53718000,293570000,293570000,,,0,169033000,115403000,157796000,27720000,469952000,135705000,135705000,899710000,14873000,,38000,914621000,1.11960646521434
"Ohio",2005,1696753000,702880000,182449000,2582082000,,,44184000,44184000,149274000,149274000,,,0,395090000,187404000,256247000,33280000,872021000,79260000,79260000,1050601000,32070000,,43000,1082714000,1.06983615363954
"Ohio",2006,1824135000,735856000,186945000,2746936000,16918000,,64402000,81320000,283918000,283918000,,,0,430477000,198142000,270929000,33928000,933476000,82431000,82431000,1282927000,15844000,,,1298771000,1.02773835634112
"Ohio",2007,1866206000,733939000,201155000,2801300000,22255000,,80610000,102865000,377423000,377423000,,,0,323781000,161058000,220223000,33690000,738752000,172911000,172911000,1278442000,38621000,,,1317063000,1
"Oklahoma",1995,325545000,100682000,105345000,531572000,,26596000,17076000,43672000,,0,0,0,0,91423000,10613000,32207000,3247000,137490000,21004000,21004000,217414000,2004000,0,1280000,220698000,1.45604094315482
"Oklahoma",1996,332475000,97031000,111593000,541099000,0,28802000,18618000,47420000,0,0,0,0,0,54982000,11002000,45332000,4520000,115836000,30725000,30725000,278640000,4084000,0,5346000,288070000,1.41743772241993
"Oklahoma",1997,335774000,166820000,117888000,620482000,0,29802000,20185000,49987000,0,0,0,0,0,103005000,12527000,41272000,5610000,162414000,25198000,25198000,239098000,3119000,0,2637000,244854000,1.36731891520769
"Oklahoma",1998,343589000,181814000,125482000,650885000,0,31905000,23453000,55358000,685425000,685425000,,,0,93499000,11759000,49907000,8306000,163471000,23946000,23946000,244080000,2810000,,2475000,249365000,1.34560810810811
"Oklahoma",1999,298930000,308527000,127800000,735257000,,30775000,56097000,86872000,71709000,71709000,,,0,98226000,16219000,36143000,6488000,157076000,20744000,20744000,267989000,4539000,,1628000,274156000,1.3147384056775
"Oklahoma",2000,357933000,306634000,132344000,796911000,115427000,44053000,42980000,202460000,,0,,,0,127017000,15989000,37104000,16906000,197016000,4500000,4500000,302453000,3735000,,1824000,308012000,1.28050152708568
"Oklahoma",2001,345627000,116417000,132344000,594388000,,53020000,40847000,93867000,156502000,156502000,,,0,81726000,16541000,36433000,9081000,143781000,31372000,31372000,294678000,4196000,,17020000,315894000,1.25587261548163
"Oklahoma",2002,355207000,169719000,177874000,702800000,54789000,56408000,26307000,137504000,17937000,17937000,,,0,207900000,16182000,39137000,13696000,276915000,50621000,50621000,339996000,3098000,,9679000,352773000,1.21841541755889
"Oklahoma",2003,286691000,197651000,171990000,656332000,10518000,53649000,39492000,103659000,7427000,7427000,,,0,101629000,16022000,38776000,11785000,168212000,46946000,46946000,394602000,5010000,,9617000,409229000,1.19002091425157
"Oklahoma",2004,111979000,96405000,186957000,395341000,280025000,,12581000,292606000,50184000,50184000,,,0,126697000,16248000,38624000,14639000,196208000,50601000,50601000,490024000,14021000,,12447000,516492000,1.11960646521434
"Oklahoma",2005,276341000,181594000,193643000,651578000,129000,51494000,35692000,87315000,,0,,,0,89970000,13912000,69757000,6739000,180378000,47913000,47913000,419295000,8057000,,4451000,431803000,1.06983615363954
"Oklahoma",2006,330953000,305501000,191019000,827473000,2342000,,22296000,24638000,52184000,52184000,,,0,196041000,3064000,37794000,6693000,243592000,55524000,55524000,515844000,3439000,,2079000,521362000,1.02773835634112
"Oklahoma",2007,302510000,32852000,199394000,534756000,139560000,,244258000,383818000,,0,,,0,228911000,2211000,32693000,10599000,274414000,40093000,40093000,472161000,22906000,,3982000,499049000,1
"Oregon",1995,360066000,222888000,,582954000,26383000,,26545000,52928000,,0,8947000,2961000,11908000,39060000,37811000,19069000,56973000,152913000,19178000,19178000,156610000,84673000,972000,95645000,337900000,1.45604094315482
"Oregon",1996,363086000,255467000,0,618553000,23325000,0,29545000,52870000,0,0,8646000,3201000,11847000,50876000,38187000,22334000,67506000,178903000,8728000,8728000,230540000,76686000,611000,96885000,404722000,1.41743772241993
"Oregon",1997,373399000,234386000,0,607785000,24161000,0,47251000,71412000,0,0,8465000,3208000,11673000,24651000,38539000,35236000,74216000,172642000,25390000,25390000,210577000,73418000,972000,100412000,385379000,1.36731891520769
"Oregon",1998,364299000,269034000,0,633333000,25496000,0,11171000,36667000,0,0,8272000,,8272000,23251000,56056000,30656000,86152000,196115000,17815000,17815000,274994000,67156000,,85421000,427571000,1.34560810810811
"Oregon",1999,377868000,285172000,,663040000,40585000,,10973000,51558000,,0,9054000,3411000,12465000,47540000,36143000,24638000,111480000,219801000,38931000,38931000,226108000,66416000,,73286000,365810000,1.3147384056775
"Oregon",2000,369219000,255548000,,624767000,33191000,4338000,24145000,61674000,,0,9783000,3469000,13252000,95364000,39050000,26620000,120765000,281799000,42062000,42062000,273466000,63725000,,66475000,403666000,1.28050152708568
"Oregon",2001,384425000,231737000,,616162000,20303000,10750000,24725000,55778000,58355000,58355000,8382000,3538000,11920000,83494000,43092000,39940000,100866000,267392000,25464000,25464000,257150000,100322000,,106553000,464025000,1.25587261548163
"Oregon",2002,379976000,255862000,,635838000,42903000,,18108000,61011000,226636000,226636000,9426000,3530000,12956000,71304000,38760000,45322000,79933000,235319000,11716000,11716000,265403000,100636000,,105739000,471778000,1.21841541755889
"Oregon",2003,384652000,258718000,,643370000,37215000,9745000,15246000,62206000,,0,9570000,3740000,13310000,96831000,37273000,53772000,84261000,272137000,7501000,7501000,366640000,111578000,,120126000,598344000,1.19002091425157
"Oregon",2004,385463000,297253000,,682716000,29714000,11416000,27299000,68429000,,0,15540000,3911000,19451000,660712000,26212000,61240000,59475000,807639000,21210000,21210000,344836000,102737000,,111255000,558828000,1.11960646521434
"Oregon",2005,378823000,346446000,,725269000,34766000,10220000,29875000,74861000,323251000,323251000,16379000,4007000,20386000,263665000,27521000,21331000,77599000,390116000,21372000,21372000,361212000,116022000,,114053000,591287000,1.06983615363954
"Oregon",2006,389183000,372509000,,761692000,32657000,11852000,23244000,67753000,402048000,402048000,16564000,4212000,20776000,356570000,44908000,84278000,99524000,585280000,24571000,24571000,342433000,122716000,,125341000,590490000,1.02773835634112
"Oregon",2007,396471000,411877000,,808348000,32657000,15402000,88896000,136955000,738388000,738388000,13535000,4215000,17750000,474604000,14357000,126511000,129322000,744794000,122878000,122878000,343693000,334079000,,139219000,816991000,1
"Pennsylvania",1995,1383734000,542854000,334757000,2261345000,,,86757000,86757000,351717000,351717000,29033000,10000,29043000,238826000,245229000,0,248984000,733039000,14415000,14415000,719654000,11300000,0,2485000,733439000,1.45604094315482
"Pennsylvania",1996,1256764000,557111000,366619000,2180494000,0,0,108116000,108116000,43000,43000,31309000,10000,31319000,254792000,250140000,0,260788000,765720000,13445000,13445000,671912000,29447000,0,2476000,703835000,1.41743772241993
"Pennsylvania",1997,1508919000,599762000,391205000,2499886000,2276000,0,113715000,115991000,94000,94000,31270000,6000,31276000,264978000,249919000,0,268189000,783086000,13041000,13041000,704128000,14981000,0,10527000,729636000,1.36731891520769
"Pennsylvania",1998,1608089000,742234000,403889000,2754212000,67716000,0,117610000,185326000,30614000,30614000,30591000,16000,30607000,423336000,258895000,,280759000,962990000,12186000,12186000,817954000,16538000,,10270000,844762000,1.34560810810811
"Pennsylvania",1999,1602609000,741433000,414111000,2758153000,71124000,,132406000,203530000,894063000,894063000,30536000,15000,30551000,444419000,273060000,,296120000,1013599000,12119000,12119000,768236000,16684000,,2770000,787690000,1.3147384056775
"Pennsylvania",2000,1685538000,752218000,467988000,2905744000,29396000,,173035000,202431000,1928000,1928000,31757000,20000,31777000,462196000,283982000,,307964000,1054142000,12604000,12604000,887643000,10921000,,1005000,899569000,1.28050152708568
"Pennsylvania",2001,1715321000,822263000,467988000,3005572000,147702000,,144820000,292522000,1928000,1928000,32738000,20000,32758000,476468000,292751000,,317474000,1086693000,12993000,12993000,1351226000,16900000,,2215000,1370341000,1.25587261548163
"Pennsylvania",2002,1723809000,752136000,445478000,2921423000,140692000,,194578000,335270000,469763000,469763000,34048000,17000,34065000,521939000,316171000,,333348000,1171458000,13253000,13253000,1347751000,26961000,,1726000,1376438000,1.21841541755889
"Pennsylvania",2003,1218188000,554745000,478893000,2251826000,527101000,,316715000,843816000,21018000,21018000,35750000,45000,35795000,577943000,328818000,,366682000,1273443000,13518000,13518000,1361855000,33304000,,8307000,1403466000,1.19002091425157
"Pennsylvania",2004,1295690000,581441000,566042000,2443173000,528247000,,322604000,850851000,143110000,143110000,37180000,67000,37247000,612748000,338682000,,385016000,1336446000,13788000,13788000,1243843000,24973000,,,1268816000,1.11960646521434
"Pennsylvania",2005,1873750000,834062000,728504000,3436316000,50977000,,199457000,250434000,267332000,267332000,39039000,33000,39072000,670158000,355617000,,408122000,1433897000,9935000,9935000,1062740000,23877000,,7358000,1093975000,1.06983615363954
"Pennsylvania",2006,2044860000,863911000,802461000,3711232000,,,361506000,361506000,487790000,487790000,40991000,41000,41032000,727332000,376954000,,424447000,1528733000,10531000,10531000,1161004000,42032000,,8592000,1211628000,1.02773835634112
"Pennsylvania",2007,2070386000,841452000,837743000,3749581000,546412000,,248941000,795353000,613664000,613664000,42630000,82000,42712000,756426000,392032000,,441420000,1589878000,10952000,10952000,1398342000,53821000,,8931000,1461094000,1
"Rhode Island",1995,61278000,14354000,9693000,85325000,,,554000,554000,30155000,30155000,0,0,0,41177000,2724000,0,0,43901000,1799000,1799000,174781000,1639000,0,758000,177178000,1.45604094315482
"Rhode Island",1996,74715000,17949000,10236000,102900000,0,0,1033000,1033000,30600000,30600000,5890000,0,5890000,32311000,1493000,0,240000,34044000,8801000,8801000,141888000,1423000,0,815000,144126000,1.41743772241993
"Rhode Island",1997,75312000,18111000,11001000,104424000,0,0,1279000,1279000,31591000,31591000,11780000,0,11780000,27739000,263000,250000,480000,28732000,585000,585000,93807000,1101000,0,834000,95742000,1.36731891520769
"Rhode Island",1998,104764000,42777000,11390000,158931000,0,0,1806000,1806000,51761000,51761000,12134000,,12134000,28868000,246000,258000,496000,29868000,585000,585000,87183000,1044000,,859000,89086000,1.34560810810811
"Rhode Island",1999,100370000,46214000,11323000,157907000,23323000,,607000,23930000,,0,32943000,,32943000,27022000,12840000,5620000,85000,45567000,31866000,31866000,137369000,1225000,,1456000,140050000,1.3147384056775
"Rhode Island",2000,53418000,25847000,11385000,90650000,4078000,,8996000,13074000,30850000,30850000,34958000,,34958000,21589000,13872000,7372000,81000,42914000,18641000,18641000,131454000,1325000,,1322000,134101000,1.28050152708568
"Rhode Island",2001,67087000,30803000,11385000,109275000,,,1612000,1612000,29800000,29800000,7272000,,7272000,102907000,16708000,,61000,119676000,21615000,21615000,150152000,362000,,1552000,152066000,1.25587261548163
"Rhode Island",2002,99487000,53583000,11829000,164899000,6149000,,2534000,8683000,30105000,30105000,17055000,,17055000,111066000,18212000,,,129278000,21297000,21297000,165962000,1260000,,1552000,168774000,1.21841541755889
"Rhode Island",2003,78015000,3772000,11725000,93512000,,,17297000,17297000,30000000,30000000,12329000,,12329000,79360000,10553000,,,89913000,20958000,20958000,137563000,3133000,,,140696000,1.19002091425157
"Rhode Island",2004,80377000,42028000,12146000,134551000,3694000,,2913000,6607000,32895000,32895000,8022000,,8022000,65199000,12544000,960000,2291000,80994000,2386000,2386000,154187000,2388000,,2603000,159178000,1.11960646521434
"Rhode Island",2005,66286000,29872000,12181000,108339000,,,49036000,49036000,33350000,33350000,7743000,,7743000,68632000,13547000,988000,2469000,85636000,2600000,2600000,218549000,2691000,,,221240000,1.06983615363954
"Rhode Island",2006,80722000,17695000,12063000,110480000,296000,,5415000,5711000,269000000,269000000,6000000,,6000000,71796000,14360000,1284000,2592000,90032000,2704000,2704000,238903000,1821000,,,240724000,1.02773835634112
"Rhode Island",2007,79985000,10278000,12064000,102327000,19361000,,91277000,110638000,21390000,21390000,42473000,,42473000,79891000,13977000,3105000,2523000,99496000,2632000,2632000,237500000,12913000,,,250413000,1
"South Carolina",1995,355322000,45970000,,401292000,,,5555000,5555000,20023000,20023000,0,0,0,80104000,27047000,5147000,12951000,125249000,7244000,7244000,251127000,2071000,0,2586000,255784000,1.45604094315482
"South Carolina",1996,349105000,80233000,0,429338000,0,0,16793000,16793000,30147000,30147000,0,0,0,112528000,18444000,3609000,875000,135456000,408000,408000,235025000,2101000,0,2743000,239869000,1.41743772241993
