Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),Expenditure Name
,"General science, space, and technology"
#,Expensing of research and experimentation expenditures (normal tax method)
#+,7,Treasury,2000,500.00,600.00,665.00,720.00,750.00,,,,,,,,,,,,10.00,10.00,10.00,15.00,15.00,,,,,,,,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,138,Treasury,2001,1830.00,1850.00,1925.00,2050.00,2200.00,2365.00,,,,,,,,,,,35.00,35.00,40.00,40.00,45.00,45.00,,,,,,,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,270,Treasury,2002,1650.00,1620.00,1650.00,1740.00,1840.00,1940.00,2060.00,,,,,,,,,,30.00,30.00,30.00,30.00,40.00,40.00,40.00,,,,,,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,402,Treasury,2003,,1980.00,1750.00,2330.00,2820.00,3330.00,3830.00,4080.00,,,,,,,,,,40.00,30.00,50.00,60.00,70.00,80.00,80.00,,,,,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,538,Treasury,2004,,,1630.00,2160.00,2710.00,3320.00,3910.00,4190.00,4300.00,,,,,,,,,,30.00,40.00,50.00,70.00,80.00,80.00,80.00,,,,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,675,Treasury,2005,,,,-1940.00,-2300.00,4400.00,8130.00,6970.00,6240.00,5460.00,,,,,,,,,,-40.00,-50.00,100.00,160.00,140.00,120.00,110.00,,,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,812,Treasury,2006,,,,,-2280.00,4010.00,7770.00,6850.00,6140.00,5250.00,4700.00,,,,,,,,,,-50.00,100.00,150.00,140.00,120.00,110.00,100.00,,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,958,Treasury,2007,,,,,,4010.00,7770.00,6850.00,6140.00,5250.00,4700.00,4740.00,,,,,,,,,,100.00,150.00,140.00,120.00,110.00,100.00,100.00,,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,1121,Treasury,2008,,,,,,,7770.00,5570.00,5170.00,3980.00,4920.00,6100.00,5880.00,,,,,,,,,,150.00,110.00,110.00,80.00,110.00,130.00,120.00,,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
#+,1281,Treasury,2009,,,,,,,,5090.00,4620.00,4890.00,4380.00,4220.00,4300.00,4320.00,,,,,,,,,,100.00,100.00,100.00,90.00,100.00,100.00,100.00,,,Expensing of research and experimentation expenditures (normal tax method),,,,,,,,,,,,,,,,
