2,12.105
2,12.107
2,12.108
2,12.109
2,15.033
2,20.100
2,20.106
2,20.108
2,20.109
2,20.200
2,20.205
2,20.215
2,20.218
2,20.219
2,20.223
2,20.231
2,20.232
2,20.233
2,20.234
2,20.235
2,20.236
2,20.237
2,20.238
2,20.240
2,20.301
2,20.303
2,20.312
2,20.313
2,20.314
2,20.315
2,20.316
2,20.317
2,20.318
2,20.319
2,20.500
2,20.505
2,20.507
2,20.509
2,20.513
2,20.514
2,20.515
2,20.516
2,20.518
2,20.519
2,20.521
2,20.522
2,20.600
2,20.601
2,20.602
2,20.605
2,20.607
2,20.608
2,20.609
2,20.610
2,20.611
2,20.612
2,20.613
2,20.614
2,20.615
2,20.700
2,20.701
2,20.703
2,20.704
2,20.720
2,20.721
2,20.760
2,20.761
2,20.762
2,20.763
2,20.764
2,20.802
2,20.803
2,20.806
2,20.807
2,20.808
2,20.810
2,20.812
2,20.813
2,20.814
2,20.900
2,20.901
2,20.904
2,20.905
2,20.910
2,20.930
2,20.931
2,23.003
2,33.001
2,97.011
2,97.012
2,97.013
2,97.014
2,97.056
2,97.057
2,97.058
2,97.059
2,97.060
2,97.069
2,97.072
2,97.075
2,97.090
2,97.100
2,97.118
4,10.078
4,10.312
4,10.685
4,10.686
4,10.775
4,10.850
4,10.851
4,10.854
4,10.857
4,10.859
4,10.865
4,10.868
4,14.318
4,14.506
4,15.148
4,15.421
4,15.422
4,15.425
4,15.656
4,15.819
4,23.011
4,77.006
4,77.007
4,77.008
4,77.009
4,78.004
4,81.003
4,81.036
4,81.041
4,81.042
4,81.049
4,81.057
4,81.065
4,81.079
4,81.086
4,81.087
4,81.089
4,81.105
4,81.117
4,81.119
4,81.121
4,81.122
4,81.126
4,81.127
4,81.128
4,81.129
4,81.131
4,81.132
4,81.133
4,81.134
4,81.135
4,93.568
5,10.405
5,10.410
5,10.411
5,10.415
5,10.417
5,10.420
5,10.427
5,10.433
5,10.438
5,10.441
5,10.442
5,10.444
5,10.445
5,10.446
5,10.447
5,10.448
5,10.788
5,10.789
5,14.103
5,14.108
5,14.110
5,14.112
5,14.117
5,14.119
5,14.122
5,14.123
5,14.126
5,14.127
5,14.129
5,14.133
5,14.134
5,14.135
5,14.138
5,14.139
5,14.142
5,14.149
5,14.151
5,14.155
5,14.157
5,14.159
5,14.162
5,14.163
5,14.164
5,14.167
5,14.168
5,14.169
5,14.171
5,14.172
5,14.175
5,14.181
5,14.183
5,14.184
5,14.188
5,14.189
5,14.191
5,14.195
5,14.197
5,14.198
5,14.199
5,14.218
5,14.225
5,14.227
5,14.228
5,14.231
5,14.235
5,14.238
5,14.239
5,14.241
5,14.247
5,14.248
5,14.249
5,14.250
5,14.252
5,14.253
5,14.254
5,14.255
5,14.256
5,14.257
5,14.258
5,14.259
5,14.260
5,14.261
5,14.262
5,14.311
5,14.313
5,14.314
5,14.315
5,14.316
5,14.317
5,14.318
5,14.321
5,14.400
5,14.401
5,14.408
5,14.419
5,14.420
5,14.506
5,14.516
5,14.517
5,14.525
5,14.850
5,14.856
5,14.862
5,14.865
5,14.866
5,14.867
5,14.869
5,14.870
5,14.871
5,14.872
5,14.873
5,14.874
5,14.875
5,14.876
5,14.877
5,14.878
5,14.879
5,14.880
5,14.881
5,14.882
5,14.883
5,14.884
5,14.885
5,14.886
5,14.887
5,14.889
5,14.891
5,14.900
5,14.901
5,14.902
5,14.903
5,14.904
5,14.905
5,14.906
5,14.907
5,14.908
5,14.909
5,14.910
5,14.911
5,14.912
5,14.913
5,14.914
5,15.141
5,16.103
5,16.736
5,16.805
5,21.010
5,21.011
5,64.024
5,64.106
5,64.114
5,64.118
5,64.119
5,64.126
5,97.024
