Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",DR,DO,"326,995","352,756","297,984",,,,,,,,,,,,,,,
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",DR,PT,,,,"351,488","378,880","338,944","303,530","214,528","250,318","278,384","274,125","267,495","279,074","239,714","249,088","260,132","271,847","263,144"
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",MB,DO,"1,131,860","1,094,614","1,045,340",,,,,,,,,,,,,,,
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",MB,PT,,,,"1,090,150","1,083,249","1,068,840","1,003,124","1,142,760","1,227,422","1,318,236","1,359,663","1,352,467","1,259,272","909,082","782,334","796,642","793,885","729,407"
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,,,,"7,841","4,969","6,509","7,123","7,889","7,815","8,493",,"27,208","54,290","51,518"
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,"273,919","272,353","274,612","273,558","185,809","184,869","188,537","190,025","190,077","192,064","187,731","193,600","186,828",,"226,426","228,469","228,573"
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,"332,951","891,324","1,140,774","1,350,821","1,804,697","2,037,559","2,215,988","2,630,979","2,803,693","2,907,043","2,969,828","3,307,849","3,248,972","3,528,017"
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"9,253,475","9,094,543","9,138,244","9,114,334","9,103,048","9,364,446","9,571,831","9,627,452","9,590,596","9,790,686","9,968,480","9,973,151","9,866,704","9,917,736","10,045,435","10,103,473","10,237,152","10,600,670"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,"1,179,720","2,941,801","3,685,178","3,690,600","2,370,995","3,141,667","1,393,934","4,286,941","6,029,538","12,982,777","12,876,171","15,167,295","19,917,128","21,932,434","43,044,614","54,485,817"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,DO,"294,032,000","295,548,000","295,239,000","300,167,000","302,369,961","299,291,341","304,094,411","305,747,024","312,893,571","323,176,760","325,923,674","333,565,884","334,505,342","339,818,776","335,689,529","339,374,918","338,410,914","347,416,429"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"90,963,550","89,908,483","88,593,222","89,672,386","88,413,948","85,773,171","86,844,383","90,669,022","94,346,565","98,907,397","101,025,661","102,134,686","103,509,099","103,665,084","101,269,584","101,520,477","101,303,184","102,920,091"
2008,2009,City of Poughkeepsie,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,"267,242","292,212","255,126","256,893",,,,,,,,"221,509","192,171","194,810","195,620","198,140","196,920",
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,DO,"149,175","159,715","504,742","628,922","274,574","421,005","468,630","528,220","442,748","445,522","409,785","415,140","370,414","403,490","400,866","386,855","385,757","227,625"
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,"748,368","715,687","606,271","630,200","1,040,624","974,501","994,618","1,002,434","1,126,794","1,133,855","1,197,994","1,201,372","1,084,336","1,086,269","1,079,206","1,041,266","1,054,303","1,145,403"
2005,2015,City of Rome VIP Transit,Rome,NY,"Utica, NY",233,55,"113,409",MB,DO,"190,010","214,504","188,968",,,,,,,,,,,,,,,
2008,2018,"CNY Centro, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",DR,DO,"393,019","390,082","377,489","348,738","339,377","328,331","322,205","354,047","373,201","390,275","397,755","324,399","291,442","275,996","293,212","351,390","395,769","458,217"
2008,2018,"CNY Centro, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",DR,PT,"25,631","8,481","4,044","2,174",814,,,,,,,"292,533","280,819","246,133","296,903","354,337","444,711","495,676"
2008,2018,"CNY Centro, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,DO,"4,032,289","3,860,682","3,716,361","4,021,918","4,012,555","3,261,048","3,186,482","3,102,018","3,091,156","3,153,801","3,170,600","3,217,199","3,365,815","3,563,043","3,553,702","3,623,051","3,926,953","3,765,163"
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409",DR,DO,"119,354","123,567","132,162","125,084","142,321","150,450","154,059","167,326","148,922","141,424","125,808","127,538","122,318","125,756",,,,
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409",MB,DO,"1,050,263","1,055,377","1,047,474","1,049,653","1,044,545","1,012,485","1,006,290","1,013,501","998,940","998,684","950,627","943,026","925,052","892,539",,,,
1993,2038,"Green Bus Lines, Inc.",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"5,299,214","5,259,838","5,152,470",,,,,,,,,,,,,,,
1993,2039,"Jamaica Buses, Inc.",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"1,827,200","1,736,083","1,731,362",,,,,,,,,,,,,,,
2005,2040,"New York Bus Tours, Inc., dba: New York Bus Service",Bronx,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"3,027,773","2,918,768","2,190,697","2,258,947","2,062,178","2,011,817","2,054,994","2,271,921","2,460,405","2,663,625","2,694,831","2,748,015","2,703,700","2,671,923","1,365,364",,,
1993,2046,Triboro Coach Corporation,Jackson Heights,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"3,450,589","3,257,925","3,259,769",,,,,,,,,,,,,,,
2008,2071,Huntington Area Rapid Transit,Huntington Station,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,"33,513","34,896","33,076","32,772","33,176","28,243","41,939","48,295","46,794","54,156","61,398","63,818","73,118","74,461","80,994","93,906","100,698","104,451"
2008,2071,Huntington Area Rapid Transit,Huntington Station,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"406,551","370,315","361,116","360,041","360,940","329,915","329,875","330,777","326,806","328,873","327,293","327,061","315,281","317,599","320,633","321,733","323,871","323,943"
2008,2072,Suffolk County Department of Public Works - Transportation Division,Yaphank,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,,"34,522","409,721","594,979","824,865","1,117,184","1,319,183","1,418,162","1,711,714","1,928,596","2,170,862","2,609,116","2,787,137","3,385,183","4,096,193","4,637,083"
2008,2072,Suffolk County Department of Public Works - Transportation Division,Yaphank,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"5,686,336","5,642,035","5,724,669","5,787,039","5,905,416","6,022,092","6,324,196","6,365,231","6,494,659","6,649,061","7,057,828","7,239,699","7,218,381","7,355,512","7,417,669","7,164,032","7,186,600","7,246,875"
1993,2073,"Command Bus Company, Inc.",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"2,218,976","2,140,480","2,098,041",,,,,,,,,,,,,,,
2008,2075,Port Authority Transit Corporation,Lindenwold,NJ,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",HR,DO,"4,206,580","4,115,020","4,263,860","4,270,510","4,192,985","4,063,060","4,016,966","3,954,493","4,099,735","4,097,782","4,049,687","4,131,315","4,146,180","4,054,945","3,969,017","4,011,182","4,159,846","4,236,947"
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,,,,,,,,,,,,,,"2,471,523"
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,"1,019,148","1,197,964","1,260,874","1,446,188","1,717,210","1,510,520","1,528,636","1,566,446","1,647,509","1,829,116","1,913,521","1,882,123","1,820,636","1,941,421","2,042,680","2,069,520","2,304,843",
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,,,,,,,,,,,"8,462,132"
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"454,714","470,558","446,647","445,892","493,084","483,854","480,763","506,979","397,335","339,833","270,013","277,850","282,037","284,629","7,099,181","8,223,496","8,377,342",
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"35,649,000","36,775,900","37,273,600","37,936,800","40,975,175","41,949,523","43,567,971","45,280,660","46,860,452","48,835,593","49,423,788","49,463,127","48,745,706","49,720,555","51,826,773","54,542,126","56,695,107","59,125,566"
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,PT,,,,,,0,,,,,,,,,,,,
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,,,,,,"22,264","31,339","36,839","40,799","41,009","49,454","46,563","48,329"
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"16,637","79,009","78,677","68,713","70,059","72,416","71,568","71,365","83,470","102,000","87,257","89,038","89,271","92,029","99,411","99,306","99,726","99,735"
2004,2079,"Liberty Lines Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"7,832,317","7,814,842","7,740,002","7,827,162","7,966,446","7,934,030","7,976,662","8,082,643","8,221,859","8,162,814","8,128,611","8,108,688","8,012,019","8,014,424",,,,
2004,2079,"Liberty Lines Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,0,,,,,,
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"35,974,100","37,004,500","37,348,400","38,146,000","40,099,987","39,480,192","40,858,439","42,704,342","43,509,835","44,162,200","43,708,493","46,007,537","48,850,015","52,860,586","56,124,820","58,787,082","59,124,036","61,491,746"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,PT,"1,426,590","1,415,030","1,409,480","1,395,930","1,383,538","1,378,074","1,378,091","1,383,030","1,385,509","1,391,213","1,332,023","1,356,323","1,383,012","1,327,785","1,197,092","218,022",,
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,"20,312","380,084","1,105,176","1,850,963","2,627,625","3,407,823","4,209,098","4,658,902","5,187,195","7,001,168","7,350,767","8,439,249","9,125,399","9,752,353","9,512,082","10,945,120"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",LR,DO,"647,104","644,639","643,858","664,087","653,711","653,784","656,192","649,787","643,259","540,518","581,706","478,913","584,406","572,984","574,477","584,128","681,989","670,319"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",LR,PT,,,,,,,,,,"119,757","622,693","704,864","719,832","1,061,603","2,085,204","2,808,158","3,468,511","3,433,973"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"61,432,071","61,165,596","62,773,697","64,098,061","64,198,711","64,509,579","63,119,927","62,876,179","65,137,207","65,371,960","65,973,412","66,918,500","66,813,490","66,415,378","66,999,015","68,014,358","68,431,309","69,385,606"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"5,165,058","3,529,899","5,255,750","5,376,464","6,794,793","6,753,865","6,783,485","6,879,959","6,101,183","5,895,379","5,980,529","6,035,348","6,380,926","7,730,976","8,729,971","8,946,086","10,605,530","10,705,788"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",VP,PT,,,,,,,,"2,177,406","3,204,635","1,332,898","1,193,570","2,865,100","3,759,570","3,651,150","3,503,370","3,383,309","3,555,089","3,915,251"
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,"1,976,551","2,035,888","1,666,880",,,,,,,,,,,,,,,
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,DO,"170,110","158,652","169,515","169,270","170,508","170,446","169,520","168,636","171,933","171,933","172,484","171,933","172,463","173,478","177,001","180,305","183,924","186,003"
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,0,0,,,,,,,,,,,
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,0,"2,410,926","2,379,628","2,376,078","2,373,458",0,0,0,0,0,0,0,0,0,0,0,"632,734","632,734"
2008,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,,,,,,,,,,,,,"62,744"
2008,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"1,120,940","1,108,416","1,135,332","1,129,755","1,148,149","1,031,910","1,286,212","1,511,797","1,603,406","1,609,920","1,746,436","1,970,593","2,078,994","2,167,451","2,204,207","2,446,126","2,611,214","2,579,850"
2008,2085,Clarkstown Mini-Trans,Nanuet,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"353,379","360,816","363,069","353,970","363,464","366,588","367,150","355,397","332,073","331,819","332,580","334,065","329,218","321,846","318,127","318,732","318,881","324,716"
2008,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,"188,352","181,941","187,174","178,306","192,720","199,700","235,217","293,803","303,900","358,033","382,736","421,720","433,617","470,173","510,276","558,655","627,666","669,023"
2008,2089,Village of Spring Valley Bus,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"87,012","87,012","81,544","68,925","62,684",,,,,,"116,480","68,002",,"68,576","64,111","54,038","41,985","59,145"
2008,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,,,,,,"18,056","25,494","37,320","57,524","67,217","79,037","84,696","111,179","120,040","117,043","127,380"
2008,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"630,032","380,453","533,319","513,147","516,725","558,498","506,803","465,162","387,082","387,082","387,800","403,697","395,239","401,887","415,424","413,682","391,289","403,987"
2008,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,"41,044","42,187","83,742","86,697","86,502","86,760","88,912","93,443","89,873","91,621","123,471","405,691","325,215","188,758","176,970","175,582","175,531","173,400"
2008,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,DO,"12,797,500","12,484,600","12,837,700","12,797,500","12,818,422","12,956,961","12,833,573","12,943,905","13,116,694","13,337,811","12,754,604","11,384,113","11,416,543","12,619,305","12,691,024","12,176,451","12,162,571","12,194,370"
2008,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"2,061,440",,,,,,,,,,,,,,,,,
2008,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,DO,,"1,760,630","1,818,990","1,886,480","1,842,614","1,927,611","2,103,488","2,130,984","2,148,489","2,029,647","2,147,871","2,147,973","2,145,732","2,176,581","2,102,309","2,160,107","2,176,287","2,371,978"
2008,2100,MTA Long Island Rail Road,Jamaica,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"55,278,500","54,699,900","54,320,000","54,380,100","55,676,294","55,997,560","57,711,810","57,766,587","57,069,383","56,741,509","57,410,102","57,534,622","56,788,209","58,240,340","58,730,136","60,798,449","62,715,355","64,396,250"
2008,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,"Rochester, NY",53,295,"694,396",DR,DO,"763,911","784,258","753,044","787,738","659,881","690,921","751,505","1,009,486","1,010,935","939,462","856,053","932,090","1,003,206","1,125,454","1,353,873","1,516,386","1,574,814","1,565,520"
2008,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,"Rochester, NY",53,295,"694,396",MB,DO,"5,549,950","5,453,722","4,936,579","5,217,949","5,208,186","5,205,221","5,262,400","5,291,728","5,333,512","5,574,762","5,702,313","5,845,520","5,967,457","5,909,042","5,800,426","5,631,082","5,264,032","5,122,614"
2008,2116,"Centro of Cayuga, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,DO,"315,178","318,450","312,857","463,648","568,834","572,330","564,642","560,633","546,444","551,254","585,873","581,740","593,001","598,706","628,288","630,996","632,936","635,274"
2008,2116,"Centro of Cayuga, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,PT,"14,514","20,992","20,746",,,,,,,,,,,,,,,
2004,2117,"Liberty Lines Express, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"2,440,939",,,,,"2,023,242","2,024,771","2,040,971","2,068,732","2,073,564","2,059,910","2,085,352","2,080,605","2,093,813",,,,
2004,2117,"Liberty Lines Express, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,0,,,,,,
1992,2118,Onondaga County,Syracuse,NY,"Syracuse, NY",74,134,"388,918",MB,PT,"567,282","555,114",,,,,,,,,,,,,,,,
2008,2119,County of Oneida,Utica,NY,"Utica, NY",233,55,"113,409",MB,PT,"247,363",,,,,,,,,,,,,,,,,
2008,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",DR,DO,,"12,919","13,154","13,244","16,770","15,859","15,773","17,371","18,238","19,368","22,671","17,104","17,179","18,530","16,645","15,762","13,727","14,963"
2008,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",DR,PT,,,992,"1,681",136,197,8,,,,,,,,,,,
2008,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",MB,DO,"222,919","218,821","217,140","238,049","247,929","265,330","267,168","278,302","280,513","293,673","293,925","271,317","267,525","274,228","295,688","293,091","304,820","305,687"
2008,2122,"Academy Lines, Inc.",Hoboken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"4,931,516","5,121,431","6,484,400","6,419,244","6,550,241","6,470,462","6,537,572","7,213,401","7,589,569","7,679,651","8,789,987","8,783,701","8,819,230","8,456,436","7,885,020","7,959,952","7,921,732","7,957,248"
2008,2126,"Hudson Transit Lines, Inc.",Mahwah,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"6,705,455","6,580,792","6,319,775","6,376,544","6,626,610","7,168,836","7,219,810","7,321,529","7,455,128","7,428,644","7,549,646","7,685,469","7,573,488","7,892,107","8,613,053","8,566,982","8,528,700","8,511,873"
2008,2128,Suburban Transit Corporation,New Brunswick,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"9,033,049","8,712,903","8,708,575","8,576,108","8,819,342","8,744,362","8,793,497","11,792,219","11,655,072","11,394,150","9,999,184","7,897,910","6,791,411","6,746,462","6,251,770","5,913,220","6,240,090","5,797,231"
1993,2129,"Rockland Coaches, Inc.",Newark,NJ,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"1,285,567","892,201","893,666",,,,,,,,,,,,,,,
2008,2132,New Jersey Transit Corporation-45,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"19,792,300","17,502,576","17,092,702","17,450,803","17,371,235","17,031,059","17,134,367","1,489,402","1,377,496","1,178,675","1,170,135","1,160,211","1,178,528","1,154,736","1,085,730","977,738","989,079","935,250"
2008,2135,Monsey New Square Trails Corporation,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"709,992",,,"886,866","940,897","915,387","877,734","897,201","932,368","964,869","909,527","990,124","1,060,860","1,230,561","1,075,559","1,103,289","1,049,180","1,037,224"
2005,2136,Queens Surface Corporation,Flushing,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"6,496,413","6,139,873","5,366,867","5,619,265","5,374,717","5,408,449","5,520,806","5,626,513","5,881,936","5,952,154","5,928,794","4,959,406","5,592,225","5,553,586","863,547",,,
2008,2137,Monroe Bus Corporation,Brooklyn,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,,,,,,,,,,,,,,"662,272","692,967","708,988","697,090","681,925"
2008,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",DR,DO,,,"164,808",,,,,,,,,,,,,,,
2008,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",DR,PT,,,,"148,410","153,250","179,643","184,280","196,603","234,392","251,755","294,026","329,615","331,843","352,479","349,805","328,354","368,197","378,402"
2008,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",MB,DO,,,"305,802","308,596","303,548","317,519","305,751","336,826","1,098,946","1,104,294","1,135,346","1,210,112","1,234,737","1,264,509","1,258,223","1,288,668","1,309,938","1,452,786"
2008,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",MB,PT,,,"592,128","665,156","639,776","681,731","670,517","683,755","359,680","377,201","359,523","339,719","330,004","283,171","285,053","258,258","262,955","173,062"
1993,2146,"Designated Recipient Services, Inc.",Syracuse,NY,"Syracuse, NY",74,134,"388,918",MB,PT,,,"286,421",,,,,,,,,,,,,,,
2006,2147,GTJC,Lynbrook,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,"11,937,842","11,555,722","11,491,487","11,783,991","12,516,363","12,940,046","13,111,075","13,144,165","12,176,888",,,,,,
2006,2147,GTJC,Lynbrook,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,,"12,662,675","12,476,194","11,962,026","719,772",,
2008,2148,Newburgh Beacon Bus Corporation,New Windsor,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,DO,,,,,,,,,,,,"10,761","20,411","33,599","36,704","69,235","71,224","57,747"
2008,2148,Newburgh Beacon Bus Corporation,New Windsor,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,,,,,,,,,,,,"141,237","257,620","270,595","254,897","213,805","215,207","263,922"
2008,2149,"Rockland Coaches, Inc.",Westwood,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,"4,285,286","4,286,365","4,323,765","4,381,634","4,479,294","4,415,273",,"4,491,070","4,597,537","4,529,680","4,387,652","4,308,365","4,291,866","4,292,407","4,173,066"
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,DO,,,,,,,,,,,,0,,,,,,
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,,,,,,,0,,,,,,
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,0,,,,,,
2007,2155,Cumberland County Office on Aging,Bridgeton,NJ,"Vineland, NJ",290,62,"88,724",DR,DO,,,,,,"564,175","581,191","430,843","456,487","529,580","579,462","695,908","651,586","748,466","683,696","624,207","631,920",
1996,2156,"Buffalo Motor Bus, Ltd.",Buffalo,NY,"Buffalo--Niagara Falls, NY",34,286,"954,332",MB,DO,,,,,,"30,120",,,,,,,,,,,,
2008,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",DR,DO,,,,,,,"337,680","300,900",,,,"268,005","216,167","158,678",,,,
2008,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",DR,PT,,,,,,,,,"124,645","141,478","119,850",,,,"248,567","242,241","255,389","212,217"
2008,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",MB,DO,,,,,,,"225,036","265,455",,,,"333,540","341,343","335,931",,,,
2008,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",MB,PT,,,,,,,,,"296,064","310,388","333,030",,,,"391,346","387,751","407,650","437,424"
2008,2159,"Atlantic Paratrans of NYC, Inc.",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,,,,"4,166,370","4,889,839","8,097,686","8,641,126","6,309,798","6,309,780","7,172,436","8,151,272","7,757,848","6,561,576","7,189,659"
2008,2160,"Community Transit, Inc.",Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"809,200","745,954","949,787","952,141","954,658","921,694","914,271","920,116","904,198","920,116","926,575"
2008,2161,DeCamp Bus Lines,Montclair,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"1,735,733","1,809,821","2,106,160","2,138,686","2,099,384","1,928,268","1,753,608","1,709,169","1,688,629","1,743,298","1,670,448"
2003,2162,Lafeyette-Greenville IBOA,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"439,145","646,740","780,356","726,866","604,518","149,969",,,,,
2008,2163,"Lakeland Bus Lines, Inc.",Dover,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"3,169,305","2,875,140","2,716,017","2,665,632","2,939,882","2,908,200","2,968,042","2,910,681","3,032,510","3,090,206","2,910,242"
2004,2164,Leisure Line,Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"239,522","463,296","569,400","559,470","553,095","539,143","582,656",,,,
