Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,"1,683,877","1,904,547","2,058,392","2,602,477","3,636,554","5,300,660","8,889,236","7,885,050","8,551,091","8,346,925","8,665,960","9,013,597","9,371,221","9,454,045","9,750,742","10,022,252","8,887,541","10,067,742"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,DO,"48,840","47,914","48,187","48,317","22,282","40,800","42,232","40,318","42,221","42,271","40,126","39,826","42,865","42,879","38,754",,,"56,613"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"24,642,080","25,742,388","25,840,217","26,076,206","27,799,683","29,315,617","30,808,531","31,768,532","33,601,691","32,349,611","33,086,876","34,676,436","35,216,587","42,855,558","30,466,678","30,490,731","31,382,891","31,388,923"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,"1,165,399","1,371,406","1,212,192","1,099,802","1,285,752","759,205",,,,,,,,,0,0,"785,845","791,909"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,DO,"3,038,420","3,291,513","3,315,542","3,255,945","3,185,885","3,082,262","3,255,845","3,524,927","3,566,507","3,378,544","3,478,706","3,290,002","3,385,213","3,526,126","3,123,146","2,928,913","2,803,753","2,803,968"
2008,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"4,715,555","6,046,050","7,877,502","8,121,360","7,528,300","7,749,560","8,492,380","8,910,373","9,451,684","9,314,635","9,619,021","9,295,012","8,997,627","8,767,157","9,083,017","9,950,978","10,598,269","11,711,249"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,DO,"1,058,317","1,183,928","1,287,670","1,371,257","1,483,982","1,489,913","1,523,400","1,526,709","1,377,197","1,334,007","1,358,293","1,377,785","1,418,077","1,286,478","1,229,340","1,280,681","1,305,017","1,337,188"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,PT,"347,574","390,554","433,023","582,004","785,235","836,137","1,000,466","952,381","1,072,115","1,019,021","991,435","1,009,156","1,044,411","1,114,827","1,104,025","1,268,932","1,370,968","1,387,765"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",MB,DO,"4,818,123","4,890,104","4,979,171","5,045,803","5,197,171","5,330,929","5,389,263","5,411,212","5,308,483","4,962,786","4,641,901","4,753,745","4,789,262","4,839,102","5,031,171","5,570,692","5,592,842","5,718,006"
2008,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",VP,DO,"116,590","162,305","195,140","257,380","233,767","253,560","277,711","293,292","236,397","225,726","299,738","312,141","352,741","352,415","490,835","609,371","686,661","893,380"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"684,680","801,429","899,349","1,134,089","1,103,225","786,824","726,572","856,397","779,535","722,122","723,138","722,416","790,448","746,906","703,150","807,031","743,943","757,634"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,"1,679,249","1,576,519","2,133,412","2,705,951","3,453,401","1,734,917","1,564,315","1,911,850","2,393,975","2,316,942","1,679,015","1,784,016","1,711,053","1,689,291","1,760,572","2,155,044","2,234,285","2,253,165"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"5,978,691","5,357,298","5,319,487","6,180,289","6,980,824","7,066,156","7,433,599","7,864,965","8,746,934","8,218,551","8,708,202","9,112,779","9,764,345","9,957,192","6,907,313","7,078,677","7,244,414","7,483,257"
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,"624,478","677,744","671,647","341,968",,,,,,,,,,,0,0,0,0
2008,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"250,250","526,012","820,000","1,103,000","1,154,073","1,334,500","1,757,500","2,111,500","2,305,250","2,790,000","3,060,000","3,220,750","3,421,752","3,732,861","3,868,419","4,142,489","4,040,101","4,251,255"
2008,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"134,658","135,828","143,726","128,746","162,784","103,944","114,076","236,132","243,048","271,407","244,224","254,198","344,390","420,701","386,977","424,913","495,980","524,124"
2008,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"1,119,655","1,109,652","1,127,204","1,124,210","1,117,014","1,030,554","809,289","989,296","976,752","1,002,957","1,031,607","1,095,430","1,036,246","941,393","1,093,744","1,210,740","1,301,937","1,378,016"
2008,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",DR,PT,"165,391","178,019","236,258","415,384","271,377","155,630","164,527","243,529","169,223","238,368","223,444","229,175","256,094","409,327","418,078","289,153","287,666","513,509"
2008,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",MB,DO,"552,104","638,644","684,051","662,532","518,395","524,076","531,120","499,845","550,704","530,996","540,892","633,503","640,738","676,695","721,813","747,929","791,587","830,972"
2008,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",VP,DO,,,,,,,,,,,,"82,489","198,960","276,757","272,459","268,931","398,622","527,915"
2008,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",DR,PT,"109,776","196,055","339,639","362,194","382,542","421,607","453,147","482,240","468,907","524,944","583,355","593,486","604,499","629,277","632,442","802,228","890,064","969,123"
2008,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",MB,DO,"3,090,872","3,095,323","3,149,016","3,327,523","3,466,767","3,470,508","3,560,159","3,713,912","3,747,492","3,854,315","3,863,458","3,959,968","3,775,959","3,581,153","3,255,960","3,220,372","3,464,018","3,334,041"
2008,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",VP,PT,,,,,,,,,,,,,,,"17,025","68,803","66,915","171,686"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,"23,175","114,507","144,687","181,467","148,731",,,,,,,,,
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",DR,PT,"1,814,604","1,786,208","2,186,833","2,581,412","2,928,272","3,571,679","4,131,681","4,429,367","4,568,615","4,894,400","5,024,925","5,156,221","5,878,522","6,218,232","6,162,112","6,490,970","8,109,374","7,847,149"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",LR,DO,"1,408,230","1,445,530","1,503,260","1,554,090","1,537,944","1,533,463","1,578,582","1,710,943","4,440,855","5,052,156","5,051,406","5,664,277","5,823,757","6,023,056","6,671,716","6,377,513","6,564,411","6,875,263"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",MB,DO,"18,479,640","19,050,312","19,611,533","20,533,955","20,739,884","21,291,654","21,239,993","21,557,141","22,028,699","22,865,790","22,957,607","23,576,663","23,776,175","24,013,628","23,980,719","23,137,816","22,535,520","22,518,199"
2008,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",MB,PT,"162,306","142,848","142,853","227,824","168,831",,,,,,,,,,,,,
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",DR,DO,"40,421","47,071","72,145","82,668","107,397","136,290","151,307","142,941","144,822","156,296","166,093","175,103","190,233","192,554","200,502","202,571","240,092","261,944"
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",DR,PT,,,,,,,,,,,,,"3,633","10,749","15,936","17,420","18,712","16,113"
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",MB,DO,"613,102","625,762","675,813","796,099","912,102","913,075","925,006","903,625","892,935","932,633","967,228","958,011","983,620","940,587","891,799","849,980","852,899","830,809"
2008,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",MB,PT,,,,,,,,,,,,,"92,179","170,686","380,617","455,063","454,979","544,842"
2008,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",DR,PT,"408,430","385,491","446,738","390,154","357,236","393,651","503,822","834,212","886,166","893,395","966,533","1,023,981","1,081,943","1,122,904","1,016,103","1,002,887","1,123,832","1,113,400"
2008,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",MB,DO,"1,840,231","1,857,285","1,820,001","1,775,059","1,765,599","1,792,585","1,805,933","1,830,475","1,803,999","1,755,166","1,838,479","1,843,190","1,923,191","2,100,375","2,131,609","2,154,841","2,173,652","2,150,344"
2008,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",VP,PT,,,,,,"218,553","267,247","263,042","305,942","372,158","469,357","467,192","531,858","610,492","612,898",0,0,0
1992,0015,Snohomish County Transportation Authority,Lynnwood,WA,"Seattle, WA",18,588,"1,744,086",MB,DO,,0,,,,,,,,,,,,,,,,
1992,0015,Snohomish County Transportation Authority,Lynnwood,WA,"Seattle, WA",18,588,"1,744,086",MB,PT,0,,,,,,,,,,,,,,,,,
2008,0016,Community Urban Bus Service,Longview,WA,"Longview, WA-OR",378,27,"60,443",DR,PT,"11,508","28,006","42,612","54,785",,,"103,278","106,931","120,060","104,598","117,598","123,970","124,726","132,595","138,123","156,545","152,053","153,905"
2008,0016,Community Urban Bus Service,Longview,WA,"Longview, WA-OR",378,27,"60,443",MB,DO,"241,681","247,973","246,057","263,950",,,"268,813","272,217","276,612","180,063","212,722","218,650","216,544","216,352","215,831","215,228","214,683","214,747"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",DR,DO,"520,449","548,692","600,691","664,436","767,877","789,400","891,699","1,017,692","1,361,430","1,018,576","1,285,509","1,425,704","1,483,289",,"1,757,143","1,919,632","2,026,020","2,146,194"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",DR,PT,"28,076","37,969","57,125","81,082","92,900","102,310","356,274","499,680","383,430","247,531","414,353","450,796","598,044",,"932,110","932,308","958,234","1,199,925"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",MB,DO,"1,879,132","1,874,353","1,930,115","2,044,428","1,961,651","2,172,460","2,388,955","2,473,045","2,567,121","2,408,065","2,445,041","2,228,800","2,311,223",,"2,374,660","2,485,080","2,468,650","2,537,360"
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",MB,PT,"2,426","8,215","12,675","99,916","219,386","257,584",,,,,,,,,,,,
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",VP,DO,"797,826","922,582","1,070,148","1,264,640","1,563,405","1,800,960","1,702,635","1,651,200","1,748,724","1,998,690","1,875,270","1,903,616","1,830,202",,"2,778,031","2,739,100","3,277,870","4,408,525"
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",DR,DO,"168,282","344,781","437,275","640,788","767,278","642,688","697,280","721,509","740,194","605,928","585,326","530,284","515,364","563,553","611,731","658,748","714,967","768,350"
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",DR,PT,"168,629",,,,,,,,,,,,,,,,,
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",MB,DO,"1,937,153","2,050,496","2,495,920","3,294,921","3,161,794","3,000,816","2,970,394","2,982,023","3,027,292","1,785,502","1,601,390","1,602,090","1,808,085","1,956,291","2,126,456","2,324,977","2,351,859","2,579,552"
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",MB,PT,"9,906",,,,,,,,,,,,,,,,,
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",VP,DO,"276,930","361,570","405,450","396,462","357,465","445,032","543,490","618,380","808,515","1,021,540","1,104,740","1,137,815","1,324,750","1,446,073","1,748,201","2,276,065","2,607,213","3,083,780"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",DR,DO,,0,,,"753,927","1,010,524","1,181,974","1,068,045","1,229,730","867,102","1,100,299","1,343,176","1,843,494","2,044,023","2,095,145","2,082,599","2,068,291","1,914,683"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",DR,PT,"906,806","916,868","872,308","952,005","277,837","211,274",,,,,,,,,,,,
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",FB,PT,,306,"15,384","42,834","43,159","28,980","28,899","52,937","53,066","30,942","31,378","31,048","39,218","43,897","52,181","51,760","51,123","48,998"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",MB,DO,"1,477,938","1,735,223","1,866,055","2,138,228","2,443,028","2,489,329","2,613,440","2,574,921","2,603,206","1,939,703","1,976,329","2,324,587","2,543,003","2,573,505","2,565,919","2,461,072","2,484,384","2,375,439"
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",OR,PT,0,,,,,,,,,,,,,,,,,
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",VP,DO,"336,849","381,990","419,100","669,444","753,931","1,325,435","1,117,700","1,276,824","1,324,612","385,893","412,411","650,154","913,182","1,074,015","1,265,016","1,397,035","1,345,160","1,371,729"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",DR,DO,,,,"527,750","544,570","590,785","712,968","772,278","810,110","759,450","778,895","738,793","668,498","800,564","684,001","700,296","703,699","763,937"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",DR,PT,"234,320","377,333","430,120","12,911","22,958","23,093","21,455","24,067","24,320","13,775","10,132","15,300","11,993","10,952","10,213","10,919","11,484","12,262"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",MB,DO,"1,000,978","1,019,582","1,039,930","1,094,421","1,261,545","1,280,056","1,257,403","1,259,957","1,265,221","1,222,278","1,202,420","1,223,996","1,278,315","1,315,684","1,335,308","1,665,434","1,738,356","1,902,962"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",VP,PT,,,,,"4,598",,,,,,,,,,,,,
2008,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",DR,DO,"27,996","32,239","48,512","55,820","51,554","58,848","73,166","96,731","103,287","119,181","159,216","170,336","205,189","192,635","168,676","173,431","376,987","479,954"
2008,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",MB,DO,"226,851","230,222","236,939","238,492","244,490","245,206","251,724","253,737","260,936","283,299","277,892","270,216","259,913","257,999","259,992","270,243","286,436","296,787"
2008,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",MB,PT,,,,,,,,,,,,,,,,,,0
2008,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MO,PT,,,"179,364","185,556","179,572","179,404","189,744","199,196","192,554","207,056","251,592","207,428","245,363","110,480","161,376","19,764","176,540","187,824"
2008,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",OR,DO,"161,752","177,456",,,,,,,,,,,,,,,,
2008,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",OR,PT,0,,,,,,,,,,,,,,,,,
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,,,,,"518,895","915,330","968,913","988,039","1,064,508","1,082,385","1,102,801","1,182,787","1,268,496","1,348,396"
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",DR,PT,"448,889","427,791","449,428","494,350","544,162","729,268","961,594","1,149,358","527,617",,,,,,,,,
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",MB,DO,"2,554,150","2,561,140","2,589,971","2,711,498","2,895,984","3,269,911","3,890,427","4,353,422","4,537,911","4,044,919","3,648,956","3,815,471","3,779,640","3,846,235","3,702,382","3,683,990","3,845,014","4,476,702"
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",MB,PT,"54,111",,,,,,,,,,,,,,,,,
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",VP,DO,"55,106","42,721","89,516","75,775","81,057","80,348","117,285","175,832","286,482","249,255","157,981","127,216","104,600","62,519",615,,,
2008,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",DR,PT,,,,,,,,,,"282,970","309,157","325,733","905,565","900,270","1,033,835","1,157,971","2,110,211","3,169,918"
2008,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",MB,DO,"1,508,466","1,621,912","1,684,657","1,707,243","1,650,220","1,644,168","1,869,484","2,002,137","2,043,188","2,089,009","2,299,764","2,402,213","2,437,299","2,533,272","2,617,061","2,593,144","2,235,947","2,150,744"
2008,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",VP,PT,,,,,,,,,,,,,,,"36,320","122,877","157,586","120,258"
2008,0028,Pierce County Ferry Operations,University Place,WA,"Seattle, WA",14,954,"2,712,205",FB,DO,"29,704","28,786",,,,,,,,,,,,,,,,
2008,0028,Pierce County Ferry Operations,University Place,WA,"Seattle, WA",14,954,"2,712,205",FB,PT,,,"31,128","30,988","30,810","31,180","30,958","31,121","30,962","31,513","31,128","31,724","31,043","40,756","40,809","40,206","40,899","39,967"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"1,685,505","1,733,901"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"3,412,187","3,349,909","3,374,979","3,462,255","4,107,022","4,526,265","4,818,963","5,134,533","5,569,504","4,419,975","4,613,765","5,125,776","6,026,277","6,521,288","6,639,935","6,692,956","6,779,994","6,848,299"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,"1,327,662","1,369,332","1,405,878","1,475,044","1,505,466","1,523,520","1,550,205","1,884,508","2,674,662","2,802,732","2,792,154","2,929,683","3,180,724","1,464,211","1,441,844","1,451,485","1,454,047"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"428,206","631,003","755,409","674,545",,"1,744,407","2,776,887","3,326,530","3,410,170","3,610,035","3,788,760","3,366,465","3,124,200","3,062,822","3,384,113","3,836,396","4,129,623","4,810,407"
2006,0033,Senior Services of Snohomish County,Mukilteo,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"439,733","514,407","785,038","911,057","1,011,826","1,086,771","1,037,983","1,144,435","1,261,188","1,145,326","1,262,880","1,380,442","1,389,031","1,550,197","1,633,157","1,769,306",,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",DR,DO,,,,,,,,,,,,"33,318","84,420","58,395",,,,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",DR,PT,,,"2,096","11,438","46,978","258,916","215,668","215,475","193,800","191,520","252,252","284,256","196,560",0,"270,555","617,073","402,665","377,873"
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",MB,DO,"821,242","637,855","626,076","650,603","591,767","539,130","351,900","612,510","550,545","548,856","548,352","555,118","576,377","682,217","645,168","670,774","590,042","587,163"
2008,0035,Washington State Ferries,Seattle,WA,"Seattle, WA",14,954,"2,712,205",FB,DO,"881,983","886,621","967,250","993,044","993,044","1,007,865","1,013,714","1,024,911","1,186,978","1,227,814","1,075,384","1,075,590","1,075,571","973,167","950,689","931,074","917,613","910,302"
1991,0036,"ATE Management & Service Company, Inc.",Mukilteo,WA,"Seattle, WA",18,588,"1,744,086",MB,DO,"1,276,862",,,,,,,,,,,,,,,,,
1998,0038,Community and Rural Transportation,Idaho Falls,ID,"Idaho Falls, ID",362,21,"56,356",DR,DO,,,0,"524,088","368,128","387,072","412,416","437,760",,,,,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",CR,PT,,,,,,,,,,"73,476","268,192","298,484","381,996","456,409","533,047","618,808","737,582","1,039,433"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,DO,,,,,,,,,,,,,"34,387","96,420","96,172","96,118","97,115","94,099"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,PT,,,,,,,,,,,,0,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,,,,,,,,,,,,,,,,,"8,024,921","8,243,509"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,,,,,,,,0,0,0,0,0,0,"10,254,710","9,834,938","2,019,337","2,046,858"
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,PT,,,,,,,,,0,0,0,0,0,0,,,,
2008,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",AR,DO,,,,,,,,,,,"99,475","97,142","101,710","101,026","117,790","120,463","133,205","130,460"
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,DO,,,,,,,,,,,,,,,,"98,605",,
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,PT,,,,,,,,,,"268,975","179,920","159,109",,,,,,
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,DO,,,,,,,,,,,,"24,384",,,,"144,640",,
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,PT,,,,,,,,,,"102,960","102,960","76,032",,,,,,
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,DO,,,,,,,,,,,,,,"349,843","250,808","250,433","270,649","344,476"
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,PT,,,,,,,,,,,,,,"19,634","79,352","128,298","81,861","77,913"
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",MB,DO,,,,,,,,,,,,,,"1,274,999","1,351,996","1,351,137","1,523,557","1,697,195"
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",VP,DO,,,,,,,,,,,,,,,,,"66,555","42,075"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",DR,DO,,,,,,,,,,,,,,"269,083","278,651","297,830","261,403","276,376"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",MB,DO,,,,,,,,,,,,,,"376,092","415,611","573,026","651,248","654,458"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",VP,DO,,,,,,,,,,,,,,"188,377","244,112","494,523","617,750","739,021"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",DR,DO,,,,,,,,,,,,,,"122,304","133,796","150,878","162,689","163,274"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",MB,DO,,,,,,,,,,,,,,"311,977","297,665","296,962","353,005","375,675"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,,,,,,,,"33,376","34,544","36,918","90,424","141,745","117,236","117,742"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",MB,DO,,,,,,,,,,,,"329,271","339,560","349,985","368,298","391,250","357,725","365,225"
2008,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",VP,DO,,,,,,,,,,,,,,,,"743,423","1,031,793","1,170,599"
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",DR,PT,,,,,,,,,,,,,,,,,"174,417","174,417"
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",MB,PT,,,,,,,,,,,,,,,,,"196,682","196,682"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",CR,PT,,,,,,,,,,,,,0,,,,,
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",DR,DO,,,,,,,,,,,,"142,077","1,259,231","2,926,379","2,926,932","2,872,736","2,832,151","2,849,797"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",DR,PT,,,,,"166,646","225,235","364,741","2,656,042","3,144,240",0,0,0,"2,486,896","1,114,443","1,100,107","1,255,477","1,310,403","1,314,229"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",MB,DO,"6,399,819","6,456,579","6,454,540","6,485,806","7,259,634","7,097,309","6,242,061","6,443,205","6,517,360","6,758,842","6,708,250","7,126,792","7,579,895","7,470,328","7,502,336","7,651,142","7,742,833","8,041,642"
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",DR,DO,"38,416","36,332",,0,"38,800","42,484","53,864","35,840","32,660","30,734","32,419","32,596","35,983","56,784","61,306","63,232","75,032","60,272"
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",MB,DO,"505,236","507,114",,0,"398,744","401,654","397,064","424,280","433,742","433,711","473,171","500,151","471,415","478,050","482,627","479,818","481,546","468,713"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",CR,DO,,"14,898,400","15,730,200","15,998,700","15,482,442",,,"19,749,127","21,372,889","21,832,809","22,177,182","22,694,155","22,592,151","22,152,272","22,342,548","22,407,014","22,746,968",
