Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,6062,"University of Arkansas, Fayetteville",Fayetteville,AR,"Fayetteville-Springdale, AR",175,109,"172,585",0,0,0,0,0,0,0,0,"6,000","6,515",0,"187,893",0,0,0,0,0
2007,6068,City of Grand Prairie Transportation Services Department,Grand Prairie,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659",,,0,,,,"5,458","40,363","5,156","6,776","12,018","9,769","2,520","6,063","29,877","2,788","8,013"
2007,6070,City of Mesquite,Mesquite,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659",,,0,"10,527","8,947",0,"24,361","19,686","2,306","10,365",0,"29,431","3,579",0,"13,076","9,126","11,310"
2007,6072,Ozark Regional Transit,Springdale,AR,"Fayetteville-Springdale, AR",175,109,"172,585",,"51,629","85,164","37,781","38,661","9,596","24,824","29,696","43,087","14,671","65,216","1,554","41,000","23,629","116,603","34,161","36,564"
2005,6074,Lewisville Dial-A-Ride,Lewisville,TX,"Denton-Lewisville, TX",105,122,"299,823",,,,,,,,,,,,,0,0,"44,372",,
2000,6075,City of Temple ,Temple,TX,"Temple, TX",344,54,"58,710",,,,217,,,0,27,,,,,,,,,
2005,6076,City of Denton Public Transportation Department,Denton,TX,"Denton-Lewisville, TX",105,122,"299,823",,,"1,231",0,0,"13,262",0,"24,466","32,206",0,"12,665","29,800","56,834",0,0,,
2007,6077,Santa Fe Trails - City of Santa Fe,Santa Fe,NM,"Santa Fe, NM",307,45,"80,337",,,,"149,035","472,003","479,357","157,684","74,404","203,954",,"560,051",0,0,0,"137,939",0,"53,327"
2007,6080,Terrebonne Parish Consolidated Government,Houma,LA,"Houma, LA",211,77,"125,929",,,,,,,"38,577","8,951","6,576","3,674","13,977","2,363","1,973",,,,
2007,6081,Longview Transit,Longview,TX,"Longview, TX",315,51,"78,070",,,,,,0,0,,,,,,,,,,
2007,6082,The Gulf Coast Center,Texas City,TX,"Texas City, TX",267,59,"96,417",,,,,,,,"80,657","33,030",0,"69,752",0,0,0,0,0,"20,472"
1998,6083,"VPSI, Inc. ",Austin,TX,"Austin, TX",54,273,"562,008",,,,,,,0,0,,,,,,,,,
2007,6084,"Dallas - VPSI, Inc.",Arlington,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659",,,,,,,0,0,0,0,0,0,0,0,0,0,0
2004,6085,"Houston - VPSI, Inc.",Houston,TX,"Houston, TX",10,"1,295","3,822,509",,,,,,,,,0,0,0,0,0,,,,
2007,6086,Fort Smith Transit,Fort Smith,AR,"Fort Smith, AR-OK",248,55,"106,470",,,,,,,,,,,,"3,534",0,0,"65,270",0,"32,792"
2003,6087,"First Transit, Inc.",Houston,TX,"Houston, TX",10,"1,295","3,822,509",,,,,,,0,0,0,0,0,0,0,,,,
2007,6088,Jefferson Parish Department of Transit Administration,Gretna,LA,"New Orleans, LA",37,198,"1,009,283",,,,,,,,,"775,576","19,929","164,896","504,388","429,943","54,647","22,769","99,357","13,843"
2007,6090,Lower Rio Grande Valley Development Council,McAllen,TX,"McAllen, TX",70,314,"523,144",,,,,,,,,"209,399","409,419","32,919","6,653",0,"163,978",0,"12,316","16,683"
2007,6091,Hill Country Transit District,San Saba,TX,"Killeen, TX",177,64,"167,976",,,,,,,,,,,"4,056","112,677","8,570","224,988","43,691","29,640","10,634"
2006,6092,ATC / Vancom,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659",,,,,,,,,,,0,0,0,0,0,0,
2007,6094,The Lawton Area Transit System,Lawton,OK,"Lawton, OK",287,55,"89,556",,,,,,,,,,,,,,0,"15,644",0,0
2007,6095,Golden Crescent Regional Planning Commission,Victoria,TX,"Victoria, TX",375,51,"61,529",,,,,,,,,,,,,,"3,367",0,0,0
2007,6096,Cleveland Area Rapid Transit, Norman,OK,"Norman, OK",296,30,"86,478",,,,,,,,,,,,,,,"26,489",0,0
2007,6097,Midland-Odessa Urban Transit District,Odessa,TX,"Odessa, TX",240,53,"111,395",,,,,,,,,,,,,,0,0,"82,979",0
2007,6099,City of McAllen - McAllen Express Transit,McAllen,TX,"McAllen, TX",70,314,"523,144",,,,,,,,,,,,,,,,0,
2007,6101,Denton County Transportation Authority,Lewisville,TX,"Denton-Lewisville, TX",105,122,"299,823",,,,,,,,,,,,,,,,"4,727,196","1,095,895"
2007,6102,Concho Valley Transit District,San Angelo,TX,"San Angelo, TX",293,46,"87,969",,,,,,,,,,,,,,,,,0
2007,6103,Fort Bend County Public Transportation,Sugar Land,TX,"Houston, TX",10,"1,295","3,822,509",,,,,,,,,,,,,,,,,939
2007,6107,"Texoma Area Paratransit System, Inc",Sherman,TX,"Sherman, TX",407,32,"56,168",,,,,,,,,,,,,,,,,0
2007,7001,StarTran,Lincoln,NE,"Lincoln, NE",134,78,"226,582","270,341","4,398","14,381","377,428","76,780","137,301","31,808","561,558","51,580","49,056","190,027","1,205,662","87,284","467,434","32,881","179,015","1,139,366"
2007,7002,Transit Authority of Omaha,Omaha,NE,"Omaha, NE-IA",56,226,"626,623","110,964","685,799","329,835","1,061,208","15,484","322,215","212,933","1,387,603","117,827","1,176,993","1,422,746",0,0,0,0,0,0
2007,7003,City Utilities of Springfield ,Springfield,MO,"Springfield, MO",140,114,"215,004","79,952","476,367","10,130","59,023","39,108","24,153","102,341","563,291","94,369","765,156","69,314","175,527","96,782","172,494","196,178","438,043","86,907"
2007,7005,Kansas City Area Transportation Authority,Kansas City,MO,"Kansas City, MO-KS",29,584,"1,361,744","1,392,224","1,061,298","1,541,334","1,452,046","1,980,779","3,384,068","3,152,716","2,228,040","2,514,026","6,197,578","2,286,958","4,307,370","3,878,180","1,330,486","2,682,605","1,817,512","2,282,498"
2007,7006,Bi-State Development Agency,St. Louis,MO,"St. Louis, MO-IL",17,829,"2,077,662","4,119,152","3,581,761","44,591,614","6,203,777","2,692,287","3,584,288","3,730,145","6,703,645","80,816,091","48,668,424","14,669,555","39,847,564","74,518,673","196,622,121","197,037,413","185,185,610","66,592,488"
2007,7007,Bettendorf Transit System,Bettendorf,IA,"Davenport, IA-IL",118,124,"270,626","12,936","1,000","26,594","12,600","22,634","44,123","10,395","29,245","59,197","7,426","62,940","8,115","3,535","120,454",0,0,0
2007,7008,Cedar Rapids Transit,Cedar Rapids,IA,"Cedar Rapids, IA",184,59,"155,334","2,857","52,626","41,066","307,534","288,361","200,815","469,132","687,481","819,983","397,262","212,114","188,951","310,376","381,973","81,437","186,907","229,823"
2007,7009,Davenport Public Transit,Davenport,IA,"Davenport, IA-IL",118,124,"270,626","10,643","10,608","329,175","41,226","1,062","15,357","13,839","39,551","29,383","23,486","29,717",400,"319,713","364,750","29,491","18,000",0
2007,7010,Des Moines Area Regional Transit Authority,Des Moines,IA,"Des Moines, IA",85,140,"370,505","388,940","944,760","54,791","751,672","271,913","475,645","306,452","560,912","836,980","487,801","1,806,343","934,501","8,445,745","313,045","631,322","253,485","1,166,736"
2007,7011,City of Dubuque,Dubuque,IA,"Dubuque, IA-IL",357,30,"65,251","37,676","4,934","163,879",841,"9,417",597,"78,590","118,820","40,096","2,457","3,474","407,376","32,883","125,408","190,887","8,009","3,000"
2007,7012,Sioux City Transit System,Sioux City,IA,"Sioux City, IA-NE-SD",250,53,"106,119","9,171",0,"8,781","108,091","20,578","20,214","262,472","321,007","28,176",,0,0,0,0,"57,239","134,444",0
2007,7013,Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,"Waterloo, IA",244,53,"108,298","1,196","1,908","139,816","11,767","61,148",,"13,984","165,970","24,136","23,932","282,157",0,"54,832","232,438","204,081","332,111","285,880"
2007,7014,Topeka Metropolitan Transit Authority,Topeka,KS,"Topeka, KS",198,70,"142,411","20,282","23,074","17,439","3,935",750,"7,380","63,828","362,983","1,678,514","168,637","139,171","450,666","478,488","40,175","196,069","1,303,285",0
2007,7015,Wichita Transit,Wichita,KS,"Wichita, KS",76,179,"422,301","179,460","382,845","580,400","341,665","29,500","110,661","455,661","257,461","1,443,024","65,139","1,744","16,612","28,113",0,"213,022","113,289","113,289"
2007,7016,Columbia Transit,Columbia,MO,"Columbia, MO",260,52,"98,779",,0,"31,353","54,975","97,921","31,420","148,107","8,508","10,161",0,"773,146","29,617","35,884",0,0,"47,901","773,844"
2007,7018,Iowa City Transit,Iowa City,IA,"Iowa City, IA",298,36,"85,247","1,729","17,829","104,060",0,"114,788","-109,082","660,001","83,068","49,663","55,154","233,704","1,015,894","395,641","838,799","1,071,484","458,194","621,338"
2007,7019,University of Iowa,Iowa City,IA,"Iowa City, IA",298,36,"85,247","2,200","2,750","35,069","14,237","11,229","4,880","294,481","66,534","82,445","7,045",0,"6,521",0,0,0,"53,514","3,764"
2007,7030,Coralville Transit System,Coralville,IA,"Iowa City, IA",298,36,"85,247","13,992","14,017","2,249","40,136",,,,,,,,,,,"6,550",0,"21,646"
2007,7032,St. Joseph Transit,St. Joseph,MO,"St. Joseph, MO-KS",317,39,"77,231","3,459",0,"6,562",0,"81,293","173,709",0,0,0,0,0,0,0,0,0,0,"14,962"
2007,7033,City of Lawrence - Lawrence Transit System,Lawrence,KS,"Lawrence, KS",311,23,"79,647",,,,,,,,,,,"6,651","11,813",0,0,0,"348,005",0
2007,7035,"Johnson County Kansas, aka: Johnson County Transit",Olathe,KS,"Kansas City, MO-KS",29,584,"1,361,744","100,000","105,000","103,788","73,519","157,253","128,253","156,187","43,751","280,699","1,051,142","598,875","307,741","327,071","426,767","553,991","948,858","279,278"
2007,7036,Missouri State University,Springfield,MO,"Springfield, MO",140,114,"215,004",,,,,,"7,495","119,613","57,219","85,488","251,105","161,282","100,000","60,818","15,821","61,520","3,274,594",
2007,7041,Ames Transit Agency,Ames,IA,"Ames, IA",444,16,"50,726",,,,,,,,,,,,"84,354","683,278","238,546","82,593","310,600","289,479"
2007,7043,City of Jefferson,Jefferson City,MO,"Jefferson City, MO",419,38,"53,714",,,,,,,,,,,,,,,"406,455","179,115","80,280"
2007,7044,Parking & Transit Department,Lawrence,KS,"Lawrence, KS",311,23,"79,647",,,,,,,,,,,,,,,,,0
2007,8001,Utah Transit Authority,Salt Lake City,UT,"Salt Lake City, UT",42,231,"887,650","918,012","7,442,508","8,400,802","863,514","8,214,180","9,279,401","18,985,854","28,111,387","26,095,611","13,356,224","23,606,918","203,839,486","1,038,283","970,874","80,301,952","209,048,682","127,597,212"
2007,8002,Sioux Falls Transit,Sioux Falls,SD,"Sioux Falls, SD",214,46,"124,269","38,224","7,686","6,210","72,916","179,794","30,131","693,114","96,176","147,236","163,190","229,265","438,792","113,485","117,384","164,043","21,736",0
2007,8003,Fargo Metropolitan Area Transit,Fargo,ND,"Fargo, ND-MN",197,46,"142,477","13,373","82,007","48,662",0,"19,934",,,"53,725","3,151","28,929","55,679","244,403","296,009","300,553","206,178","563,562","276,389"
2007,8004,Billings Metropolitan Transit,Billings,MT,"Billings, MT",257,46,"100,317","55,151","765,222","4,163","15,965","8,337","9,121","72,299","98,009","28,849","8,440","50,664","152,282","417,242","457,969","442,710","674,254","161,601"
2007,8005,Mountain Metropolitan Transit,Colorado Springs,CO,"Colorado Springs, CO",73,197,"466,122","577,070","280,394","144,350","517,278","62,917","142,940","140,467","642,415","2,006,288","877,838","1,558,485",0,0,0,0,"1,513,675","1,307,668"
2007,8006,Denver Regional Transportation District,Denver,CO,"Denver-Aurora, CO",20,499,"1,984,889","25,656,606","38,642,530","94,207,064","61,227,984",0,"10,418,538","24,564,206","52,129,957","32,459,575","153,255,535","239,445,654","117,668,038","142,027,053","162,755,215","187,887,637","150,641,401","49,038,237"
2007,8007,Pueblo Transit System,Pueblo,CO,"Pueblo, CO",216,54,"123,351",0,"166,256","10,286","64,263","17,592","149,141","157,653","10,000","5,464","117,948","90,000","51,413","65,094","113,603","40,086","55,750","46,668"
2007,8008,Cities Area Transit,Grand Forks,ND,"Grand Forks, ND-MN",404,17,"56,573","14,505","17,106","8,410","10,459","6,751","26,886","181,800","7,410","7,266",0,0,"90,707",0,0,"78,460","56,050","19,975"
2007,8009,Missoula Urban Transportation District,Missoula,MT,"Missoula, MT",343,36,"69,491","9,358","77,100","12,992","9,786","212,878","19,124","65,524","19,233","257,246","163,868","312,048","175,493","12,000",0,0,0,0
2007,8010,City of Greeley - Transit Services,Greeley,CO,"Greeley, CO",275,34,"93,879","13,410","3,200","118,998","101,972","55,682","4,762","299,095","8,504","69,498","10,875","42,713","21,771","55,683","54,219","84,092","8,364","23,381"
2007,8011,Transfort ,Fort Collins,CO,"Fort Collins, CO",146,84,"206,757","53,924","127,264","510,115","226,597","179,894","122,513","338,957","306,166","136,446","169,825","786,861",0,0,0,0,"65,000","75,898"
2007,8012,Great Falls Transit District,Great Falls,MT,"Great Falls, MT",363,29,"64,387","3,814",,,0,0,0,"1,108,526","1,129,311",,0,"63,985","142,059","475,796","25,702","66,175",0,"13,384"
2007,8013,City of Casper,Casper,WY,"Casper, WY",397,26,"57,719","2,015","1,798",790,975,"1,000","2,795",,,,,,,,,0,"3,934","3,500"
2007,8014,Rapid Transit System,Rapid City,SD,"Rapid City, SD",352,30,"66,780","17,296","26,933","35,435","32,574","18,763","13,597","16,890","30,296","30,898","40,486","41,107","37,915","16,250","17,608","19,779","102,464","367,919"
2007,8016,Mesa County,Grand Junction,CO,"Grand Junction, CO",277,56,"92,362",882,"14,002","25,223","4,604","29,332","32,532","15,291","41,316","42,261","172,211",0,0,"71,363","87,599","96,199",0,"190,903"
2007,8019,Bis-Man Transit Board,Bismarck,ND,"Bismarck, ND",322,34,"74,991",0,"1,420","12,974","21,123","23,200",0,"323,318","395,091","67,059","39,418","123,679",0,"173,128","159,487","122,185","137,023",0
2007,8020,The City of Cheyenne Transit Program,Cheyenne,WY,"Cheyenne, WY",346,34,"68,202",0,0,838,0,"2,041","14,454","5,300","4,184","87,270","11,307","39,621","31,184","60,496","26,498","84,052","96,879","385,889"
2007,8021,"City of Logan, dba: The Logan Transit District",Logan,UT,"Logan, UT",318,38,"76,187",,,,704,"3,327","5,945","93,615","237,366","652,384","121,650","284,433","549,363","32,999","574,654",0,0,0
1999,8022,"Laidlaw Transit Services, Inc Transit Services, Inc.",Commerce City,CO,"Denver, CO",22,459,"1,517,977",,,,,,,0,0,0,,,,,,,,
2000,8023,"Atlantic Paratrans of Colorado, Inc. (APCO)",Staten Island,NY,"Denver, CO",22,459,"1,517,977",,,,,,,,,,0,,,,,,,
2001,8024,Special Transportation for Boulder County Inc.,Boulder,CO,"Denver, CO",22,459,"1,517,977",,,,,,,,,,0,0,,,,,,
2007,8025,City of Loveland Transit,Loveland,CO,"Fort Collins, CO",146,84,"206,757",,,,,,,,,,,,,"1,393",0,0,"29,416","53,336"
2007,8028,Cache Valley Transit District,Logan,UT,"Logan, UT",318,38,"76,187",,,,,,,,,,,,,,,,,"586,371"
2007,9001,Regional Transportation Commission of Washoe County,Reno,NV,"Reno, NV",101,119,"303,689","425,150","775,007","890,980","195,055","249,835","306,449","1,561,219","1,052,287","527,447","736,836","933,606",0,0,0,0,0,0
2007,9002,City and County of Honolulu Department of Transportation Services,Honolulu,HI,"Honolulu, HI",51,154,"718,182","3,793,869","5,649,644","8,137,546","7,192,628","9,312,668","4,756,559","2,080,443","4,327,953","2,078,082","5,336,554",0,"22,566,105","22,792,023","23,274,030","15,782,771","1,725,113","5,174,298"
2007,9003,San Francisco Bay Area Rapid Transit District,Oakland,CA,"San Francisco-Oakland, CA",12,527,"3,228,605","83,114,335","79,440,239","98,162,281","181,018,636","192,829,606","133,355,686","111,543,993","102,958,559","160,593,565","129,275,432","223,923,224","297,358,902","187,471,407","74,264,781","63,969,266","63,427,554","94,263,262"
2007,9004,Golden Empire Transit District,Bakersfield,CA,"Bakersfield, CA",82,110,"396,125","551,153","220,433","1,180,956","748,420","161,717","350,573","189,966","2,949,187","191,055","2,527,491","284,579","419,076","402,202","953,871","341,980","1,885,808","485,090"
2007,9006,Santa Cruz Metropolitan Transit District,Santa Cruz,CA,"Santa Cruz, CA",183,55,"157,348","192,284","192,490","146,612","206,247","409,300","673,032","1,052,330","1,666,204","111,582","196,023","166,001","1,077,217","2,415,547","264,417","1,511,936","738,338","4,395,161"
2007,9007,Modesto Area Express,Modesto,CA,"Modesto, CA",100,86,"310,945","-123,846","69,708","496,439","663,206","256,579","20,089","53,173","485,190","154,863","52,469","12,626",0,"61,802","849,508",0,0,0
2007,9008,Santa Monica's Big Blue Bus,Santa Monica,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","3,186,457","5,737,478","1,939,126","2,661,676","1,321,458","6,114,675","2,140,844","21,020,823","-8,909,735","5,794,648","11,066,749","33,415,173","5,216,048","9,822,522","8,362,322","4,171,206","43,265,689"
2007,9009,San Mateo County Transit District,San Carlos,CA,"San Francisco-Oakland, CA",12,527,"3,228,605","9,830,704","98,937,247","16,599,370","21,330,320","33,624,077","22,579,040","14,102,804","41,518,384","93,648,858","11,921,947","15,407,555","392,005","16,923,723","10,196,972","7,671,207","5,411,896","5,073,018"
2007,9010,Torrance Transit System,Torrance,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","71,683","1,075,618","3,778,624","1,498,273","74,700","27,798","477,168","671,965",0,0,0,"703,660","60,308","1,313,182","272,643","36,400","106,359"
2007,9012,San Joaquin Regional Transit District,Stockton,CA,"Stockton, CA",99,74,"313,392","292,172","2,359","93,501","984,763","1,957,576",0,"646,201","1,244,079","1,980,842","1,288,557",0,"400,000","4,515,814","1,814,946",0,"1,902,025","6,191,899"
2007,9013,Santa Clara Valley Transportation Authority,San Jose,CA,"San Jose, CA",24,260,"1,538,312","17,427,502","3,820,706","10,911,378","27,983,600","18,981,281","5,796,063","8,035,111","22,525,306","80,127,064","104,483,541","182,476,598","138,814,850","331,353,049","189,685,370","221,201,528","120,238,279","88,379,588"
2007,9014,Alameda-Contra Costa Transit District,Oakland,CA,"San Francisco-Oakland, CA",12,527,"3,228,605","1,363,094","4,015,188","3,128,383","547,691","577,971","1,266,175","6,103,588","9,887,477","11,242,873","16,714,819","7,776,432",0,0,0,"15,061,516",0,0
2007,9015,San Francisco Municipal Railway,San Francisco,CA,"San Francisco-Oakland, CA",12,527,"3,228,605",0,"3,514,000","2,566,000","28,379,000","18,862,000","17,719,000","28,608,000","18,855,000","37,239,000","42,950,000","81,063,000","42,336,000","70,827,000","104,043,000","79,390,000","32,381,000","46,818,000"
2007,9016,"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,"San Francisco-Oakland, CA",12,527,"3,228,605","1,633,298","1,564,967","213,820","86,000",0,0,"2,908,172","2,429,410","382,093","1,195,485","1,005,702",0,0,0,"42,865","164,830","4,331,261"
2007,9017,City of Santa Rosa,Santa Rosa,CA,"Santa Rosa, CA",111,102,"285,408","112,598","240,284","202,346","161,946","174,431","55,087","218,317","166,227","1,051,633","614,633","66,400",0,0,0,0,0,0
2007,9019,Sacramento Regional Transit District,Sacramento,CA,"Sacramento, CA",28,369,"1,393,498","4,999,874","6,360,162","4,961,759","9,604,860","4,391,961","5,501,483","9,193,762","7,661,105","13,468,626","22,652,094","13,050,432","11,557,157","13,034,553","15,855,214","5,990,255","15,549,397","10,417,421"
2007,9020,Santa Barbara Metropolitan Transit District,Santa Barbara,CA,"Santa Barbara, CA",155,60,"196,263","100,000",0,0,0,0,"22,401","166,344","24,717",0,0,"530,178","524,799",0,0,0,0,"390,586"
1993,9021,Los Angeles County Metropolitan Transportation Authority (LACMTA),Los Angeles,CA,"Los Angeles, CA",2,"1,966","11,402,946","62,472,278","113,058,528","136,596,218",,,,,,,,,,,,,,
2007,9022,Norwalk Transit System,Norwalk,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","168,595","81,641",0,0,"123,899","141,050","65,653","592,382","396,953","846,725","1,987,661","295,952","193,513","205,614","110,045","414,743","438,986"
2007,9023,Long Beach Transit,Long Beach,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","2,775,369","2,095,601","184,957","484,972","345,087","196,640","2,305,122","1,077,685","2,408,061","738,417","3,259,788","1,142,766","1,677,682","870,105","3,310,741","1,593,757","2,541,825"
2005,9024,City of La Mirada Transit,La Mirada,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","45,355","169,230","176,987","11,420",0,0,0,"59,326",0,"50,476",0,0,0,0,0,,
2007,9026,San Diego Metropolitan Transit System,San Diego,CA,"San Diego, CA",15,782,"2,674,436","1,625,965","4,305,018","79,682","3,518,606","727,804","1,930,120","153,530","1,387,978","297,779","412,193","1,710,354",0,0,0,0,0,0
2007,9027,Fresno Area Express,Fresno,CA,"Fresno, CA",64,139,"554,923","136,591","758,539","829,175","66,978","619,437","248,239","91,932","56,758",0,"163,797",0,0,0,"362,586","800,000","150,800",0
2007,9028,City of Vallejo Transportation Program,Vallejo,CA,"Vallejo, CA",181,34,"158,967",0,0,0,0,"112,444",0,"175,784",0,0,0,0,0,0,"6,681","56,870","51,205",0
2007,9029,Omnitrans,San Bernardino,CA,"Riverside-San Bernardino, CA",25,439,"1,506,816","813,674","1,965,016","9,163,631","3,119,438","950,166","2,886,969","5,138,618","2,666,743","1,631,522","2,714,458","2,153,762",0,"144,046","321,387","1,393,872",746,"816,899"
2007,9030,North County Transit District,Oceanside,CA,"San Diego, CA",15,782,"2,674,436","19,370,846","13,523,813","30,098,775","23,615,565","25,859,323","9,485,062","3,472,530","2,261,676","3,640,278","3,847,255","880,609","1,346,619","7,363,454","8,167,309","16,002,715","14,070,166","56,673,223"
2007,9031,Riverside Transit Agency,Riverside,CA,"Riverside-San Bernardino, CA",25,439,"1,506,816","478,461","1,648,489","3,371,088","1,826,728","784,469","3,448,307","345,995","380,117","841,461","195,104","166,619","5,460,256","15,266,241","553,100","1,297,074","1,345,027","737,261"
2007,9032,City of Phoenix Public Transit Department dba Valley Metro,Phoenix,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049","1,008,933","605,744","522,626","2,302,191","678,266","1,390,592","1,748,951","2,524,743","3,719,659","1,073,278","4,006,631","38,398,893","70,282,138","93,836,267","48,578,110","13,777,878","20,761,914"
2007,9033,City of Tucson,Tucson   ,AZ,"Tucson, AZ",50,291,"720,425","2,032,672","495,465","456,707","1,739,980","2,662,111","1,728,477","2,630,815","2,715,854","645,862","1,285,728","1,894,036","3,284,987","627,174","1,493,190","2,601,640","791,304","1,598,184"
2007,9034,City of Glendale Transit,Glendale,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049","18,896","35,916","19,836","11,598",0,0,0,0,0,"153,057","106,962","21,456","148,088","38,460","64,254","394,409","1,715,169"
2007,9035,Gold Coast Transit,Oxnard,CA,"Oxnard, CA",91,76,"337,591","50,972","45,647","455,927","18,371","66,901","1,487,879","560,565","23,404","58,723","22,142","11,129","338,232","314,183","204,311","174,785","34,089","1,211,490"
2007,9036,Orange County Transportation Authority,Orange,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","185,807",0,"73,110,000",0,0,0,0,0,"3,119,214","24,190,286","15,613,867",0,0,0,0,0,"1,253,422"
2007,9039,Culver City Municipal Bus Lines,Culver City,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","783,883","13,006","7,705","219,552","13,356","40,041","380,891","674,773","1,137,480","470,999","98,296","566,000","120,000","142,380","614,375","889,969","559,599"
2007,9041,Montebello Bus Lines,Montebello,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","695,948","184,592","257,735","130,615","2,493,081","431,762","2,047,139","1,304,913","709,897","1,399,243","953,505",0,0,"1,114,622","1,144,171","1,167,610","333,423"
2007,9042,City of Gardena Transportation Department,Gardena,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","52,600","168,245","156,549","274,544","2,677","13,694","19,831","582,985","111,329","54,508","25,195","106,644","457,416","9,752,199","1,537,190","2,105,710","2,975,516"
2007,9043,City of Commerce Municipal Buslines,Commerce,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487","250,420","26,004","21,424","12,274","73,316","632,357","1,048,897","635,672","27,625","42,171","17,804","13,443","24,676","128,154","46,090","37,127","23,999"
2007,9044,City of Arcadia Transit,Arcadia,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",0,"38,082",0,0,0,0,0,0,"73,149","28,579",0,0,0,0,"500,363","120,376",0
2007,9045,Regional Transportation Commission of Southern Nevada,Las Vegas,NV,"Las Vegas, NV",31,286,"1,314,357","238,656","225,947",0,,,,,,,,0,0,"2,681,188","3,947,563",0,"20,000,000",0
2007,9050,Simi Valley Transit,Simi Valley,CA,"Simi Valley, CA",238,27,"112,345","38,296","24,146","7,240","13,503",,,,"31,004","271,785","86,651","250,429","86,187",0,0,0,0,0
2007,9052,City of Corona,Corona,CA,"Riverside-San Bernardino, CA",25,439,"1,506,816","32,241","19,763","4,735",0,"85,949","6,600","49,385","33,604","20,396",0,0,0,0,0,0,0,0
2006,9054,"San Diego Trolley, Inc.",San Diego,CA,"San Diego, CA",15,782,"2,674,436",0,0,0,0,0,"65,757,902","18,900,691","13,619,429","1,941,522","6,506,899","4,887,203",0,"4,018,801","3,293,809",0,0,
1996,9055,Monterey County Rides ,Salinas,CA,"Salinas, CA",188,35,"122,225","66,561","138,771","20,979",0,0,"27,811",,,,,,,,,,,
1994,9056,Economic Opportunity Board of Clark County,Las Vegas,NV,"Las Vegas, NV",45,231,"697,348",,"127,512","1,095","25,312",,,,,,,,,,,,,
2007,9061,Yuba-Sutter Transit Authority,Marysville,CA,"Yuba City, CA",262,35,"97,645","9,430",197,"1,394","1,742","414,562","209,600","48,085",0,0,"83,704","17,000",0,0,0,"18,437","10,041","100,000"
2007,9062,Monterey-Salinas Transit,Monterey,CA,"Seaside-Monterey-Marina, CA",213,41,"125,503","1,633,800","902,843","369,041","901,059","312,355","1,253,918","2,093,860","1,779,467","393,988","1,109,648","639,590","4,424,226","2,345,935","722,238","745,841","141,686","704,734"
1991,9063,Redondo Beach Dial-A-Ride ,Redondo Beach,CA,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,,,,,,,,
1993,9077,Los Angeles County Transportation Commission / MTA,Los Angeles,CA,"Los Angeles, CA",2,"1,966","11,402,946","2,791,639","3,965,902","563,822",,,,,,,,,,,,,,
2007,9078,Central Contra Costa Transit Authority,Concord,CA,"Concord, CA",65,176,"552,624","488,047","398,445","271,474","291,128","78,280","116,967","463,037","143,367","129,788","525,543","264,368","202,658","453,150","155,860","152,778","370,513","448,900"
2007,9079,SunLine Transit Agency,Thousand Palms,CA,"Indio-Cathedral City-Palm Springs, CA",125,99,"254,856","406,397","691,433","216,007","5,051,105","153,292","54,177","130,000",0,0,"424,365","216,203","173,690","28,942","90,844","497,259","470,464","2,383,280"
2007,9086,City of Riverside Special Transportation,Riverside,CA,"Riverside-San Bernardino, CA",25,439,"1,506,816","73,832",0,"4,547","58,374","12,302","2,325","77,856","37,951","8,880","14,232","87,073",0,0,0,0,0,0
2007,9087,Santa Maria Area Transit,Santa Maria,CA,"Santa Maria, CA",222,36,"120,297","10,412","58,483","172,888","89,359","10,274","30,574","204,465","16,391","217,140","163,839","459,034","35,473","170,346","731,201","40,807","506,702","79,916"
2007,9088,Napa County Transportation Planning Agency,Napa,CA,"Napa, CA",309,24,"79,867",0,"32,762","66,480","49,292","217,202",,,"119,688","1,053,195","258,081","406,144","596,454","53,110","76,500","251,020","43,270","155,260"
